nohup: ignoring input
------------------------------------------------------------
任务: 并发计算 TTFT (首字延迟)
并发数: 1 | 模型: medium.en | Device: cuda
5639-40744-0006.wav            | 2.2461   | OK        
5639-40744-0015.wav            | 1.1092   | OK        
5639-40744-0041.wav            | 1.1108   | OK        
5639-40744-0030.wav            | 1.1059   | OK        
5639-40744-0025.wav            | 1.1156   | OK        
5639-40744-0019.wav            | 1.1117   | OK        
5639-40744-0014.wav            | 1.1119   | OK        
5639-40744-0027.wav            | 1.1071   | OK        
5639-40744-0035.wav            | 1.1123   | OK        
5639-40744-0011.wav            | 1.1160   | OK        
5639-40744-0022.wav            | 1.1065   | OK        
5639-40744-0029.wav            | 1.1129   | OK        
5639-40744-0037.wav            | 1.1113   | OK        
5639-40744-0039.wav            | 1.1292   | OK        
5639-40744-0031.wav            | 1.1125   | OK        
5639-40744-0026.wav            | 1.1082   | OK        
5639-40744-0012.wav            | 1.1123   | OK        
5639-40744-0008.wav            | 1.1171   | OK        
5639-40744-0010.wav            | 1.1176   | OK        
5639-40744-0013.wav            | 1.1114   | OK        
5639-40744-0023.wav            | 1.1112   | OK        
7176-88083-0008.wav            | 2.2456   | OK        
7176-88083-0021.wav            | 1.1208   | OK        
7176-88083-0009.wav            | 1.1269   | OK        
7176-88083-0005.wav            | 1.1173   | OK        
7176-88083-0013.wav            | 1.1123   | OK        
7176-88083-0019.wav            | 1.1080   | OK        
7176-88083-0018.wav            | 1.1119   | OK        
7176-88083-0024.wav            | 1.1063   | OK        
7176-88083-0026.wav            | 1.1116   | OK        
7176-88083-0011.wav            | 1.1119   | OK        
7176-88083-0002.wav            | 1.1171   | OK        
7176-88083-0014.wav            | 1.5971   | OK        
7176-88083-0020.wav            | 1.1213   | OK        
7176-88083-0010.wav            | 1.1206   | OK        
7176-88083-0001.wav            | 1.1208   | OK        
7176-88083-0003.wav            | 1.1165   | OK        
7176-88083-0023.wav            | 1.1435   | OK        
7176-88083-0000.wav            | 1.1194   | OK        
7176-88083-0012.wav            | 1.1256   | OK        
7176-88083-0027.wav            | 1.1229   | OK        
7176-88083-0004.wav            | 1.1078   | OK        
7176-88083-0015.wav            | 1.1112   | OK        
7176-88083-0006.wav            | 1.1163   | OK        
7176-88083-0007.wav            | 1.1229   | OK        
7176-88083-0025.wav            | 1.1212   | OK        
7176-88083-0016.wav            | 1.1132   | OK        
7176-88083-0022.wav            | 1.1141   | OK        
7176-88083-0017.wav            | 1.1237   | OK        
7176-92135-0028.wav            | 1.1215   | OK        
7176-92135-0033.wav            | 1.1226   | OK        
7176-92135-0005.wav            | 1.1180   | OK        
7176-92135-0026.wav            | 1.1135   | OK        
7176-92135-0001.wav            | 1.1376   | OK        
7176-92135-0000.wav            | 1.1216   | OK        
7176-92135-0040.wav            | 1.1222   | OK        
7176-92135-0034.wav            | 1.1273   | OK        
7176-92135-0024.wav            | 1.1073   | OK        
7176-92135-0027.wav            | 1.1192   | OK        
7176-92135-0029.wav            | 1.1265   | OK        
7176-92135-0007.wav            | 1.1323   | OK        
7176-92135-0010.wav            | 1.1164   | OK        
7176-92135-0025.wav            | 1.1232   | OK        
7176-92135-0021.wav            | 1.1265   | OK        
7176-92135-0035.wav            | 1.1175   | OK        
7176-92135-0031.wav            | 1.1165   | OK        
7176-92135-0018.wav            | 1.1077   | OK        
7176-92135-0020.wav            | 1.1080   | OK        
7176-92135-0037.wav            | 1.1317   | OK        
7176-92135-0030.wav            | 2.2487   | OK        
7176-92135-0009.wav            | 1.1265   | OK        
7176-92135-0002.wav            | 1.1125   | OK        
7176-92135-0042.wav            | 1.1132   | OK        
7176-92135-0004.wav            | 1.1272   | OK        
7176-92135-0036.wav            | 1.1071   | OK        
7176-92135-0043.wav            | 1.1256   | OK        
7176-92135-0022.wav            | 1.1377   | OK        
7176-92135-0032.wav            | 1.1254   | OK        
7176-92135-0015.wav            | 1.1159   | OK        
7176-92135-0017.wav            | 1.1059   | OK        
7176-92135-0011.wav            | 1.1205   | OK        
7176-92135-0008.wav            | 1.1271   | OK        
7176-92135-0019.wav            | 1.1117   | OK        
7176-92135-0006.wav            | 1.1267   | OK        
7176-92135-0003.wav            | 1.1159   | OK        
7176-92135-0014.wav            | 1.1226   | OK        
7176-92135-0016.wav            | 1.1591   | OK        
7176-92135-0039.wav            | 1.1307   | OK        
7176-92135-0023.wav            | 1.1268   | OK        
7176-92135-0012.wav            | 2.4306   | OK        
7176-92135-0038.wav            | 1.1209   | OK        
7176-92135-0044.wav            | 1.1312   | OK        
7176-92135-0013.wav            | 1.1220   | OK        
7176-92135-0045.wav            | 1.1126   | OK        
7176-92135-0041.wav            | 1.1281   | OK        
7729-102255-0043.wav           | 1.1218   | OK        
7729-102255-0045.wav           | 1.1116   | OK        
7729-102255-0007.wav           | 1.1085   | OK        
7729-102255-0030.wav           | 1.1154   | OK        
7729-102255-0039.wav           | 1.1142   | OK        
7729-102255-0021.wav           | 1.1193   | OK        
7729-102255-0044.wav           | 1.1150   | OK        
7729-102255-0025.wav           | 1.1175   | OK        
7729-102255-0046.wav           | 1.1166   | OK        
7729-102255-0027.wav           | 2.2374   | OK        
7729-102255-0018.wav           | 1.1168   | OK        
7729-102255-0020.wav           | 1.1156   | OK        
7729-102255-0016.wav           | 1.1116   | OK        
7729-102255-0010.wav           | 1.1255   | OK        
7729-102255-0006.wav           | 1.1277   | OK        
7729-102255-0003.wav           | 1.1116   | OK        
7729-102255-0015.wav           | 1.1208   | OK        
7729-102255-0034.wav           | 1.1157   | OK        
7729-102255-0013.wav           | 1.1290   | OK        
7729-102255-0001.wav           | 1.1259   | OK        
7729-102255-0032.wav           | 1.1116   | OK        
7729-102255-0033.wav           | 1.1161   | OK        
7729-102255-0031.wav           | 1.1120   | OK        
7729-102255-0026.wav           | 1.1171   | OK        
7729-102255-0005.wav           | 1.1221   | OK        
7729-102255-0035.wav           | 1.2061   | OK        
7729-102255-0009.wav           | 1.1114   | OK        
7729-102255-0024.wav           | 1.1165   | OK        
7729-102255-0028.wav           | 2.2280   | OK        
7729-102255-0004.wav           | 1.1123   | OK        
7729-102255-0037.wav           | 1.1113   | OK        
7729-102255-0002.wav           | 1.1173   | OK        
7729-102255-0023.wav           | 1.1164   | OK        
7729-102255-0011.wav           | 1.1113   | OK        
7729-102255-0022.wav           | 1.1169   | OK        
7729-102255-0014.wav           | 2.2667   | OK        
7729-102255-0038.wav           | 2.2522   | OK        
7729-102255-0017.wav           | 1.1075   | OK        
7729-102255-0042.wav           | 2.2247   | OK        
7729-102255-0036.wav           | 1.1193   | OK        
7729-102255-0029.wav           | 1.1105   | OK        
7729-102255-0019.wav           | 2.2442   | OK        
7729-102255-0041.wav           | 1.1176   | OK        
7729-102255-0040.wav           | 1.1180   | OK        
7729-102255-0008.wav           | 1.1130   | OK        
7729-102255-0012.wav           | 1.1094   | OK        
7729-102255-0000.wav           | 1.1146   | OK        
121-121726-0005.wav            | 3.8268   | OK        
121-121726-0002.wav            | 2.2518   | OK        
121-121726-0000.wav            | 1.1066   | OK        
121-121726-0009.wav            | 3.3551   | OK        
121-121726-0013.wav            | 2.2421   | OK        
121-121726-0001.wav            | 5.6670   | OK        
121-121726-0010.wav            | 2.2252   | OK        
121-121726-0004.wav            | 2.2297   | OK        
121-121726-0014.wav            | 2.2476   | OK        
121-121726-0012.wav            | 2.2395   | OK        
121-121726-0011.wav            | 3.3653   | OK        
121-121726-0003.wav            | 2.2120   | OK        
121-121726-0008.wav            | 4.4945   | OK        
121-121726-0006.wav            | 6.2126   | OK        
121-121726-0007.wav            | 2.2133   | OK        
121-127105-0024.wav            | 1.1120   | OK        
121-127105-0006.wav            | 1.1122   | OK        
121-127105-0004.wav            | 1.1073   | OK        
121-127105-0014.wav            | 1.1085   | OK        
121-127105-0031.wav            | 1.1167   | OK        
121-127105-0009.wav            | 1.1210   | OK        
121-127105-0035.wav            | 1.1117   | OK        
121-127105-0018.wav            | 1.1129   | OK        
121-127105-0012.wav            | 1.1264   | OK        
121-127105-0032.wav            | 1.1161   | OK        
121-127105-0002.wav            | 1.1284   | OK        
121-127105-0017.wav            | 1.1267   | OK        
121-127105-0020.wav            | 1.1128   | OK        
121-127105-0027.wav            | 1.1319   | OK        
121-127105-0025.wav            | 1.1083   | OK        
121-127105-0028.wav            | 1.2072   | OK        
121-127105-0023.wav            | 1.1196   | OK        
121-127105-0013.wav            | 1.1211   | OK        
121-127105-0015.wav            | 1.1260   | OK        
121-127105-0010.wav            | 1.1257   | OK        
121-127105-0029.wav            | 1.1214   | OK        
121-127105-0003.wav            | 1.1260   | OK        
121-127105-0026.wav            | 1.1221   | OK        
121-127105-0005.wav            | 1.1344   | OK        
121-127105-0019.wav            | 1.1443   | OK        
121-127105-0034.wav            | 1.1199   | OK        
121-127105-0036.wav            | 1.1206   | OK        
121-127105-0033.wav            | 1.1109   | OK        
121-127105-0030.wav            | 1.1212   | OK        
121-127105-0016.wav            | 1.1205   | OK        
121-127105-0011.wav            | 1.1252   | OK        
121-127105-0022.wav            | 2.2500   | OK        
121-127105-0021.wav            | 1.1234   | OK        
121-127105-0001.wav            | 1.1312   | OK        
121-127105-0008.wav            | 1.1253   | OK        
121-127105-0000.wav            | 1.1199   | OK        
121-127105-0007.wav            | 1.1174   | OK        
121-123859-0000.wav            | 1.1095   | OK        
121-123859-0003.wav            | 1.1116   | OK        
121-123859-0001.wav            | 1.1244   | OK        
121-123859-0002.wav            | 1.1210   | OK        
121-123859-0004.wav            | 1.1215   | OK        
121-123852-0004.wav            | 1.1170   | OK        
121-123852-0003.wav            | 1.1172   | OK        
121-123852-0002.wav            | 1.1216   | OK        
121-123852-0001.wav            | 2.1069   | OK        
121-123852-0000.wav            | 2.2354   | OK        
8463-287645-0008.wav           | 1.1144   | OK        
8463-287645-0009.wav           | 1.1195   | OK        
8463-287645-0013.wav           | 1.3192   | OK        
8463-287645-0005.wav           | 1.1264   | OK        
8463-287645-0012.wav           | 2.2408   | OK        
8463-287645-0014.wav           | 2.2454   | OK        
8463-287645-0010.wav           | 1.1340   | OK        
8463-287645-0000.wav           | 1.1248   | OK        
8463-287645-0002.wav           | 1.1154   | OK        
8463-287645-0004.wav           | 1.1104   | OK        
8463-287645-0001.wav           | 2.3757   | OK        
8463-287645-0006.wav           | 1.1168   | OK        
8463-287645-0007.wav           | 1.1171   | OK        
8463-287645-0003.wav           | 1.1157   | OK        
8463-287645-0011.wav           | 1.1232   | OK        
8463-294825-0002.wav           | 1.1161   | OK        
8463-294825-0010.wav           | 1.1264   | OK        
8463-294825-0014.wav           | 2.2558   | OK        
8463-294825-0011.wav           | 1.1145   | OK        
8463-294825-0015.wav           | 2.2343   | OK        
8463-294825-0007.wav           | 1.1211   | OK        
8463-294825-0006.wav           | 1.1206   | OK        
8463-294825-0008.wav           | 1.1115   | OK        
8463-294825-0003.wav           | 1.1222   | OK        
8463-294825-0005.wav           | 1.1287   | OK        
8463-294825-0018.wav           | 2.2345   | OK        
8463-294825-0012.wav           | 1.1210   | OK        
8463-294825-0001.wav           | 1.1149   | OK        
8463-294825-0016.wav           | 2.2534   | OK        
8463-294825-0004.wav           | 1.1333   | OK        
8463-294825-0019.wav           | 2.2421   | OK        
8463-294825-0013.wav           | 1.1206   | OK        
8463-294825-0009.wav           | 1.1174   | OK        
8463-294825-0000.wav           | 1.1218   | OK        
8463-294825-0017.wav           | 2.2440   | OK        
8463-294828-0036.wav           | 7.1266   | OK        
8463-294828-0001.wav           | 2.2264   | OK        
8463-294828-0007.wav           | 2.2531   | OK        
8463-294828-0028.wav           | 1.1188   | OK        
8463-294828-0026.wav           | 1.1230   | OK        
8463-294828-0030.wav           | 1.1226   | OK        
8463-294828-0010.wav           | 1.1160   | OK        
8463-294828-0032.wav           | 1.1114   | OK        
8463-294828-0029.wav           | 1.1064   | OK        
8463-294828-0034.wav           | 1.1084   | OK        
8463-294828-0020.wav           | 2.2429   | OK        
8463-294828-0017.wav           | 1.1209   | OK        
8463-294828-0004.wav           | 1.1123   | OK        
8463-294828-0000.wav           | 1.1094   | OK        
8463-294828-0027.wav           | 1.1164   | OK        
8463-294828-0021.wav           | 2.5354   | OK        
8463-294828-0002.wav           | 1.1114   | OK        
8463-294828-0035.wav           | 1.1164   | OK        
8463-294828-0019.wav           | 2.2715   | OK        
8463-294828-0018.wav           | 1.1211   | OK        
8463-294828-0037.wav           | 1.1064   | OK        
8463-294828-0008.wav           | 1.1313   | OK        
8463-294828-0011.wav           | 1.1167   | OK        
8463-294828-0033.wav           | 1.1211   | OK        
8463-294828-0009.wav           | 1.1120   | OK        
8463-294828-0013.wav           | 1.1224   | OK        
8463-294828-0006.wav           | 1.1112   | OK        
8463-294828-0014.wav           | 1.1127   | OK        
8463-294828-0038.wav           | 1.1075   | OK        
8463-294828-0003.wav           | 1.1162   | OK        
8463-294828-0024.wav           | 1.1306   | OK        
8463-294828-0016.wav           | 1.1072   | OK        
8463-294828-0015.wav           | 3.3931   | OK        
8463-294828-0023.wav           | 1.1118   | OK        
8463-294828-0025.wav           | 1.1235   | OK        
8463-294828-0005.wav           | 1.1163   | OK        
8463-294828-0012.wav           | 1.1108   | OK        
8463-294828-0022.wav           | 1.1454   | OK        
8463-294828-0031.wav           | 1.1170   | OK        
8230-279154-0004.wav           | 1.1113   | OK        
8230-279154-0009.wav           | 1.1109   | OK        
8230-279154-0037.wav           | 2.2355   | OK        
8230-279154-0000.wav           | 1.1170   | OK        
8230-279154-0025.wav           | 1.1193   | OK        
8230-279154-0016.wav           | 1.9430   | OK        
8230-279154-0033.wav           | 1.1221   | OK        
8230-279154-0034.wav           | 1.1160   | OK        
8230-279154-0031.wav           | 1.1164   | OK        
8230-279154-0028.wav           | 1.1165   | OK        
8230-279154-0010.wav           | 1.1155   | OK        
8230-279154-0022.wav           | 5.9404   | OK        
8230-279154-0008.wav           | 1.1263   | OK        
8230-279154-0032.wav           | 1.1173   | OK        
8230-279154-0023.wav           | 1.1176   | OK        
8230-279154-0040.wav           | 1.1084   | OK        
8230-279154-0024.wav           | 1.1082   | OK        
8230-279154-0011.wav           | 1.1115   | OK        
8230-279154-0001.wav           | 1.1151   | OK        
8230-279154-0041.wav           | 4.9486   | OK        
8230-279154-0030.wav           | 2.2390   | OK        
8230-279154-0015.wav           | 1.1235   | OK        
8230-279154-0035.wav           | 2.2347   | OK        
8230-279154-0006.wav           | 1.1126   | OK        
8230-279154-0021.wav           | 1.1133   | OK        
8230-279154-0019.wav           | 1.1110   | OK        
8230-279154-0036.wav           | 1.1118   | OK        
8230-279154-0014.wav           | 1.1087   | OK        
8230-279154-0005.wav           | 1.1270   | OK        
8230-279154-0013.wav           | 1.3788   | OK        
8230-279154-0029.wav           | 1.1132   | OK        
8230-279154-0012.wav           | 2.2341   | OK        
8230-279154-0039.wav           | 1.1070   | OK        
8230-279154-0038.wav           | 1.1196   | OK        
8230-279154-0026.wav           | 1.1069   | OK        
8230-279154-0027.wav           | 1.1213   | OK        
8230-279154-0017.wav           | 1.1267   | OK        
8230-279154-0018.wav           | 1.1127   | OK        
8230-279154-0002.wav           | 1.1124   | OK        
8230-279154-0042.wav           | 2.3582   | OK        
8230-279154-0003.wav           | 1.1207   | OK        
8230-279154-0007.wav           | 2.6436   | OK        
8230-279154-0020.wav           | 1.1249   | OK        
8230-279154-0043.wav           | 1.1127   | OK        
5105-28241-0017.wav            | 1.1129   | OK        
5105-28241-0006.wav            | 1.1222   | OK        
5105-28241-0014.wav            | 3.6888   | OK        
5105-28241-0018.wav            | 1.1078   | OK        
5105-28241-0003.wav            | 2.2573   | OK        
5105-28241-0012.wav            | 1.1184   | OK        
5105-28241-0001.wav            | 1.1146   | OK        
5105-28241-0019.wav            | 1.1216   | OK        
5105-28241-0010.wav            | 2.6784   | OK        
5105-28241-0011.wav            | 1.1181   | OK        
5105-28241-0007.wav            | 1.1248   | OK        
5105-28241-0002.wav            | 1.1136   | OK        
5105-28241-0000.wav            | 1.1182   | OK        
5105-28241-0008.wav            | 1.1232   | OK        
5105-28241-0004.wav            | 1.1102   | OK        
5105-28241-0005.wav            | 1.1128   | OK        
5105-28241-0015.wav            | 1.1441   | OK        
5105-28241-0016.wav            | 1.1129   | OK        
5105-28241-0009.wav            | 1.1150   | OK        
5105-28241-0013.wav            | 1.1095   | OK        
5105-28233-0004.wav            | 1.1096   | OK        
5105-28233-0009.wav            | 1.1252   | OK        
5105-28233-0010.wav            | 1.1222   | OK        
5105-28233-0006.wav            | 1.1128   | OK        
5105-28233-0005.wav            | 2.2430   | OK        
5105-28233-0001.wav            | 1.1222   | OK        
5105-28233-0007.wav            | 2.2392   | OK        
5105-28233-0000.wav            | 1.1067   | OK        
5105-28233-0008.wav            | 1.1161   | OK        
5105-28233-0002.wav            | 1.1159   | OK        
5105-28233-0003.wav            | 1.1264   | OK        
5105-28240-0003.wav            | 1.1135   | OK        
5105-28240-0000.wav            | 2.3762   | OK        
5105-28240-0002.wav            | 1.1301   | OK        
5105-28240-0005.wav            | 1.8912   | OK        
5105-28240-0015.wav            | 1.1164   | OK        
5105-28240-0014.wav            | 1.1165   | OK        
5105-28240-0019.wav            | 2.2364   | OK        
5105-28240-0004.wav            | 1.1222   | OK        
5105-28240-0013.wav            | 2.2488   | OK        
5105-28240-0010.wav            | 1.1117   | OK        
5105-28240-0018.wav            | 1.1263   | OK        
5105-28240-0017.wav            | 1.1121   | OK        
5105-28240-0016.wav            | 1.1166   | OK        
5105-28240-0023.wav            | 2.2776   | OK        
5105-28240-0011.wav            | 1.1120   | OK        
5105-28240-0009.wav            | 2.2276   | OK        
5105-28240-0020.wav            | 1.1120   | OK        
5105-28240-0006.wav            | 1.1069   | OK        
5105-28240-0022.wav            | 1.1220   | OK        
5105-28240-0001.wav            | 1.1171   | OK        
5105-28240-0021.wav            | 3.8434   | OK        
