nohup: ignoring input
------------------------------------------------------------
任务: 并发计算 TTFT (首字延迟)
并发数: 6 | 模型: medium.en | Device: cuda
5639-40744-0038.wav            | 3.2823   | OK        
5639-40744-0041.wav            | 1.6435   | OK        
5639-40744-0030.wav            | 1.6432   | OK        
5639-40744-0025.wav            | 1.6490   | OK        
5639-40744-0006.wav            | 3.2573   | OK        
5639-40744-0019.wav            | 1.6422   | OK        
5639-40744-0014.wav            | 1.6373   | OK        
5639-40744-0027.wav            | 1.6103   | OK        
5639-40744-0035.wav            | 1.6103   | OK        
5639-40744-0011.wav            | 1.6104   | OK        
5639-40744-0022.wav            | 1.6086   | OK        
5639-40744-0029.wav            | 1.6085   | OK        
5639-40744-0037.wav            | 1.6271   | OK        
5639-40744-0039.wav            | 1.6244   | OK        
5639-40744-0031.wav            | 1.6245   | OK        
5639-40744-0026.wav            | 1.6281   | OK        
5639-40744-0012.wav            | 1.6287   | OK        
5639-40744-0008.wav            | 1.6330   | OK        
5639-40744-0010.wav            | 1.6189   | OK        
5639-40744-0013.wav            | 1.6269   | OK        
5639-40744-0023.wav            | 1.6273   | OK        
7176-88083-0021.wav            | 1.6382   | OK        
7176-88083-0009.wav            | 1.6380   | OK        
7176-88083-0005.wav            | 1.6400   | OK        
7176-88083-0013.wav            | 1.6536   | OK        
7176-88083-0019.wav            | 1.6533   | OK        
7176-88083-0008.wav            | 3.2734   | OK        
7176-88083-0018.wav            | 1.6347   | OK        
7176-88083-0024.wav            | 1.6303   | OK        
7176-88083-0026.wav            | 1.6283   | OK        
7176-88083-0011.wav            | 1.6265   | OK        
7176-88083-0002.wav            | 1.6270   | OK        
7176-88083-0020.wav            | 1.7215   | OK        
7176-88083-0010.wav            | 1.7314   | OK        
7176-88083-0001.wav            | 1.7757   | OK        
7176-88083-0003.wav            | 1.8432   | OK        
7176-88083-0023.wav            | 1.8451   | OK        
7176-88083-0000.wav            | 1.8534   | OK        
7176-88083-0012.wav            | 1.8533   | OK        
7176-88083-0027.wav            | 1.8668   | OK        
7176-88083-0014.wav            | 3.0675   | OK        
7176-88083-0004.wav            | 1.7586   | OK        
7176-88083-0015.wav            | 1.7562   | OK        
7176-88083-0006.wav            | 1.7097   | OK        
7176-88083-0007.wav            | 1.7087   | OK        
7176-88083-0025.wav            | 1.6308   | OK        
7176-88083-0016.wav            | 1.6603   | OK        
7176-88083-0022.wav            | 1.6653   | OK        
7176-88083-0017.wav            | 1.6102   | OK        
7176-92135-0028.wav            | 1.6671   | OK        
7176-92135-0033.wav            | 1.6624   | OK        
7176-92135-0005.wav            | 1.7299   | OK        
7176-92135-0026.wav            | 1.6703   | OK        
7176-92135-0001.wav            | 1.6681   | OK        
7176-92135-0000.wav            | 1.6678   | OK        
7176-92135-0040.wav            | 1.6721   | OK        
7176-92135-0034.wav            | 1.6655   | OK        
7176-92135-0024.wav            | 1.6840   | OK        
7176-92135-0027.wav            | 1.6840   | OK        
7176-92135-0029.wav            | 1.6819   | OK        
7176-92135-0007.wav            | 1.6827   | OK        
7176-92135-0010.wav            | 1.6771   | OK        
7176-92135-0025.wav            | 1.6929   | OK        
7176-92135-0021.wav            | 1.6473   | OK        
7176-92135-0035.wav            | 1.6472   | OK        
7176-92135-0031.wav            | 1.6379   | OK        
7176-92135-0018.wav            | 1.6372   | OK        
7176-92135-0020.wav            | 1.6386   | OK        
7176-92135-0037.wav            | 1.6230   | OK        
7176-92135-0009.wav            | 1.6317   | OK        
7176-92135-0002.wav            | 1.6496   | OK        
7176-92135-0042.wav            | 1.6498   | OK        
7176-92135-0004.wav            | 1.6357   | OK        
7176-92135-0036.wav            | 1.6611   | OK        
7176-92135-0030.wav            | 3.3061   | OK        
7176-92135-0043.wav            | 1.6756   | OK        
7176-92135-0022.wav            | 1.6672   | OK        
7176-92135-0032.wav            | 1.6671   | OK        
7176-92135-0015.wav            | 1.6662   | OK        
7176-92135-0017.wav            | 1.6522   | OK        
7176-92135-0011.wav            | 1.6544   | OK        
7176-92135-0008.wav            | 1.6532   | OK        
7176-92135-0019.wav            | 1.6527   | OK        
7176-92135-0006.wav            | 1.6535   | OK        
7176-92135-0003.wav            | 1.6670   | OK        
7176-92135-0014.wav            | 1.6937   | OK        
7176-92135-0016.wav            | 1.8576   | OK        
7176-92135-0039.wav            | 1.8570   | OK        
7176-92135-0023.wav            | 1.8620   | OK        
7176-92135-0038.wav            | 1.8777   | OK        
7176-92135-0044.wav            | 1.8508   | OK        
7176-92135-0013.wav            | 1.6979   | OK        
7176-92135-0045.wav            | 1.6991   | OK        
7176-92135-0041.wav            | 1.6993   | OK        
7176-92135-0012.wav            | 3.5620   | OK        
7729-102255-0043.wav           | 1.6743   | OK        
7729-102255-0045.wav           | 1.6597   | OK        
7729-102255-0007.wav           | 1.6244   | OK        
7729-102255-0030.wav           | 1.6232   | OK        
7729-102255-0039.wav           | 1.6136   | OK        
7729-102255-0021.wav           | 1.6125   | OK        
7729-102255-0044.wav           | 1.6173   | OK        
7729-102255-0025.wav           | 1.6271   | OK        
7729-102255-0046.wav           | 1.6382   | OK        
7729-102255-0018.wav           | 1.6403   | OK        
7729-102255-0020.wav           | 1.6404   | OK        
7729-102255-0016.wav           | 1.6497   | OK        
7729-102255-0010.wav           | 1.6592   | OK        
7729-102255-0006.wav           | 1.6582   | OK        
7729-102255-0027.wav           | 3.2972   | OK        
7729-102255-0003.wav           | 1.6611   | OK        
7729-102255-0015.wav           | 1.6614   | OK        
7729-102255-0034.wav           | 1.6580   | OK        
7729-102255-0013.wav           | 1.6576   | OK        
7729-102255-0001.wav           | 1.6486   | OK        
7729-102255-0032.wav           | 1.6479   | OK        
7729-102255-0033.wav           | 1.6486   | OK        
7729-102255-0031.wav           | 1.6480   | OK        
7729-102255-0026.wav           | 1.6473   | OK        
7729-102255-0005.wav           | 1.6388   | OK        
7729-102255-0009.wav           | 1.7110   | OK        
7729-102255-0024.wav           | 1.7069   | OK        
7729-102255-0035.wav           | 1.8480   | OK        
7729-102255-0004.wav           | 1.6530   | OK        
7729-102255-0037.wav           | 1.6667   | OK        
7729-102255-0002.wav           | 1.6333   | OK        
7729-102255-0023.wav           | 1.6375   | OK        
7729-102255-0028.wav           | 3.3454   | OK        
7729-102255-0011.wav           | 1.6380   | OK        
7729-102255-0022.wav           | 1.6616   | OK        
7729-102255-0017.wav           | 1.6280   | OK        
7729-102255-0036.wav           | 1.6276   | OK        
7729-102255-0029.wav           | 1.6177   | OK        
7729-102255-0014.wav           | 3.2809   | OK        
7729-102255-0038.wav           | 3.2815   | OK        
7729-102255-0042.wav           | 3.2822   | OK        
7729-102255-0041.wav           | 1.6530   | OK        
7729-102255-0040.wav           | 1.6434   | OK        
7729-102255-0008.wav           | 1.6443   | OK        
7729-102255-0012.wav           | 1.6258   | OK        
7729-102255-0019.wav           | 3.2756   | OK        
7729-102255-0000.wav           | 1.6210   | OK        
121-121726-0000.wav            | 1.6121   | OK        
121-121726-0002.wav            | 3.3364   | OK        
121-121726-0013.wav            | 3.3586   | OK        
121-121726-0010.wav            | 3.4065   | OK        
121-121726-0005.wav            | 5.4975   | OK        
121-121726-0009.wav            | 5.0140   | OK        
121-121726-0004.wav            | 3.3567   | OK        
121-121726-0014.wav            | 3.2951   | OK        
121-121726-0012.wav            | 3.2662   | OK        
121-121726-0003.wav            | 3.2838   | OK        
121-121726-0001.wav            | 8.2956   | OK        
121-121726-0011.wav            | 4.9235   | OK        
121-127105-0024.wav            | 1.6388   | OK        
121-127105-0006.wav            | 1.6353   | OK        
121-121726-0007.wav            | 3.2812   | OK        
121-127105-0004.wav            | 2.2236   | OK        
121-127105-0014.wav            | 2.2234   | OK        
121-127105-0031.wav            | 3.2627   | OK        
121-121726-0008.wav            | 8.1835   | OK        
121-127105-0009.wav            | 3.9196   | OK        
121-127105-0035.wav            | 3.3786   | OK        
121-127105-0018.wav            | 3.4303   | OK        
121-121726-0006.wav            | 7.9428   | OK        
121-127105-0012.wav            | 2.4574   | OK        
121-127105-0032.wav            | 2.3966   | OK        
121-127105-0002.wav            | 1.7814   | OK        
121-127105-0017.wav            | 1.6915   | OK        
121-127105-0020.wav            | 1.6711   | OK        
121-127105-0027.wav            | 1.6693   | OK        
121-127105-0025.wav            | 1.6695   | OK        
121-127105-0023.wav            | 1.7311   | OK        
121-127105-0028.wav            | 1.9656   | OK        
121-127105-0013.wav            | 1.6912   | OK        
121-127105-0015.wav            | 1.7050   | OK        
121-127105-0010.wav            | 1.7201   | OK        
121-127105-0029.wav            | 1.7199   | OK        
121-127105-0003.wav            | 1.6770   | OK        
121-127105-0026.wav            | 1.6789   | OK        
121-127105-0005.wav            | 1.6710   | OK        
121-127105-0019.wav            | 1.6692   | OK        
121-127105-0034.wav            | 1.6687   | OK        
121-127105-0036.wav            | 1.6764   | OK        
121-127105-0033.wav            | 1.6562   | OK        
121-127105-0030.wav            | 1.6502   | OK        
121-127105-0016.wav            | 1.6349   | OK        
121-127105-0011.wav            | 1.6336   | OK        
121-127105-0021.wav            | 1.6259   | OK        
121-127105-0001.wav            | 1.6366   | OK        
121-127105-0008.wav            | 1.6274   | OK        
121-127105-0000.wav            | 1.6592   | OK        
121-127105-0007.wav            | 1.6479   | OK        
121-127105-0022.wav            | 3.2837   | OK        
121-123859-0000.wav            | 1.6489   | OK        
121-123859-0003.wav            | 1.6345   | OK        
121-123859-0001.wav            | 1.6368   | OK        
121-123859-0002.wav            | 1.6143   | OK        
121-123859-0004.wav            | 1.6188   | OK        
121-123852-0004.wav            | 1.6168   | OK        
121-123852-0003.wav            | 1.6172   | OK        
121-123852-0002.wav            | 1.6006   | OK        
8463-287645-0008.wav           | 1.5925   | OK        
8463-287645-0009.wav           | 1.5926   | OK        
8463-287645-0005.wav           | 1.7324   | OK        
121-123852-0001.wav            | 3.1964   | OK        
121-123852-0000.wav            | 3.3227   | OK        
8463-287645-0013.wav           | 2.7168   | OK        
8463-287645-0010.wav           | 1.7266   | OK        
8463-287645-0000.wav           | 1.7404   | OK        
8463-287645-0002.wav           | 1.7538   | OK        
8463-287645-0012.wav           | 3.5058   | OK        
8463-287645-0014.wav           | 3.5072   | OK        
8463-287645-0004.wav           | 1.7402   | OK        
8463-287645-0006.wav           | 1.7362   | OK        
8463-287645-0007.wav           | 1.7313   | OK        
8463-287645-0003.wav           | 1.7299   | OK        
8463-287645-0011.wav           | 1.7289   | OK        
8463-294825-0002.wav           | 1.6459   | OK        
8463-287645-0001.wav           | 3.3871   | OK        
8463-294825-0010.wav           | 1.6414   | OK        
8463-294825-0011.wav           | 1.6269   | OK        
8463-294825-0007.wav           | 1.6181   | OK        
8463-294825-0006.wav           | 1.6170   | OK        
8463-294825-0008.wav           | 1.6214   | OK        
8463-294825-0014.wav           | 3.2688   | OK        
8463-294825-0003.wav           | 1.6417   | OK        
8463-294825-0015.wav           | 3.2697   | OK        
8463-294825-0005.wav           | 1.6224   | OK        
8463-294825-0012.wav           | 1.6180   | OK        
8463-294825-0001.wav           | 1.6118   | OK        
8463-294825-0004.wav           | 1.6105   | OK        
8463-294825-0018.wav           | 3.2543   | OK        
8463-294825-0013.wav           | 1.6409   | OK        
8463-294825-0009.wav           | 1.6411   | OK        
8463-294825-0016.wav           | 3.2542   | OK        
8463-294825-0000.wav           | 1.6430   | OK        
8463-294825-0019.wav           | 4.3269   | OK        
8463-294828-0028.wav           | 6.0615   | OK        
8463-294828-0026.wav           | 5.3212   | OK        
8463-294825-0017.wav           | 8.0173   | OK        
8463-294828-0001.wav           | 8.2998   | OK        
8463-294828-0007.wav           | 8.3007   | OK        
8463-294828-0036.wav           | 7.4873   | OK        
8463-294828-0030.wav           | 2.1940   | OK        
8463-294828-0010.wav           | 1.8919   | OK        
8463-294828-0032.wav           | 1.8912   | OK        
8463-294828-0029.wav           | 1.6185   | OK        
8463-294828-0034.wav           | 1.6160   | OK        
8463-294828-0017.wav           | 1.6168   | OK        
8463-294828-0004.wav           | 1.6160   | OK        
8463-294828-0000.wav           | 1.6160   | OK        
8463-294828-0027.wav           | 1.6437   | OK        
8463-294828-0020.wav           | 3.3602   | OK        
8463-294828-0002.wav           | 1.7425   | OK        
8463-294828-0035.wav           | 1.7898   | OK        
8463-294828-0018.wav           | 1.8346   | OK        
8463-294828-0037.wav           | 2.3183   | OK        
8463-294828-0008.wav           | 2.3194   | OK        
8463-294828-0011.wav           | 2.3768   | OK        
8463-294828-0019.wav           | 4.1688   | OK        
8463-294828-0021.wav           | 3.5569   | OK        
8463-294828-0033.wav           | 2.2925   | OK        
8463-294828-0009.wav           | 1.7532   | OK        
8463-294828-0013.wav           | 1.7529   | OK        
8463-294828-0006.wav           | 1.6264   | OK        
8463-294828-0014.wav           | 1.6243   | OK        
8463-294828-0038.wav           | 1.6241   | OK        
8463-294828-0003.wav           | 1.6292   | OK        
8463-294828-0024.wav           | 1.6296   | OK        
8463-294828-0016.wav           | 1.6291   | OK        
8463-294828-0023.wav           | 1.6432   | OK        
8463-294828-0025.wav           | 1.6435   | OK        
8463-294828-0005.wav           | 1.6613   | OK        
8463-294828-0012.wav           | 1.6625   | OK        
8463-294828-0022.wav           | 1.6638   | OK        
8463-294828-0031.wav           | 1.6712   | OK        
8230-279154-0004.wav           | 1.6710   | OK        
8230-279154-0009.wav           | 1.6338   | OK        
8230-279154-0000.wav           | 1.6303   | OK        
8463-294828-0015.wav           | 4.9720   | OK        
8230-279154-0025.wav           | 1.6568   | OK        
8230-279154-0033.wav           | 1.7556   | OK        
8230-279154-0037.wav           | 4.5050   | OK        
8230-279154-0034.wav           | 2.8733   | OK        
8230-279154-0031.wav           | 2.8905   | OK        
8230-279154-0028.wav           | 2.8908   | OK        
8230-279154-0010.wav           | 3.9629   | OK        
8230-279154-0008.wav           | 4.6383   | OK        
8230-279154-0016.wav           | 6.9301   | OK        
8230-279154-0032.wav           | 5.8117   | OK        
8230-279154-0023.wav           | 5.8120   | OK        
8230-279154-0040.wav           | 5.9619   | OK        
8230-279154-0022.wav           | 7.7908   | OK        
8230-279154-0024.wav           | 4.1520   | OK        
8230-279154-0011.wav           | 5.1904   | OK        
8230-279154-0001.wav           | 3.9331   | OK        
8230-279154-0015.wav           | 5.4141   | OK        
8230-279154-0006.wav           | 5.4921   | OK        
8230-279154-0021.wav           | 6.0704   | OK        
8230-279154-0030.wav           | 8.7295   | OK        
8230-279154-0019.wav           | 3.3106   | OK        
8230-279154-0035.wav           | 8.7263   | OK        
8230-279154-0036.wav           | 2.1794   | OK        
8230-279154-0014.wav           | 1.6202   | OK        
8230-279154-0041.wav           | 10.6245  | OK        
8230-279154-0005.wav           | 1.7090   | OK        
8230-279154-0029.wav           | 1.8429   | OK        
8230-279154-0013.wav           | 2.0042   | OK        
8230-279154-0039.wav           | 1.7834   | OK        
8230-279154-0038.wav           | 1.8388   | OK        
8230-279154-0026.wav           | 1.7256   | OK        
8230-279154-0027.wav           | 1.6419   | OK        
8230-279154-0012.wav           | 3.4518   | OK        
8230-279154-0017.wav           | 1.6071   | OK        
8230-279154-0018.wav           | 1.7455   | OK        
8230-279154-0002.wav           | 1.8001   | OK        
8230-279154-0003.wav           | 1.7219   | OK        
8230-279154-0020.wav           | 1.7207   | OK        
8230-279154-0043.wav           | 1.6505   | OK        
5105-28241-0017.wav            | 1.6508   | OK        
8230-279154-0042.wav           | 3.3972   | OK        
5105-28241-0006.wav            | 1.7113   | OK        
5105-28241-0018.wav            | 2.9451   | OK        
5105-28241-0012.wav            | 3.0885   | OK        
8230-279154-0007.wav           | 5.3143   | OK        
5105-28241-0001.wav            | 3.0501   | OK        
5105-28241-0019.wav            | 2.0268   | OK        
5105-28241-0003.wav            | 4.9982   | OK        
5105-28241-0011.wav            | 1.9051   | OK        
5105-28241-0007.wav            | 1.9050   | OK        
5105-28241-0002.wav            | 1.8345   | OK        
5105-28241-0000.wav            | 1.8502   | OK        
5105-28241-0008.wav            | 3.0248   | OK        
5105-28241-0004.wav            | 3.0255   | OK        
5105-28241-0005.wav            | 3.9819   | OK        
5105-28241-0014.wav            | 8.9662   | OK        
5105-28241-0015.wav            | 3.8779   | OK        
5105-28241-0016.wav            | 2.7151   | OK        
5105-28241-0009.wav            | 2.7145   | OK        
5105-28241-0010.wav            | 7.1328   | OK        
5105-28241-0013.wav            | 1.6217   | OK        
5105-28233-0004.wav            | 1.6216   | OK        
5105-28233-0009.wav            | 1.6309   | OK        
5105-28233-0010.wav            | 1.6320   | OK        
5105-28233-0006.wav            | 1.6325   | OK        
5105-28233-0001.wav            | 1.6297   | OK        
5105-28233-0000.wav            | 1.6118   | OK        
5105-28233-0008.wav            | 1.6165   | OK        
5105-28233-0002.wav            | 1.6161   | OK        
5105-28233-0005.wav            | 3.2959   | OK        
5105-28233-0007.wav            | 3.2860   | OK        
5105-28233-0003.wav            | 1.6795   | OK        
5105-28240-0003.wav            | 1.6804   | OK        
5105-28240-0002.wav            | 1.7558   | OK        
5105-28240-0015.wav            | 1.9960   | OK        
5105-28240-0014.wav            | 1.9955   | OK        
5105-28240-0004.wav            | 3.1505   | OK        
5105-28240-0019.wav            | 4.7586   | OK        
5105-28240-0005.wav            | 3.9026   | OK        
5105-28240-0010.wav            | 2.9049   | OK        
5105-28240-0000.wav            | 5.6487   | OK        
5105-28240-0018.wav            | 1.7218   | OK        
5105-28240-0017.wav            | 1.7029   | OK        
5105-28240-0016.wav            | 1.7032   | OK        
5105-28240-0013.wav            | 4.6095   | OK        
5105-28240-0011.wav            | 1.7278   | OK        
5105-28240-0023.wav            | 3.2446   | OK        
5105-28240-0020.wav            | 1.6986   | OK        
5105-28240-0006.wav            | 1.6875   | OK        
5105-28240-0022.wav            | 1.6864   | OK        
5105-28240-0009.wav            | 3.1592   | OK        
5105-28240-0001.wav            | 1.6373   | OK        
4077-13751-0012.wav            | 3.0023   | OK        
