--------------------------------------------------
模式: 尾部保留策略 (>2词输出, 保留最后2词音频)
模型: large-v3 | Device: CUDA
--------------------------------------------------
开始评测...
File: 7021-79740-0000.wav | WER: 0.4231 | Dist: 11 | RefWords: 26
File: 7021-85628-0008.wav | WER: 0.2941 | Dist: 5 | RefWords: 17
File: 7021-85628-0009.wav | WER: 0.1905 | Dist: 4 | RefWords: 21
File: 7021-85628-0010.wav | WER: 0.1765 | Dist: 3 | RefWords: 17
File: 7021-85628-0011.wav | WER: 0.2083 | Dist: 5 | RefWords: 24
File: 7021-85628-0012.wav | WER: 0.1500 | Dist: 3 | RefWords: 20
File: 7021-85628-0013.wav | WER: 0.1250 | Dist: 4 | RefWords: 32
File: 7021-85628-0014.wav | WER: 0.0000 | Dist: 0 | RefWords: 5
File: 7021-85628-0015.wav | WER: 0.2069 | Dist: 6 | RefWords: 29
File: 7021-85628-0016.wav | WER: 0.2000 | Dist: 2 | RefWords: 10
File: 7021-85628-0017.wav | WER: 0.2000 | Dist: 1 | RefWords: 5
File: 7021-85628-0018.wav | WER: 0.2727 | Dist: 6 | RefWords: 22
File: 7021-85628-0019.wav | WER: 0.2222 | Dist: 2 | RefWords: 9
File: 7021-85628-0020.wav | WER: 0.7059 | Dist: 12 | RefWords: 17
File: 7021-85628-0021.wav | WER: 0.3125 | Dist: 5 | RefWords: 16
File: 7021-85628-0022.wav | WER: 0.1429 | Dist: 2 | RefWords: 14
File: 7021-85628-0023.wav | WER: 0.2692 | Dist: 7 | RefWords: 26
File: 7021-85628-0024.wav | WER: 1.0000 | Dist: 4 | RefWords: 4
File: 7021-85628-0025.wav | WER: 0.1667 | Dist: 1 | RefWords: 6
File: 7021-85628-0026.wav | WER: 0.1667 | Dist: 1 | RefWords: 6
File: 7021-85628-0027.wav | WER: 0.1739 | Dist: 4 | RefWords: 23
File: 7021-79759-0000.wav | WER: 0.3750 | Dist: 3 | RefWords: 8
File: 7021-79759-0001.wav | WER: 1.0000 | Dist: 4 | RefWords: 4
File: 7021-79759-0002.wav | WER: 0.2500 | Dist: 3 | RefWords: 12
File: 7021-79759-0003.wav | WER: 0.1250 | Dist: 1 | RefWords: 8
File: 7021-79759-0004.wav | WER: 0.1964 | Dist: 11 | RefWords: 56
File: 7021-79759-0005.wav | WER: 0.2353 | Dist: 8 | RefWords: 34
File: 7021-79730-0000.wav | WER: 0.2000 | Dist: 1 | RefWords: 5
File: 7021-79730-0001.wav | WER: 0.1538 | Dist: 4 | RefWords: 26
File: 7021-79730-0002.wav | WER: 3.0000 | Dist: 12 | RefWords: 4
File: 7021-79730-0003.wav | WER: 0.2903 | Dist: 18 | RefWords: 62
File: 7021-79730-0004.wav | WER: 0.2609 | Dist: 12 | RefWords: 46
File: 7021-79730-0005.wav | WER: 0.3636 | Dist: 8 | RefWords: 22
File: 7021-79730-0006.wav | WER: 0.2692 | Dist: 7 | RefWords: 26
File: 7021-79730-0007.wav | WER: 0.1667 | Dist: 6 | RefWords: 36
File: 7021-79730-0008.wav | WER: 0.4583 | Dist: 11 | RefWords: 24
File: 7021-79730-0009.wav | WER: 0.2333 | Dist: 7 | RefWords: 30
File: 1995-1837-0000.wav | WER: 0.2727 | Dist: 3 | RefWords: 11
File: 1995-1837-0001.wav | WER: 0.1667 | Dist: 5 | RefWords: 30
File: 1995-1837-0002.wav | WER: 0.0000 | Dist: 0 | RefWords: 6
File: 1995-1837-0003.wav | WER: 0.4783 | Dist: 11 | RefWords: 23
File: 1995-1837-0004.wav | WER: 0.2222 | Dist: 4 | RefWords: 18
File: 1995-1837-0005.wav | WER: 0.2500 | Dist: 2 | RefWords: 8
File: 1995-1837-0006.wav | WER: 0.1429 | Dist: 1 | RefWords: 7
File: 1995-1837-0007.wav | WER: 0.2593 | Dist: 7 | RefWords: 27
File: 1995-1837-0008.wav | WER: 0.0000 | Dist: 0 | RefWords: 6
File: 1995-1837-0009.wav | WER: 0.1538 | Dist: 2 | RefWords: 13
File: 1995-1837-0010.wav | WER: 0.1250 | Dist: 1 | RefWords: 8
File: 1995-1837-0011.wav | WER: 0.1111 | Dist: 1 | RefWords: 9
File: 1995-1837-0012.wav | WER: 0.2500 | Dist: 6 | RefWords: 24
File: 1995-1837-0013.wav | WER: 0.0000 | Dist: 0 | RefWords: 8
File: 1995-1837-0014.wav | WER: 0.2286 | Dist: 8 | RefWords: 35
File: 1995-1837-0015.wav | WER: 0.2143 | Dist: 3 | RefWords: 14
File: 1995-1837-0016.wav | WER: 0.4118 | Dist: 7 | RefWords: 17
File: 1995-1837-0017.wav | WER: 0.2000 | Dist: 1 | RefWords: 5
File: 1995-1837-0018.wav | WER: 0.2619 | Dist: 11 | RefWords: 42
File: 1995-1837-0019.wav | WER: 0.1818 | Dist: 2 | RefWords: 11
File: 1995-1837-0020.wav | WER: 0.4000 | Dist: 4 | RefWords: 10
File: 1995-1837-0021.wav | WER: 0.2000 | Dist: 2 | RefWords: 10
File: 1995-1837-0022.wav | WER: 0.3333 | Dist: 4 | RefWords: 12
File: 1995-1837-0023.wav | WER: 0.1739 | Dist: 8 | RefWords: 46
File: 1995-1837-0024.wav | WER: 0.5556 | Dist: 10 | RefWords: 18
File: 1995-1837-0025.wav | WER: 0.2917 | Dist: 7 | RefWords: 24
File: 1995-1837-0026.wav | WER: 0.4167 | Dist: 10 | RefWords: 24
File: 1995-1837-0027.wav | WER: 0.2222 | Dist: 4 | RefWords: 18
File: 1995-1837-0028.wav | WER: 0.1429 | Dist: 1 | RefWords: 7
File: 1995-1837-0029.wav | WER: 0.5000 | Dist: 7 | RefWords: 14
File: 1995-1836-0000.wav | WER: 0.4091 | Dist: 9 | RefWords: 22
File: 1995-1836-0001.wav | WER: 0.3684 | Dist: 7 | RefWords: 19
File: 1995-1836-0002.wav | WER: 0.1250 | Dist: 1 | RefWords: 8
File: 1995-1836-0003.wav | WER: 0.2857 | Dist: 6 | RefWords: 21
File: 1995-1836-0004.wav | WER: 0.2292 | Dist: 22 | RefWords: 96
File: 1995-1836-0005.wav | WER: 0.2667 | Dist: 8 | RefWords: 30
File: 1995-1836-0006.wav | WER: 0.2632 | Dist: 5 | RefWords: 19
File: 1995-1836-0007.wav | WER: 0.5556 | Dist: 5 | RefWords: 9
File: 1995-1836-0008.wav | WER: 0.2353 | Dist: 4 | RefWords: 17
File: 1995-1836-0009.wav | WER: 0.3333 | Dist: 3 | RefWords: 9
File: 1995-1836-0010.wav | WER: 0.2154 | Dist: 14 | RefWords: 65
File: 1995-1836-0011.wav | WER: 0.1250 | Dist: 1 | RefWords: 8
File: 1995-1836-0012.wav | WER: 0.8333 | Dist: 5 | RefWords: 6
File: 1995-1836-0013.wav | WER: 0.1429 | Dist: 2 | RefWords: 14
File: 1995-1836-0014.wav | WER: 0.3684 | Dist: 7 | RefWords: 19
File: 1995-1826-0000.wav | WER: 0.2963 | Dist: 8 | RefWords: 27
File: 1995-1826-0001.wav | WER: 0.3333 | Dist: 9 | RefWords: 27
File: 1995-1826-0002.wav | WER: 0.1667 | Dist: 2 | RefWords: 12
File: 1995-1826-0003.wav | WER: 0.3333 | Dist: 2 | RefWords: 6
File: 1995-1826-0004.wav | WER: 0.1667 | Dist: 1 | RefWords: 6
File: 1995-1826-0005.wav | WER: 0.2500 | Dist: 2 | RefWords: 8
File: 1995-1826-0006.wav | WER: 0.6000 | Dist: 3 | RefWords: 5
File: 1995-1826-0007.wav | WER: 0.6429 | Dist: 9 | RefWords: 14
File: 1995-1826-0008.wav | WER: 0.3333 | Dist: 2 | RefWords: 6
File: 1995-1826-0009.wav | WER: 0.1579 | Dist: 3 | RefWords: 19
File: 1995-1826-0010.wav | WER: 0.5000 | Dist: 3 | RefWords: 6
File: 1995-1826-0011.wav | WER: 0.1905 | Dist: 4 | RefWords: 21
File: 1995-1826-0012.wav | WER: 0.1176 | Dist: 2 | RefWords: 17
File: 1995-1826-0013.wav | WER: 0.1852 | Dist: 5 | RefWords: 27
File: 1995-1826-0014.wav | WER: 0.3333 | Dist: 1 | RefWords: 3
File: 1995-1826-0015.wav | WER: 0.2500 | Dist: 3 | RefWords: 12
File: 1995-1826-0016.wav | WER: 0.3125 | Dist: 5 | RefWords: 16
File: 1995-1826-0017.wav | WER: 0.3684 | Dist: 7 | RefWords: 19
File: 1995-1826-0018.wav | WER: 0.2500 | Dist: 4 | RefWords: 16
File: 1995-1826-0019.wav | WER: 0.1538 | Dist: 2 | RefWords: 13
File: 1995-1826-0020.wav | WER: 0.1765 | Dist: 3 | RefWords: 17
File: 1995-1826-0021.wav | WER: 0.2333 | Dist: 7 | RefWords: 30
File: 1995-1826-0022.wav | WER: 0.2500 | Dist: 3 | RefWords: 12
File: 1995-1826-0023.wav | WER: 0.5556 | Dist: 10 | RefWords: 18
File: 1995-1826-0024.wav | WER: 0.3333 | Dist: 3 | RefWords: 9
File: 1995-1826-0025.wav | WER: 0.5000 | Dist: 4 | RefWords: 8
File: 1995-1826-0026.wav | WER: 0.1622 | Dist: 6 | RefWords: 37
File: 3570-5696-0000.wav | WER: 0.1818 | Dist: 6 | RefWords: 33
File: 3570-5696-0001.wav | WER: 0.3036 | Dist: 17 | RefWords: 56
File: 3570-5696-0002.wav | WER: 0.3810 | Dist: 8 | RefWords: 21
File: 3570-5696-0003.wav | WER: 0.2911 | Dist: 23 | RefWords: 79
File: 3570-5696-0004.wav | WER: 0.9231 | Dist: 12 | RefWords: 13
File: 3570-5696-0005.wav | WER: 0.1622 | Dist: 6 | RefWords: 37
File: 3570-5696-0006.wav | WER: 0.1333 | Dist: 2 | RefWords: 15
File: 3570-5696-0007.wav | WER: 0.1613 | Dist: 5 | RefWords: 31
File: 3570-5696-0008.wav | WER: 0.1923 | Dist: 5 | RefWords: 26
File: 3570-5696-0009.wav | WER: 0.1111 | Dist: 3 | RefWords: 27
File: 3570-5696-0010.wav | WER: 0.0741 | Dist: 2 | RefWords: 27
File: 3570-5694-0000.wav | WER: 0.2432 | Dist: 9 | RefWords: 37
File: 3570-5694-0001.wav | WER: 0.5882 | Dist: 10 | RefWords: 17
File: 3570-5694-0002.wav | WER: 0.3235 | Dist: 11 | RefWords: 34
File: 3570-5694-0003.wav | WER: 0.3962 | Dist: 21 | RefWords: 53
File: 3570-5694-0004.wav | WER: 0.1250 | Dist: 2 | RefWords: 16
File: 3570-5694-0005.wav | WER: 0.2500 | Dist: 5 | RefWords: 20
File: 3570-5694-0006.wav | WER: 0.3659 | Dist: 15 | RefWords: 41
File: 3570-5694-0007.wav | WER: 0.2581 | Dist: 8 | RefWords: 31
File: 3570-5694-0008.wav | WER: 0.1852 | Dist: 5 | RefWords: 27
File: 3570-5694-0009.wav | WER: 0.3529 | Dist: 12 | RefWords: 34
File: 3570-5694-0010.wav | WER: 0.1622 | Dist: 6 | RefWords: 37
File: 3570-5694-0011.wav | WER: 0.4688 | Dist: 15 | RefWords: 32
File: 3570-5694-0012.wav | WER: 0.1667 | Dist: 2 | RefWords: 12
File: 3570-5694-0013.wav | WER: 0.2667 | Dist: 4 | RefWords: 15
File: 3570-5694-0014.wav | WER: 0.1842 | Dist: 7 | RefWords: 38
File: 3570-5694-0015.wav | WER: 0.5000 | Dist: 12 | RefWords: 24
File: 3570-5694-0016.wav | WER: 0.2558 | Dist: 11 | RefWords: 43
File: 3570-5694-0017.wav | WER: 0.1923 | Dist: 5 | RefWords: 26
File: 3570-5694-0018.wav | WER: 0.2500 | Dist: 6 | RefWords: 24
File: 3570-5694-0019.wav | WER: 0.1667 | Dist: 2 | RefWords: 12
File: 3570-5694-0020.wav | WER: 0.2439 | Dist: 10 | RefWords: 41
File: 3570-5694-0021.wav | WER: 0.2333 | Dist: 7 | RefWords: 30
File: 3570-5694-0022.wav | WER: 0.2308 | Dist: 3 | RefWords: 13
File: 3570-5695-0000.wav | WER: 0.1538 | Dist: 2 | RefWords: 13
File: 3570-5695-0001.wav | WER: 0.2128 | Dist: 10 | RefWords: 47
File: 3570-5695-0002.wav | WER: 0.2400 | Dist: 6 | RefWords: 25
File: 3570-5695-0003.wav | WER: 0.1111 | Dist: 2 | RefWords: 18
File: 3570-5695-0004.wav | WER: 0.1351 | Dist: 5 | RefWords: 37
File: 3570-5695-0005.wav | WER: 0.1129 | Dist: 7 | RefWords: 62
File: 3570-5695-0006.wav | WER: 0.2174 | Dist: 5 | RefWords: 23
File: 3570-5695-0007.wav | WER: 0.2000 | Dist: 6 | RefWords: 30
File: 3570-5695-0008.wav | WER: 0.1429 | Dist: 3 | RefWords: 21
File: 3570-5695-0009.wav | WER: 0.1429 | Dist: 2 | RefWords: 14
File: 3570-5695-0010.wav | WER: 0.2143 | Dist: 3 | RefWords: 14
File: 3570-5695-0011.wav | WER: 0.2692 | Dist: 7 | RefWords: 26
File: 3570-5695-0012.wav | WER: 0.1132 | Dist: 6 | RefWords: 53
File: 3570-5695-0013.wav | WER: 0.1765 | Dist: 3 | RefWords: 17
File: 3570-5695-0014.wav | WER: 0.1818 | Dist: 6 | RefWords: 33
File: 3570-5695-0015.wav | WER: 0.1923 | Dist: 5 | RefWords: 26
File: 5639-40744-0000.wav | WER: 0.3191 | Dist: 15 | RefWords: 47
File: 5639-40744-0001.wav | WER: 0.3429 | Dist: 12 | RefWords: 35
File: 5639-40744-0002.wav | WER: 0.0833 | Dist: 2 | RefWords: 24
File: 5639-40744-0003.wav | WER: 0.2778 | Dist: 20 | RefWords: 72
File: 5639-40744-0004.wav | WER: 0.3000 | Dist: 12 | RefWords: 40
File: 5639-40744-0005.wav | WER: 0.0000 | Dist: 0 | RefWords: 16
File: 5639-40744-0006.wav | WER: 0.3889 | Dist: 7 | RefWords: 18
File: 5639-40744-0007.wav | WER: 0.3077 | Dist: 4 | RefWords: 13
File: 5639-40744-0008.wav | WER: 0.1429 | Dist: 1 | RefWords: 7
File: 5639-40744-0009.wav | WER: 0.2857 | Dist: 2 | RefWords: 7
File: 5639-40744-0010.wav | WER: 0.0000 | Dist: 0 | RefWords: 16
File: 5639-40744-0011.wav | WER: 0.1111 | Dist: 1 | RefWords: 9
File: 5639-40744-0012.wav | WER: 0.1923 | Dist: 5 | RefWords: 26
File: 5639-40744-0013.wav | WER: 0.2174 | Dist: 5 | RefWords: 23
File: 5639-40744-0014.wav | WER: 0.1739 | Dist: 4 | RefWords: 23
File: 5639-40744-0015.wav | WER: 0.4054 | Dist: 15 | RefWords: 37
File: 5639-40744-0016.wav | WER: 0.1515 | Dist: 5 | RefWords: 33
File: 5639-40744-0017.wav | WER: 0.5000 | Dist: 9 | RefWords: 18
File: 5639-40744-0018.wav | WER: 0.1379 | Dist: 8 | RefWords: 58
File: 5639-40744-0019.wav | WER: 0.2000 | Dist: 7 | RefWords: 35
File: 5639-40744-0020.wav | WER: 0.2692 | Dist: 7 | RefWords: 26
File: 5639-40744-0021.wav | WER: 0.1000 | Dist: 3 | RefWords: 30
File: 5639-40744-0022.wav | WER: 0.2051 | Dist: 8 | RefWords: 39
File: 5639-40744-0023.wav | WER: 0.2439 | Dist: 10 | RefWords: 41
File: 5639-40744-0024.wav | WER: 0.1333 | Dist: 4 | RefWords: 30
File: 5639-40744-0025.wav | WER: 0.1724 | Dist: 5 | RefWords: 29
File: 5639-40744-0026.wav | WER: 0.2979 | Dist: 14 | RefWords: 47
File: 5639-40744-0027.wav | WER: 0.2969 | Dist: 19 | RefWords: 64
File: 5639-40744-0028.wav | WER: 0.3611 | Dist: 13 | RefWords: 36
File: 5639-40744-0029.wav | WER: 0.2917 | Dist: 7 | RefWords: 24
File: 5639-40744-0030.wav | WER: 0.1754 | Dist: 10 | RefWords: 57
File: 5639-40744-0031.wav | WER: 0.3133 | Dist: 26 | RefWords: 83
File: 5639-40744-0032.wav | WER: 0.1818 | Dist: 10 | RefWords: 55
File: 5639-40744-0033.wav | WER: 0.2000 | Dist: 5 | RefWords: 25
File: 5639-40744-0034.wav | WER: 0.2778 | Dist: 10 | RefWords: 36
File: 5639-40744-0035.wav | WER: 0.3077 | Dist: 16 | RefWords: 52
File: 5639-40744-0036.wav | WER: 0.1579 | Dist: 6 | RefWords: 38
File: 5639-40744-0037.wav | WER: 0.2162 | Dist: 8 | RefWords: 37
File: 5639-40744-0038.wav | WER: 0.2571 | Dist: 9 | RefWords: 35
File: 5639-40744-0039.wav | WER: 0.3171 | Dist: 13 | RefWords: 41
File: 5639-40744-0040.wav | WER: 0.1892 | Dist: 7 | RefWords: 37
File: 5639-40744-0041.wav | WER: 0.2979 | Dist: 14 | RefWords: 47
File: 7176-88083-0000.wav | WER: 0.1333 | Dist: 2 | RefWords: 15
File: 7176-88083-0001.wav | WER: 0.1951 | Dist: 8 | RefWords: 41
File: 7176-88083-0002.wav | WER: 0.1000 | Dist: 2 | RefWords: 20
File: 7176-88083-0003.wav | WER: 0.3333 | Dist: 7 | RefWords: 21
File: 7176-88083-0004.wav | WER: 0.1500 | Dist: 3 | RefWords: 20
File: 7176-88083-0005.wav | WER: 0.0000 | Dist: 0 | RefWords: 14
File: 7176-88083-0006.wav | WER: 0.2667 | Dist: 4 | RefWords: 15
File: 7176-88083-0007.wav | WER: 0.2381 | Dist: 10 | RefWords: 42
File: 7176-88083-0008.wav | WER: 0.1250 | Dist: 1 | RefWords: 8
File: 7176-88083-0009.wav | WER: 0.2500 | Dist: 3 | RefWords: 12
File: 7176-88083-0010.wav | WER: 0.2105 | Dist: 4 | RefWords: 19
File: 7176-88083-0011.wav | WER: 0.1515 | Dist: 5 | RefWords: 33
File: 7176-88083-0012.wav | WER: 0.2857 | Dist: 4 | RefWords: 14
File: 7176-88083-0013.wav | WER: 0.1739 | Dist: 8 | RefWords: 46
File: 7176-88083-0014.wav | WER: 0.1429 | Dist: 2 | RefWords: 14
File: 7176-88083-0015.wav | WER: 0.0000 | Dist: 0 | RefWords: 8
File: 7176-88083-0016.wav | WER: 0.4545 | Dist: 5 | RefWords: 11
File: 7176-88083-0017.wav | WER: 0.4000 | Dist: 6 | RefWords: 15
File: 7176-88083-0018.wav | WER: 0.1562 | Dist: 5 | RefWords: 32
File: 7176-88083-0019.wav | WER: 0.2353 | Dist: 4 | RefWords: 17
File: 7176-88083-0020.wav | WER: 0.1875 | Dist: 3 | RefWords: 16
File: 7176-88083-0021.wav | WER: 0.1500 | Dist: 6 | RefWords: 40
File: 7176-88083-0022.wav | WER: 0.1786 | Dist: 5 | RefWords: 28
File: 7176-88083-0023.wav | WER: 0.0556 | Dist: 2 | RefWords: 36
File: 7176-88083-0024.wav | WER: 0.2609 | Dist: 6 | RefWords: 23
File: 7176-88083-0025.wav | WER: 0.2000 | Dist: 5 | RefWords: 25
File: 7176-88083-0026.wav | WER: 0.1111 | Dist: 2 | RefWords: 18
File: 7176-88083-0027.wav | WER: 0.2857 | Dist: 2 | RefWords: 7
File: 7176-92135-0000.wav | WER: 0.1702 | Dist: 8 | RefWords: 47
File: 7176-92135-0001.wav | WER: 0.2000 | Dist: 4 | RefWords: 20
File: 7176-92135-0002.wav | WER: 1.8750 | Dist: 15 | RefWords: 8
File: 7176-92135-0003.wav | WER: 0.0769 | Dist: 1 | RefWords: 13
File: 7176-92135-0004.wav | WER: 0.4000 | Dist: 2 | RefWords: 5
File: 7176-92135-0005.wav | WER: 0.1000 | Dist: 2 | RefWords: 20
File: 7176-92135-0006.wav | WER: 0.2000 | Dist: 6 | RefWords: 30
File: 7176-92135-0007.wav | WER: 0.2500 | Dist: 3 | RefWords: 12
File: 7176-92135-0008.wav | WER: 0.1333 | Dist: 2 | RefWords: 15
File: 7176-92135-0009.wav | WER: 0.2000 | Dist: 2 | RefWords: 10
File: 7176-92135-0010.wav | WER: 0.1429 | Dist: 1 | RefWords: 7
File: 7176-92135-0011.wav | WER: 0.1250 | Dist: 1 | RefWords: 8
File: 7176-92135-0012.wav | WER: 0.2041 | Dist: 10 | RefWords: 49
File: 7176-92135-0013.wav | WER: 0.0000 | Dist: 0 | RefWords: 8
File: 7176-92135-0014.wav | WER: 0.3696 | Dist: 17 | RefWords: 46
File: 7176-92135-0015.wav | WER: 0.2273 | Dist: 5 | RefWords: 22
File: 7176-92135-0016.wav | WER: 0.2667 | Dist: 8 | RefWords: 30
File: 7176-92135-0017.wav | WER: 0.3182 | Dist: 7 | RefWords: 22
File: 7176-92135-0018.wav | WER: 0.1481 | Dist: 4 | RefWords: 27
File: 7176-92135-0019.wav | WER: 0.6667 | Dist: 4 | RefWords: 6
File: 7176-92135-0020.wav | WER: 0.3333 | Dist: 5 | RefWords: 15
File: 7176-92135-0021.wav | WER: 0.1250 | Dist: 1 | RefWords: 8
File: 7176-92135-0022.wav | WER: 0.2692 | Dist: 7 | RefWords: 26
File: 7176-92135-0023.wav | WER: 0.1250 | Dist: 2 | RefWords: 16
File: 7176-92135-0024.wav | WER: 0.3846 | Dist: 5 | RefWords: 13
File: 7176-92135-0025.wav | WER: 0.1698 | Dist: 9 | RefWords: 53
File: 7176-92135-0026.wav | WER: 0.5714 | Dist: 4 | RefWords: 7
File: 7176-92135-0027.wav | WER: 0.5000 | Dist: 4 | RefWords: 8
File: 7176-92135-0028.wav | WER: 0.1000 | Dist: 1 | RefWords: 10
File: 7176-92135-0029.wav | WER: 0.3333 | Dist: 3 | RefWords: 9
File: 7176-92135-0030.wav | WER: 0.2500 | Dist: 1 | RefWords: 4
File: 7176-92135-0031.wav | WER: 0.1923 | Dist: 5 | RefWords: 26
File: 7176-92135-0032.wav | WER: 0.0909 | Dist: 1 | RefWords: 11
File: 7176-92135-0033.wav | WER: 0.1111 | Dist: 1 | RefWords: 9
File: 7176-92135-0034.wav | WER: 0.1538 | Dist: 2 | RefWords: 13
File: 7176-92135-0035.wav | WER: 0.4286 | Dist: 3 | RefWords: 7
File: 7176-92135-0036.wav | WER: 0.1429 | Dist: 3 | RefWords: 21
File: 7176-92135-0037.wav | WER: 0.1818 | Dist: 2 | RefWords: 11
File: 7176-92135-0038.wav | WER: 0.3000 | Dist: 9 | RefWords: 30
File: 7176-92135-0039.wav | WER: 0.0000 | Dist: 0 | RefWords: 5
File: 7176-92135-0040.wav | WER: 0.2581 | Dist: 8 | RefWords: 31
File: 7176-92135-0041.wav | WER: 0.2857 | Dist: 4 | RefWords: 14
File: 7176-92135-0042.wav | WER: 0.6818 | Dist: 15 | RefWords: 22
File: 7176-92135-0043.wav | WER: 0.1429 | Dist: 7 | RefWords: 49
File: 7176-92135-0044.wav | WER: 0.0556 | Dist: 1 | RefWords: 18
File: 7176-92135-0045.wav | WER: 0.3571 | Dist: 5 | RefWords: 14
File: 7729-102255-0000.wav | WER: 0.4286 | Dist: 3 | RefWords: 7
File: 7729-102255-0001.wav | WER: 0.4444 | Dist: 4 | RefWords: 9
File: 7729-102255-0002.wav | WER: 0.7895 | Dist: 15 | RefWords: 19
File: 7729-102255-0003.wav | WER: 0.4318 | Dist: 19 | RefWords: 44
File: 7729-102255-0004.wav | WER: 0.3023 | Dist: 13 | RefWords: 43
File: 7729-102255-0005.wav | WER: 0.3077 | Dist: 4 | RefWords: 13
File: 7729-102255-0006.wav | WER: 0.2308 | Dist: 9 | RefWords: 39
File: 7729-102255-0007.wav | WER: 0.1923 | Dist: 5 | RefWords: 26
File: 7729-102255-0008.wav | WER: 0.4167 | Dist: 15 | RefWords: 36
File: 7729-102255-0009.wav | WER: 0.1795 | Dist: 7 | RefWords: 39
File: 7729-102255-0010.wav | WER: 0.1200 | Dist: 3 | RefWords: 25
File: 7729-102255-0011.wav | WER: 0.2200 | Dist: 11 | RefWords: 50
File: 7729-102255-0012.wav | WER: 0.2000 | Dist: 2 | RefWords: 10
File: 7729-102255-0013.wav | WER: 0.2000 | Dist: 2 | RefWords: 10
File: 7729-102255-0014.wav | WER: 0.1429 | Dist: 2 | RefWords: 14
File: 7729-102255-0015.wav | WER: 0.1714 | Dist: 6 | RefWords: 35
File: 7729-102255-0016.wav | WER: 0.2857 | Dist: 8 | RefWords: 28
File: 7729-102255-0017.wav | WER: 0.5143 | Dist: 18 | RefWords: 35
File: 7729-102255-0018.wav | WER: 0.4643 | Dist: 13 | RefWords: 28
File: 7729-102255-0019.wav | WER: 0.5000 | Dist: 10 | RefWords: 20
File: 7729-102255-0020.wav | WER: 0.3200 | Dist: 8 | RefWords: 25
File: 7729-102255-0021.wav | WER: 0.5556 | Dist: 10 | RefWords: 18
File: 7729-102255-0022.wav | WER: 0.3182 | Dist: 7 | RefWords: 22
File: 7729-102255-0023.wav | WER: 0.3000 | Dist: 3 | RefWords: 10
File: 7729-102255-0024.wav | WER: 0.2308 | Dist: 6 | RefWords: 26
File: 7729-102255-0025.wav | WER: 0.3000 | Dist: 3 | RefWords: 10
File: 7729-102255-0026.wav | WER: 0.3143 | Dist: 11 | RefWords: 35
File: 7729-102255-0027.wav | WER: 0.4444 | Dist: 4 | RefWords: 9
File: 7729-102255-0028.wav | WER: 0.3333 | Dist: 7 | RefWords: 21
File: 7729-102255-0029.wav | WER: 0.2000 | Dist: 3 | RefWords: 15
File: 7729-102255-0030.wav | WER: 0.2500 | Dist: 4 | RefWords: 16
File: 7729-102255-0031.wav | WER: 0.3333 | Dist: 5 | RefWords: 15
File: 7729-102255-0032.wav | WER: 0.3061 | Dist: 15 | RefWords: 49
File: 7729-102255-0033.wav | WER: 0.3889 | Dist: 7 | RefWords: 18
File: 7729-102255-0034.wav | WER: 0.2857 | Dist: 2 | RefWords: 7
File: 7729-102255-0035.wav | WER: 0.2308 | Dist: 3 | RefWords: 13
File: 7729-102255-0036.wav | WER: 0.2381 | Dist: 5 | RefWords: 21
File: 7729-102255-0037.wav | WER: 0.4000 | Dist: 12 | RefWords: 30
File: 7729-102255-0038.wav | WER: 0.3158 | Dist: 6 | RefWords: 19
