nohup: ignoring input
----------------------------------------------------------------------
Sherpa-onnx 并行 TTFT 测试
并发数 (Threads): 1
计算公式: TTFT = (Chunks * 0.1s) + Parse_Time
模型加载完成。
----------------------------------------------------------------------
正在扫描文件列表: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean ...
共找到 2620 个音频文件。开始并行处理...
文件名                                      | 分片数    | 计算耗时(s)      | TTFT(s)   
1995-1837-0009.wav                       | 8      | 0.0300       | 0.8300    
1995-1837-0019.wav                       | 8      | 0.0298       | 0.8298    
1995-1837-0023.wav                       | 11     | 0.0295       | 1.1295    
1995-1837-0022.wav                       | 8      | 0.0302       | 0.8302    
1995-1837-0010.wav                       | 8      | 0.0300       | 0.8300    
1995-1837-0027.wav                       | 11     | 0.0296       | 1.1296    
1995-1837-0006.wav                       | 8      | 0.0297       | 0.8297    
1995-1837-0011.wav                       | 8      | 0.0299       | 0.8299    
1995-1837-0025.wav                       | 8      | 0.0298       | 0.8298    
1995-1837-0003.wav                       | 11     | 0.0299       | 1.1299    
1995-1837-0028.wav                       | 8      | 0.0298       | 0.8298    
1995-1837-0013.wav                       | 8      | 0.0298       | 0.8298    
1995-1837-0015.wav                       | 8      | 0.0299       | 0.8299    
1995-1837-0002.wav                       | 11     | 0.0415       | 1.1415    
1995-1837-0007.wav                       | 11     | 0.0298       | 1.1298    
1995-1837-0016.wav                       | 8      | 0.0297       | 0.8297    
1995-1837-0001.wav                       | 8      | 0.0296       | 0.8296    
1995-1837-0024.wav                       | 11     | 0.0304       | 1.1304    
1995-1837-0004.wav                       | 8      | 0.0299       | 0.8299    
1995-1837-0005.wav                       | 5      | 0.0297       | 0.5297    
1995-1837-0026.wav                       | 8      | 0.0300       | 0.8300    
1995-1837-0029.wav                       | 8      | 0.0297       | 0.8297    
1995-1837-0000.wav                       | 8      | 0.0299       | 0.8299    
1995-1837-0018.wav                       | 8      | 0.0296       | 0.8296    
1995-1837-0017.wav                       | 8      | 0.0295       | 0.8295    
1995-1837-0020.wav                       | 11     | 0.0295       | 1.1295    
1995-1837-0008.wav                       | 8      | 0.0294       | 0.8294    
1995-1837-0014.wav                       | 8      | 0.0295       | 0.8295    
1995-1837-0012.wav                       | 11     | 0.0306       | 1.1306    
1995-1837-0021.wav                       | 8      | 0.0307       | 0.8307    
1995-1836-0002.wav                       | 8      | 0.0298       | 0.8298    
1995-1836-0008.wav                       | 11     | 0.0298       | 1.1298    
1995-1836-0006.wav                       | 8      | 0.0299       | 0.8299    
1995-1836-0009.wav                       | 8      | 0.0300       | 0.8300    
1995-1836-0005.wav                       | 8      | 0.0300       | 0.8300    
1995-1836-0011.wav                       | 11     | 0.0299       | 1.1299    
1995-1836-0003.wav                       | 8      | 0.0297       | 0.8297    
1995-1836-0010.wav                       | 8      | 0.0298       | 0.8298    
1995-1836-0013.wav                       | 11     | 0.0301       | 1.1301    
1995-1836-0012.wav                       | 11     | 0.0296       | 1.1296    
1995-1836-0004.wav                       | 11     | 0.0297       | 1.1297    
1995-1836-0007.wav                       | 11     | 0.0298       | 1.1298    
1995-1836-0000.wav                       | 11     | 0.0315       | 1.1315    
1995-1836-0014.wav                       | 11     | 0.0307       | 1.1307    
1995-1836-0001.wav                       | 11     | 0.0300       | 1.1300    
1995-1826-0009.wav                       | 11     | 0.0298       | 1.1298    
1995-1826-0003.wav                       | 11     | 0.0309       | 1.1309    
1995-1826-0022.wav                       | 8      | 0.0298       | 0.8298    
1995-1826-0005.wav                       | 11     | 0.0299       | 1.1299    
1995-1826-0010.wav                       | 8      | 0.0297       | 0.8297    
1995-1826-0023.wav                       | 14     | 0.0300       | 1.4300    
1995-1826-0001.wav                       | 11     | 0.0296       | 1.1296    
1995-1826-0013.wav                       | 8      | 0.0295       | 0.8295    
1995-1826-0007.wav                       | 11     | 0.0298       | 1.1298    
1995-1826-0004.wav                       | 11     | 0.0295       | 1.1295    
1995-1826-0000.wav                       | 8      | 0.0302       | 0.8302    
1995-1826-0016.wav                       | 8      | 0.0310       | 0.8310    
1995-1826-0012.wav                       | 8      | 0.0299       | 0.8299    
1995-1826-0014.wav                       | 11     | 0.0297       | 1.1297    
1995-1826-0008.wav                       | 8      | 0.0308       | 0.8308    
1995-1826-0025.wav                       | 14     | 0.0299       | 1.4299    
1995-1826-0021.wav                       | 14     | 0.0299       | 1.4299    
1995-1826-0026.wav                       | 11     | 0.0299       | 1.1299    
1995-1826-0020.wav                       | 11     | 0.0302       | 1.1302    
1995-1826-0017.wav                       | 11     | 0.0305       | 1.1305    
1995-1826-0018.wav                       | 11     | 0.0299       | 1.1299    
1995-1826-0015.wav                       | 8      | 0.0294       | 0.8294    
1995-1826-0011.wav                       | 11     | 0.0305       | 1.1305    
1995-1826-0006.wav                       | 11     | 0.0308       | 1.1308    
1995-1826-0002.wav                       | 11     | 0.0302       | 1.1302    
1995-1826-0019.wav                       | 11     | 0.0304       | 1.1304    
1995-1826-0024.wav                       | 8      | 0.0304       | 0.8304    
3570-5696-0003.wav                       | 11     | 0.0301       | 1.1301    
3570-5696-0004.wav                       | 8      | 0.0298       | 0.8298    
3570-5696-0006.wav                       | 8      | 0.0304       | 0.8304    
3570-5696-0000.wav                       | 8      | 0.0308       | 0.8308    
3570-5696-0002.wav                       | 8      | 0.0312       | 0.8312    
3570-5696-0008.wav                       | 8      | 0.0306       | 0.8306    
3570-5696-0001.wav                       | 8      | 0.0312       | 0.8312    
3570-5696-0009.wav                       | 11     | 0.0314       | 1.1314    
3570-5696-0007.wav                       | 8      | 0.0308       | 0.8308    
3570-5696-0005.wav                       | 11     | 0.0302       | 1.1302    
3570-5696-0010.wav                       | 11     | 0.0312       | 1.1312    
3570-5694-0003.wav                       | 8      | 0.0312       | 0.8312    
3570-5694-0020.wav                       | 14     | 0.0314       | 1.4314    
3570-5694-0012.wav                       | 8      | 0.0298       | 0.8298    
3570-5694-0013.wav                       | 11     | 0.0298       | 1.1298    
3570-5694-0019.wav                       | 8      | 0.0297       | 0.8297    
3570-5694-0010.wav                       | 8      | 0.0294       | 0.8294    
3570-5694-0005.wav                       | 11     | 0.0297       | 1.1297    
3570-5694-0006.wav                       | 11     | 0.0299       | 1.1299    
3570-5694-0011.wav                       | 8      | 0.0307       | 0.8307    
3570-5694-0000.wav                       | 11     | 0.0297       | 1.1297    
3570-5694-0016.wav                       | 8      | 0.0297       | 0.8297    
3570-5694-0022.wav                       | 11     | 0.0295       | 1.1295    
3570-5694-0018.wav                       | 8      | 0.0298       | 0.8298    
3570-5694-0001.wav                       | 11     | 0.0309       | 1.1309    
3570-5694-0017.wav                       | 8      | 0.0299       | 0.8299    
3570-5694-0007.wav                       | 8      | 0.0310       | 0.8310    
3570-5694-0021.wav                       | 11     | 0.0298       | 1.1298    
3570-5694-0009.wav                       | 11     | 0.0299       | 1.1299    
3570-5694-0004.wav                       | 11     | 0.0300       | 1.1300    
3570-5694-0015.wav                       | 11     | 0.0299       | 1.1299    
3570-5694-0014.wav                       | 8      | 0.0298       | 0.8298    
3570-5694-0002.wav                       | 11     | 0.0294       | 1.1294    
3570-5694-0008.wav                       | 11     | 0.0413       | 1.1413    
3570-5695-0008.wav                       | 8      | 0.0413       | 0.8413    
3570-5695-0010.wav                       | 8      | 0.0301       | 0.8301    
3570-5695-0011.wav                       | 8      | 0.0303       | 0.8303    
3570-5695-0002.wav                       | 8      | 0.0305       | 0.8305    
3570-5695-0012.wav                       | 8      | 0.0309       | 0.8309    
3570-5695-0015.wav                       | 8      | 0.0301       | 0.8301    
3570-5695-0013.wav                       | 11     | 0.0300       | 1.1300    
3570-5695-0007.wav                       | 8      | 0.0299       | 0.8299    
3570-5695-0009.wav                       | 11     | 0.0301       | 1.1301    
3570-5695-0001.wav                       | 11     | 0.0303       | 1.1303    
3570-5695-0014.wav                       | 8      | 0.0304       | 0.8304    
3570-5695-0000.wav                       | 11     | 0.0305       | 1.1305    
3570-5695-0005.wav                       | 11     | 0.0299       | 1.1299    
3570-5695-0004.wav                       | 8      | 0.0298       | 0.8298    
3570-5695-0006.wav                       | 11     | 0.0301       | 1.1301    
3570-5695-0003.wav                       | 8      | 0.0309       | 0.8309    
5639-40744-0009.wav                      | 8      | 0.0304       | 0.8304    
5639-40744-0005.wav                      | 11     | 0.0319       | 1.1319    
5639-40744-0017.wav                      | 11     | 0.0333       | 1.1333    
5639-40744-0034.wav                      | 11     | 0.0305       | 1.1305    
5639-40744-0028.wav                      | 8      | 0.0307       | 0.8307    
5639-40744-0018.wav                      | 11     | 0.0307       | 1.1307    
5639-40744-0021.wav                      | 11     | 0.0307       | 1.1307    
5639-40744-0033.wav                      | 11     | 0.0312       | 1.1312    
5639-40744-0000.wav                      | 14     | 0.0308       | 1.4308    
5639-40744-0001.wav                      | 11     | 0.0309       | 1.1309    
5639-40744-0016.wav                      | 11     | 0.0315       | 1.1315    
5639-40744-0004.wav                      | 11     | 0.0314       | 1.1314    
5639-40744-0007.wav                      | 11     | 0.0307       | 1.1307    
5639-40744-0020.wav                      | 14     | 0.0301       | 1.4301    
5639-40744-0002.wav                      | 8      | 0.0301       | 0.8301    
5639-40744-0036.wav                      | 8      | 0.0303       | 0.8303    
5639-40744-0003.wav                      | 11     | 0.0299       | 1.1299    
5639-40744-0038.wav                      | 14     | 0.0299       | 1.4299    
5639-40744-0032.wav                      | 8      | 0.0301       | 0.8301    
5639-40744-0040.wav                      | 8      | 0.0305       | 0.8305    
5639-40744-0024.wav                      | 11     | 0.0304       | 1.1304    
5639-40744-0006.wav                      | 14     | 0.0314       | 1.4314    
5639-40744-0015.wav                      | 11     | 0.0306       | 1.1306    
5639-40744-0041.wav                      | 11     | 0.0344       | 1.1344    
5639-40744-0030.wav                      | 11     | 0.0312       | 1.1312    
5639-40744-0025.wav                      | 11     | 0.0314       | 1.1314    
5639-40744-0019.wav                      | 11     | 0.0304       | 1.1304    
5639-40744-0014.wav                      | 8      | 0.0308       | 0.8308    
5639-40744-0027.wav                      | 14     | 0.0303       | 1.4303    
5639-40744-0035.wav                      | 8      | 0.0303       | 0.8303    
5639-40744-0011.wav                      | 8      | 0.0302       | 0.8302    
5639-40744-0022.wav                      | 11     | 0.0303       | 1.1303    
5639-40744-0029.wav                      | 8      | 0.0305       | 0.8305    
5639-40744-0037.wav                      | 11     | 0.0299       | 1.1299    
5639-40744-0039.wav                      | 8      | 0.0298       | 0.8298    
5639-40744-0031.wav                      | 11     | 0.0296       | 1.1296    
5639-40744-0026.wav                      | 11     | 0.0299       | 1.1299    
5639-40744-0012.wav                      | 8      | 0.0306       | 0.8306    
5639-40744-0008.wav                      | 11     | 0.0304       | 1.1304    
5639-40744-0010.wav                      | 8      | 0.0306       | 0.8306    
5639-40744-0013.wav                      | 11     | 0.0303       | 1.1303    
5639-40744-0023.wav                      | 11     | 0.0298       | 1.1298    
7176-88083-0008.wav                      | 11     | 0.0345       | 1.1345    
7176-88083-0021.wav                      | 8      | 0.0303       | 0.8303    
7176-88083-0009.wav                      | 8      | 0.0301       | 0.8301    
7176-88083-0005.wav                      | 11     | 0.0305       | 1.1305    
7176-88083-0013.wav                      | 8      | 0.0299       | 0.8299    
7176-88083-0019.wav                      | 8      | 0.0303       | 0.8303    
7176-88083-0018.wav                      | 8      | 0.0304       | 0.8304    
7176-88083-0024.wav                      | 11     | 0.0307       | 1.1307    
7176-88083-0026.wav                      | 11     | 0.0311       | 1.1311    
7176-88083-0011.wav                      | 8      | 0.0313       | 0.8313    
7176-88083-0002.wav                      | 8      | 0.0304       | 0.8304    
7176-88083-0014.wav                      | 11     | 0.0309       | 1.1309    
7176-88083-0020.wav                      | 11     | 0.0307       | 1.1307    
7176-88083-0010.wav                      | 8      | 0.0311       | 0.8311    
7176-88083-0001.wav                      | 11     | 0.0317       | 1.1317    
7176-88083-0003.wav                      | 8      | 0.0306       | 0.8306    
7176-88083-0023.wav                      | 8      | 0.0306       | 0.8306    
7176-88083-0000.wav                      | 11     | 0.0303       | 1.1303    
7176-88083-0012.wav                      | 8      | 0.0305       | 0.8305    
7176-88083-0027.wav                      | 11     | 0.0302       | 1.1302    
7176-88083-0004.wav                      | 11     | 0.0299       | 1.1299    
7176-88083-0015.wav                      | 11     | 0.0306       | 1.1306    
7176-88083-0006.wav                      | 8      | 0.0310       | 0.8310    
7176-88083-0007.wav                      | 8      | 0.0310       | 0.8310    
7176-88083-0025.wav                      | 11     | 0.0304       | 1.1304    
7176-88083-0016.wav                      | 11     | 0.0327       | 1.1327    
7176-88083-0022.wav                      | 8      | 0.0330       | 0.8330    
7176-88083-0017.wav                      | 5      | 0.0334       | 0.5334    
7176-92135-0028.wav                      | 11     | 0.0330       | 1.1330    
7176-92135-0033.wav                      | 8      | 0.0326       | 0.8326    
7176-92135-0005.wav                      | 8      | 0.0324       | 0.8324    
7176-92135-0026.wav                      | 14     | 0.0315       | 1.4315    
7176-92135-0001.wav                      | 11     | 0.0332       | 1.1332    
7176-92135-0000.wav                      | 8      | 0.0313       | 0.8313    
7176-92135-0040.wav                      | 11     | 0.0311       | 1.1311    
7176-92135-0034.wav                      | 8      | 0.0316       | 0.8316    
7176-92135-0024.wav                      | 11     | 0.0308       | 1.1308    
7176-92135-0027.wav                      | 11     | 0.0316       | 1.1316    
7176-92135-0029.wav                      | 8      | 0.0305       | 0.8305    
7176-92135-0007.wav                      | 11     | 0.0309       | 1.1309    
7176-92135-0010.wav                      | 8      | 0.0305       | 0.8305    
7176-92135-0025.wav                      | 8      | 0.0307       | 0.8307    
7176-92135-0021.wav                      | 11     | 0.0309       | 1.1309    
7176-92135-0035.wav                      | 11     | 0.0306       | 1.1306    
7176-92135-0031.wav                      | 11     | 0.0307       | 1.1307    
7176-92135-0018.wav                      | 11     | 0.0303       | 1.1303    
7176-92135-0020.wav                      | 11     | 0.0302       | 1.1302    
7176-92135-0037.wav                      | 11     | 0.0312       | 1.1312    
7176-92135-0030.wav                      | 14     | 0.0306       | 1.4306    
7176-92135-0009.wav                      | 8      | 0.0315       | 0.8315    
7176-92135-0002.wav                      | 11     | 0.0311       | 1.1311    
7176-92135-0042.wav                      | 11     | 0.0316       | 1.1316    
7176-92135-0004.wav                      | 8      | 0.0310       | 0.8310    
7176-92135-0036.wav                      | 11     | 0.0328       | 1.1328    
7176-92135-0043.wav                      | 8      | 0.0304       | 0.8304    
7176-92135-0022.wav                      | 11     | 0.0306       | 1.1306    
7176-92135-0032.wav                      | 11     | 0.0304       | 1.1304    
7176-92135-0015.wav                      | 11     | 0.0307       | 1.1307    
7176-92135-0017.wav                      | 11     | 0.0305       | 1.1305    
7176-92135-0011.wav                      | 8      | 0.0306       | 0.8306    
7176-92135-0008.wav                      | 11     | 0.0312       | 1.1312    
7176-92135-0019.wav                      | 5      | 0.0307       | 0.5307    
7176-92135-0006.wav                      | 8      | 0.0310       | 0.8310    
7176-92135-0003.wav                      | 11     | 0.0306       | 1.1306    
7176-92135-0014.wav                      | 8      | 0.0304       | 0.8304    
7176-92135-0016.wav                      | 8      | 0.0304       | 0.8304    
7176-92135-0039.wav                      | 11     | 0.0302       | 1.1302    
7176-92135-0023.wav                      | 8      | 0.0302       | 0.8302    
7176-92135-0012.wav                      | 8      | 0.0300       | 0.8300    
7176-92135-0038.wav                      | 8      | 0.0311       | 0.8311    
7176-92135-0044.wav                      | 8      | 0.0300       | 0.8300    
7176-92135-0013.wav                      | 8      | 0.0300       | 0.8300    
7176-92135-0045.wav                      | 11     | 0.0310       | 1.1310    
7176-92135-0041.wav                      | 8      | 0.0317       | 0.8317    
7729-102255-0043.wav                     | 8      | 0.0314       | 0.8314    
7729-102255-0045.wav                     | 8      | 0.0310       | 0.8310    
7729-102255-0007.wav                     | 11     | 0.0310       | 1.1310    
7729-102255-0030.wav                     | 11     | 0.0299       | 1.1299    
7729-102255-0039.wav                     | 11     | 0.0297       | 1.1297    
7729-102255-0021.wav                     | 8      | 0.0296       | 0.8296    
7729-102255-0044.wav                     | 11     | 0.0306       | 1.1306    
7729-102255-0025.wav                     | 11     | 0.0314       | 1.1314    
7729-102255-0046.wav                     | 11     | 0.0311       | 1.1311    
7729-102255-0027.wav                     | 14     | 0.0309       | 1.4309    
7729-102255-0018.wav                     | 11     | 0.0310       | 1.1310    
7729-102255-0020.wav                     | 11     | 0.0308       | 1.1308    
7729-102255-0016.wav                     | 8      | 0.0313       | 0.8313    
7729-102255-0010.wav                     | 8      | 0.0317       | 0.8317    
7729-102255-0006.wav                     | 11     | 0.0313       | 1.1313    
7729-102255-0003.wav                     | 11     | 0.0308       | 1.1308    
7729-102255-0015.wav                     | 11     | 0.0309       | 1.1309    
7729-102255-0034.wav                     | 8      | 0.0310       | 0.8310    
7729-102255-0013.wav                     | 8      | 0.0308       | 0.8308    
7729-102255-0001.wav                     | 8      | 0.0319       | 0.8319    
7729-102255-0032.wav                     | 8      | 0.0314       | 0.8314    
7729-102255-0033.wav                     | 11     | 0.0313       | 1.1313    
7729-102255-0031.wav                     | 8      | 0.0312       | 0.8312    
7729-102255-0026.wav                     | 11     | 0.0310       | 1.1310    
7729-102255-0005.wav                     | 8      | 0.0311       | 0.8311    
7729-102255-0035.wav                     | 8      | 0.0315       | 0.8315    
7729-102255-0009.wav                     | 11     | 0.0330       | 1.1330    
7729-102255-0024.wav                     | 8      | 0.0316       | 0.8316    
7729-102255-0028.wav                     | 11     | 0.0307       | 1.1307    
7729-102255-0004.wav                     | 8      | 0.0311       | 0.8311    
7729-102255-0037.wav                     | 11     | 0.0310       | 1.1310    
7729-102255-0002.wav                     | 11     | 0.0310       | 1.1310    
7729-102255-0023.wav                     | 11     | 0.0310       | 1.1310    
7729-102255-0011.wav                     | 8      | 0.0307       | 0.8307    
7729-102255-0022.wav                     | 8      | 0.0316       | 0.8316    
7729-102255-0014.wav                     | 8      | 0.0305       | 0.8305    
7729-102255-0038.wav                     | 14     | 0.0308       | 1.4308    
7729-102255-0017.wav                     | 11     | 0.0313       | 1.1313    
7729-102255-0042.wav                     | 11     | 0.0317       | 1.1317    
7729-102255-0036.wav                     | 8      | 0.0317       | 0.8317    
7729-102255-0029.wav                     | 14     | 0.0309       | 1.4309    
7729-102255-0019.wav                     | 11     | 0.0311       | 1.1311    
7729-102255-0041.wav                     | 8      | 0.0311       | 0.8311    
7729-102255-0040.wav                     | 11     | 0.0312       | 1.1312    
7729-102255-0008.wav                     | 8      | 0.0306       | 0.8306    
7729-102255-0012.wav                     | 8      | 0.0309       | 0.8309    
7729-102255-0000.wav                     | 8      | 0.0311       | 0.8311    
121-121726-0005.wav                      | 14     | 0.0314       | 1.4314    
121-121726-0002.wav                      | 11     | 0.0316       | 1.1316    
121-121726-0000.wav                      | 11     | 0.0314       | 1.1314    
121-121726-0009.wav                      | 17     | 0.0313       | 1.7313    
121-121726-0013.wav                      | 11     | 0.0318       | 1.1318    
121-121726-0001.wav                      | 14     | 0.0309       | 1.4309    
121-121726-0010.wav                      | 14     | 0.0306       | 1.4306    
121-121726-0004.wav                      | 14     | 0.0310       | 1.4310    
121-121726-0014.wav                      | 11     | 0.0315       | 1.1315    
121-121726-0012.wav                      | 8      | 0.0314       | 0.8314    
121-121726-0011.wav                      | 14     | 0.0314       | 1.4314    
121-121726-0003.wav                      | 14     | 0.0311       | 1.4311    
121-121726-0008.wav                      | 14     | 0.0312       | 1.4312    
121-121726-0006.wav                      | 14     | 0.0321       | 1.4321    
121-121726-0007.wav                      | 17     | 0.0308       | 1.7308    
121-127105-0024.wav                      | 11     | 0.0310       | 1.1310    
121-127105-0006.wav                      | 8      | 0.0307       | 0.8307    
121-127105-0004.wav                      | 14     | 0.0309       | 1.4309    
121-127105-0014.wav                      | 11     | 0.0316       | 1.1316    
121-127105-0031.wav                      | 8      | 0.0308       | 0.8308    
121-127105-0009.wav                      | 8      | 0.0302       | 0.8302    
121-127105-0035.wav                      | 11     | 0.0309       | 1.1309    
121-127105-0018.wav                      | 8      | 0.0305       | 0.8305    
121-127105-0012.wav                      | 8      | 0.0401       | 0.8401    
121-127105-0032.wav                      | 11     | 0.0310       | 1.1310    
121-127105-0002.wav                      | 8      | 0.0321       | 0.8321    
121-127105-0017.wav                      | 8      | 0.0331       | 0.8331    
121-127105-0020.wav                      | 14     | 0.0312       | 1.4312    
121-127105-0027.wav                      | 8      | 0.0317       | 0.8317    
121-127105-0025.wav                      | 8      | 0.0302       | 0.8302    
121-127105-0028.wav                      | 14     | 0.0299       | 1.4299    
121-127105-0023.wav                      | 11     | 0.0319       | 1.1319    
121-127105-0013.wav                      | 8      | 0.0301       | 0.8301    
121-127105-0015.wav                      | 8      | 0.0300       | 0.8300    
121-127105-0010.wav                      | 8      | 0.0299       | 0.8299    
121-127105-0029.wav                      | 11     | 0.0300       | 1.1300    
121-127105-0003.wav                      | 8      | 0.0299       | 0.8299    
121-127105-0026.wav                      | 8      | 0.0298       | 0.8298    
121-127105-0005.wav                      | 11     | 0.0295       | 1.1295    
121-127105-0019.wav                      | 8      | 0.0308       | 0.8308    
121-127105-0034.wav                      | 8      | 0.0305       | 0.8305    
121-127105-0036.wav                      | 11     | 0.0295       | 1.1295    
121-127105-0033.wav                      | 14     | 0.0296       | 1.4296    
121-127105-0030.wav                      | 11     | 0.0294       | 1.1294    
121-127105-0016.wav                      | 8      | 0.0298       | 0.8298    
121-127105-0011.wav                      | 8      | 0.0295       | 0.8295    
121-127105-0022.wav                      | 14     | 0.0293       | 1.4293    
121-127105-0021.wav                      | 11     | 0.0297       | 1.1297    
121-127105-0001.wav                      | 8      | 0.0307       | 0.8307    
121-127105-0008.wav                      | 8      | 0.0300       | 0.8300    
121-127105-0000.wav                      | 11     | 0.0299       | 1.1299    
121-127105-0007.wav                      | 8      | 0.0305       | 0.8305    
121-123859-0000.wav                      | 14     | 0.0303       | 1.4303    
121-123859-0003.wav                      | 11     | 0.0300       | 1.1300    
121-123859-0001.wav                      | 14     | 0.0298       | 1.4298    
121-123859-0002.wav                      | 11     | 0.0299       | 1.1299    
121-123859-0004.wav                      | 11     | 0.0302       | 1.1302    
121-123852-0004.wav                      | 11     | 0.0301       | 1.1301    
121-123852-0003.wav                      | 11     | 0.0304       | 1.1304    
121-123852-0002.wav                      | 14     | 0.0307       | 1.4307    
121-123852-0001.wav                      | 14     | 0.0313       | 1.4313    
121-123852-0000.wav                      | 14     | 0.0299       | 1.4299    
8463-287645-0008.wav                     | 11     | 0.0310       | 1.1310    
8463-287645-0009.wav                     | 8      | 0.0311       | 0.8311    
8463-287645-0013.wav                     | 11     | 0.0304       | 1.1304    
8463-287645-0005.wav                     | 11     | 0.0305       | 1.1305    
8463-287645-0012.wav                     | 8      | 0.0299       | 0.8299    
8463-287645-0014.wav                     | 11     | 0.0301       | 1.1301    
8463-287645-0010.wav                     | 8      | 0.0299       | 0.8299    
8463-287645-0000.wav                     | 8      | 0.0312       | 0.8312    
8463-287645-0002.wav                     | 11     | 0.0308       | 1.1308    
8463-287645-0004.wav                     | 8      | 0.0302       | 0.8302    
8463-287645-0001.wav                     | 8      | 0.0311       | 0.8311    
8463-287645-0006.wav                     | 11     | 0.0313       | 1.1313    
8463-287645-0007.wav                     | 11     | 0.0304       | 1.1304    
8463-287645-0003.wav                     | 11     | 0.0306       | 1.1306    
8463-287645-0011.wav                     | 8      | 0.0307       | 0.8307    
8463-294825-0002.wav                     | 11     | 0.0304       | 1.1304    
8463-294825-0010.wav                     | 8      | 0.0306       | 0.8306    
8463-294825-0014.wav                     | 11     | 0.0305       | 1.1305    
8463-294825-0011.wav                     | 14     | 0.0306       | 1.4306    
8463-294825-0015.wav                     | 11     | 0.0308       | 1.1308    
