nohup: ignoring input
------------------------------------------------------------
初始化并发系统 (Workers=47)...
Loading NLP Model: oliverguhr/fullstop-punctuation-multilang-large ...
Device set to use cuda:0
模型加载完成。
------------------------------------------------------------
找到 2620 个音频文件。
开始并行处理...
文件名                                      | 音频时长(s)      | 完整生成耗时(s)       | 实时率(RTF)  
1995-1836-0012.wav                       | 3.69         | 2.8379          | 0.7680    
1995-1836-0007.wav                       | 3.44         | 2.4514          | 0.7137    
7021-79740-0014.wav                      | 14.18        | 15.2971         | 1.0792    
7021-79759-0005.wav                      | 13.02        | 13.0192         | 0.9999    
7021-79730-0001.wav                      | 11.49        | 10.1791         | 0.8859    
1995-1836-0011.wav                       | 4.71         | 3.9534          | 0.8403    
1995-1826-0010.wav                       | 2.44         | 2.0479          | 0.8376    
7021-79730-0009.wav                      | 12.59        | 10.0052         | 0.7950    
1995-1826-0003.wav                       | 3.09         | 2.7618          | 0.8938    
1995-1837-0007.wav                       | 8.80         | 6.7676          | 0.7690    
1995-1837-0025.wav                       | 9.51         | 7.8164          | 0.8223    
1995-1837-0026.wav                       | 8.10         | 6.3332          | 0.7824    
1995-1836-0013.wav                       | 5.30         | 4.3546          | 0.8216    
7021-79730-0008.wav                      | 11.77        | 10.0507         | 0.8543    
1995-1836-0009.wav                       | 6.71         | 5.3625          | 0.7992    
1995-1837-0001.wav                       | 8.73         | 7.1532          | 0.8194    
1995-1836-0008.wav                       | 6.99         | 5.8132          | 0.8322    
1995-1826-0004.wav                       | 3.04         | 2.4456          | 0.8058    
1995-1837-0012.wav                       | 8.24         | 6.3638          | 0.7718    
1995-1826-0014.wav                       | 2.50         | 2.1640          | 0.8656    
1995-1826-0022.wav                       | 4.75         | 4.0190          | 0.8470    
1995-1836-0006.wav                       | 7.71         | 6.4069          | 0.8304    
1995-1826-0008.wav                       | 2.90         | 2.3447          | 0.8099    
7021-85628-0007.wav                      | 16.68        | 17.8202         | 1.0687    
1995-1826-0025.wav                       | 3.29         | 2.6421          | 0.8018    
1995-1826-0005.wav                       | 5.12         | 4.2586          | 0.8309    
1995-1826-0006.wav                       | 2.46         | 2.0068          | 0.8174    
1995-1836-0001.wav                       | 6.00         | 4.8891          | 0.8148    
1995-1836-0003.wav                       | 7.96         | 6.3667          | 0.7993    
1995-1826-0015.wav                       | 3.55         | 2.8062          | 0.7905    
1995-1826-0009.wav                       | 7.57         | 5.9699          | 0.7886    
1995-1826-0002.wav                       | 4.61         | 3.3938          | 0.7370    
3570-5696-0006.wav                       | 4.16         | 3.0137          | 0.7244    
1995-1826-0016.wav                       | 5.90         | 4.8788          | 0.8269    
1995-1836-0005.wav                       | 10.90        | 8.6202          | 0.7908    
7021-79740-0008.wav                      | 18.41        | 19.9899         | 1.0855    
1995-1826-0024.wav                       | 5.09         | 3.8084          | 0.7475    
1995-1826-0018.wav                       | 5.01         | 4.3440          | 0.8671    
3570-5696-0004.wav                       | 4.70         | 3.6429          | 0.7751    
1995-1826-0017.wav                       | 6.14         | 4.6128          | 0.7507    
1995-1826-0020.wav                       | 6.12         | 4.9392          | 0.8071    
1995-1836-0000.wav                       | 8.96         | 7.3772          | 0.8238    
1995-1826-0012.wav                       | 6.18         | 5.3863          | 0.8716    
1995-1826-0019.wav                       | 5.25         | 4.1953          | 0.7991    
1995-1826-0023.wav                       | 8.14         | 6.4125          | 0.7878    
7021-79730-0004.wav                      | 17.95        | 17.2735         | 0.9626    
1995-1826-0007.wav                       | 7.06         | 5.9795          | 0.8470    
1995-1837-0023.wav                       | 16.96        | 13.8467         | 0.8162    
3570-5694-0012.wav                       | 3.21         | 2.6045          | 0.8126    
1995-1836-0014.wav                       | 9.04         | 7.7068          | 0.8520    
1995-1837-0014.wav                       | 12.46        | 10.3139         | 0.8278    
3570-5694-0019.wav                       | 3.75         | 3.0570          | 0.8141    
1995-1837-0018.wav                       | 12.82        | 10.7751         | 0.8402    
1995-1826-0013.wav                       | 8.77         | 7.5070          | 0.8560    
1995-1826-0000.wav                       | 9.48         | 7.5581          | 0.7968    
7021-79759-0004.wav                      | 24.47        | 22.1889         | 0.9068    
3570-5694-0013.wav                       | 5.61         | 4.3719          | 0.7793    
1995-1826-0001.wav                       | 10.17        | 8.1780          | 0.8041    
3570-5696-0002.wav                       | 7.51         | 5.7478          | 0.7654    
3570-5696-0008.wav                       | 7.26         | 5.5871          | 0.7696    
1995-1826-0011.wav                       | 8.94         | 6.9142          | 0.7734    
3570-5696-0010.wav                       | 7.57         | 5.6913          | 0.7518    
3570-5694-0022.wav                       | 4.29         | 3.4388          | 0.8006    
1995-1826-0021.wav                       | 11.41        | 8.3480          | 0.7316    
3570-5694-0004.wav                       | 5.33         | 3.9744          | 0.7457    
3570-5695-0010.wav                       | 4.67         | 3.7641          | 0.8069    
3570-5694-0001.wav                       | 5.67         | 4.4006          | 0.7754    
3570-5696-0009.wav                       | 8.86         | 7.1901          | 0.8115    
5639-40744-0009.wav                      | 2.38         | 1.6749          | 0.7052    
3570-5696-0007.wav                       | 9.50         | 7.7242          | 0.8131    
3570-5695-0013.wav                       | 4.64         | 4.2593          | 0.9179    
3570-5694-0005.wav                       | 8.40         | 6.7104          | 0.7984    
3570-5696-0000.wav                       | 11.41        | 8.9821          | 0.7869    
3570-5695-0008.wav                       | 6.84         | 5.5364          | 0.8088    
3570-5695-0000.wav                       | 4.83         | 3.7541          | 0.7773    
3570-5695-0009.wav                       | 5.03         | 4.2353          | 0.8428    
3570-5694-0018.wav                       | 7.82         | 6.6035          | 0.8450    
3570-5694-0017.wav                       | 8.34         | 6.8553          | 0.8225    
3570-5695-0011.wav                       | 8.26         | 6.3019          | 0.7629    
3570-5695-0002.wav                       | 7.80         | 6.4309          | 0.8239    
3570-5694-0015.wav                       | 8.44         | 6.9264          | 0.8211    
3570-5695-0003.wav                       | 5.36         | 4.2556          | 0.7947    
3570-5695-0015.wav                       | 7.95         | 6.4203          | 0.8076    
1995-1826-0026.wav                       | 15.45        | 12.4208         | 0.8039    
3570-5696-0005.wav                       | 13.03        | 10.5656         | 0.8112    
3570-5694-0021.wav                       | 10.55        | 8.1423          | 0.7714    
3570-5694-0008.wav                       | 9.49         | 7.8149          | 0.8231    
3570-5694-0010.wav                       | 13.01        | 10.2032         | 0.7846    
3570-5694-0011.wav                       | 11.03        | 8.8761          | 0.8047    
5639-40744-0005.wav                      | 5.64         | 4.8371          | 0.8569    
3570-5694-0002.wav                       | 10.62        | 8.0263          | 0.7561    
3570-5694-0007.wav                       | 10.54        | 8.7957          | 0.8341    
3570-5694-0000.wav                       | 12.09        | 9.3466          | 0.7734    
5639-40744-0017.wav                      | 5.88         | 4.6248          | 0.7865    
3570-5695-0006.wav                       | 7.47         | 6.0291          | 0.8071    
3570-5694-0014.wav                       | 11.26        | 8.6550          | 0.7690    
3570-5694-0020.wav                       | 14.04        | 11.6028         | 0.8267    
3570-5695-0007.wav                       | 9.76         | 8.5128          | 0.8727    
3570-5694-0009.wav                       | 12.61        | 10.4894         | 0.8322    
5639-40744-0007.wav                      | 5.83         | 4.7670          | 0.8184    
3570-5695-0014.wav                       | 10.54        | 8.6880          | 0.8243    
3570-5694-0006.wav                       | 14.51        | 12.0542         | 0.8310    
5639-40744-0011.wav                      | 2.67         | 2.7573          | 1.0346    
1995-1836-0010.wav                       | 24.45        | 20.0517         | 0.8201    
3570-5696-0001.wav                       | 16.73        | 14.8437         | 0.8870    
3570-5694-0016.wav                       | 14.15        | 13.0327         | 0.9210    
5639-40744-0033.wav                      | 9.15         | 8.0132          | 0.8758    
3570-5695-0004.wav                       | 10.60        | 10.4556         | 0.9864    
7021-79730-0003.wav                      | 32.88        | 28.1619         | 0.8565    
5639-40744-0008.wav                      | 2.21         | 2.7451          | 1.2393    
3570-5695-0012.wav                       | 14.76        | 12.9116         | 0.8748    
5639-40744-0016.wav                      | 9.49         | 8.9839          | 0.9467    
5639-40744-0006.wav                      | 8.04         | 7.3346          | 0.9117    
3570-5694-0003.wav                       | 19.02        | 17.3419         | 0.9115    
3570-5695-0001.wav                       | 14.71        | 13.8552         | 0.9416    
5639-40744-0028.wav                      | 12.25        | 11.9143         | 0.9726    
5639-40744-0020.wav                      | 9.82         | 10.1067         | 1.0292    
5639-40744-0010.wav                      | 4.12         | 5.4613          | 1.3256    
5639-40744-0029.wav                      | 7.30         | 7.9351          | 1.0863    
5639-40744-0021.wav                      | 10.98        | 11.9347         | 1.0869    
5639-40744-0014.wav                      | 7.72         | 8.6065          | 1.1148    
7176-88083-0008.wav                      | 3.28         | 4.9883          | 1.5208    
5639-40744-0034.wav                      | 13.05        | 12.9929         | 0.9952    
5639-40744-0002.wav                      | 8.91         | 10.8515         | 1.2179    
7176-88083-0009.wav                      | 4.04         | 4.6316          | 1.1450    
5639-40744-0025.wav                      | 8.79         | 9.4913          | 1.0804    
5639-40744-0024.wav                      | 8.85         | 10.4247         | 1.1786    
7176-88083-0005.wav                      | 4.70         | 6.2356          | 1.3267    
5639-40744-0004.wav                      | 12.47        | 13.6668         | 1.0955    
5639-40744-0036.wav                      | 11.54        | 13.1156         | 1.1370    
7176-88083-0027.wav                      | 2.13         | 2.7876          | 1.3087    
5639-40744-0001.wav                      | 12.44        | 14.7466         | 1.1854    
3570-5696-0003.wav                       | 25.11        | 23.8827         | 0.9509    
5639-40744-0015.wav                      | 11.02        | 12.3805         | 1.1235    
5639-40744-0018.wav                      | 15.41        | 15.9155         | 1.0325    
7176-88083-0019.wav                      | 5.81         | 6.7071          | 1.1544    
7176-88083-0015.wav                      | 2.33         | 2.8561          | 1.2232    
5639-40744-0012.wav                      | 8.60         | 9.8357          | 1.1444    
5639-40744-0013.wav                      | 6.87         | 9.2314          | 1.3447    
5639-40744-0037.wav                      | 11.45        | 12.1376         | 1.0601    
3570-5695-0005.wav                       | 20.03        | 18.7186         | 0.9345    
7176-88083-0014.wav                      | 4.67         | 5.0344          | 1.0780    
7176-88083-0026.wav                      | 5.53         | 6.4458          | 1.1656    
5639-40744-0019.wav                      | 12.06        | 13.3463         | 1.1067    
7176-88083-0006.wav                      | 4.29         | 3.8085          | 0.8867    
5639-40744-0038.wav                      | 13.80        | 14.8178         | 1.0738    
7176-88083-0000.wav                      | 5.70         | 4.8388          | 0.8497    
7176-88083-0012.wav                      | 5.04         | 4.7290          | 0.9374    
7176-88083-0020.wav                      | 5.42         | 5.5382          | 1.0228    
5639-40744-0040.wav                      | 12.51        | 14.6855         | 1.1739    
7176-92135-0033.wav                      | 2.23         | 1.8486          | 0.8290    
5639-40744-0000.wav                      | 15.77        | 17.2034         | 1.0909    
7176-92135-0026.wav                      | 2.95         | 2.2001          | 0.7458    
7176-88083-0010.wav                      | 6.74         | 6.0918          | 0.9038    
7176-88083-0017.wav                      | 3.66         | 2.6229          | 0.7167    
7176-88083-0024.wav                      | 8.20         | 8.4135          | 1.0267    
7176-88083-0016.wav                      | 3.92         | 3.0955          | 0.7897    
1995-1836-0004.wav                       | 33.91        | 30.7028         | 0.9054    
7176-92135-0028.wav                      | 3.35         | 3.0498          | 0.9118    
7176-92135-0027.wav                      | 2.83         | 2.2562          | 0.7959    
7176-92135-0010.wav                      | 2.16         | 1.8185          | 0.8419    
7176-92135-0021.wav                      | 2.56         | 1.7618          | 0.6869    
7176-88083-0003.wav                      | 7.60         | 7.0707          | 0.9304    
7176-92135-0029.wav                      | 2.98         | 2.6189          | 0.8774    
7176-88083-0018.wav                      | 10.45        | 10.2520         | 0.9811    
7176-88083-0002.wav                      | 7.51         | 8.0561          | 1.0727    
7176-92135-0030.wav                      | 2.23         | 1.5784          | 0.7062    
7176-92135-0007.wav                      | 3.27         | 2.7104          | 0.8276    
7176-92135-0037.wav                      | 2.86         | 1.9732          | 0.6899    
7176-92135-0024.wav                      | 4.10         | 3.3344          | 0.8133    
5639-40744-0022.wav                      | 13.64        | 15.7322         | 1.1530    
7176-88083-0004.wav                      | 7.50         | 6.9794          | 0.9306    
5639-40744-0032.wav                      | 17.43        | 17.5123         | 1.0047    
7176-92135-0034.wav                      | 4.46         | 3.6359          | 0.8143    
7176-92135-0035.wav                      | 3.38         | 2.8881          | 0.8545    
7176-88083-0023.wav                      | 9.64         | 8.0239          | 0.8319    
7176-92135-0004.wav                      | 2.42         | 1.9982          | 0.8240    
7176-92135-0005.wav                      | 5.47         | 4.7708          | 0.8722    
7176-88083-0011.wav                      | 10.06        | 10.1090         | 1.0049    
5639-40744-0039.wav                      | 14.38        | 15.9090         | 1.1067    
5639-40744-0041.wav                      | 17.20        | 17.1420         | 0.9966    
7176-92135-0002.wav                      | 3.42         | 2.6933          | 0.7887    
7176-88083-0025.wav                      | 7.38         | 5.8153          | 0.7880    
5639-40744-0023.wav                      | 13.92        | 13.9043         | 0.9989    
7176-88083-0021.wav                      | 12.61        | 13.3674         | 1.0605    
7176-92135-0009.wav                      | 4.38         | 3.3255          | 0.7593    
7176-92135-0011.wav                      | 2.88         | 2.2001          | 0.7626    
7176-92135-0032.wav                      | 3.31         | 2.7700          | 0.8356    
7176-92135-0019.wav                      | 2.40         | 2.1164          | 0.8800    
7176-92135-0001.wav                      | 7.56         | 6.2594          | 0.8280    
7176-92135-0039.wav                      | 3.12         | 2.4860          | 0.7955    
7176-92135-0013.wav                      | 3.15         | 2.3541          | 0.7473    
7176-92135-0003.wav                      | 3.96         | 3.1484          | 0.7961    
7176-92135-0008.wav                      | 4.43         | 3.4567          | 0.7803    
5639-40744-0026.wav                      | 14.50        | 17.0206         | 1.1738    
5639-40744-0035.wav                      | 17.52        | 19.0715         | 1.0886    
7176-88083-0022.wav                      | 9.48         | 7.9670          | 0.8400    
7176-92135-0036.wav                      | 6.47         | 5.1311          | 0.7931    
7176-92135-0042.wav                      | 7.27         | 5.5206          | 0.7594    
7176-92135-0020.wav                      | 7.17         | 6.2382          | 0.8707    
7176-88083-0013.wav                      | 15.00        | 15.1813         | 1.0121    
7176-92135-0040.wav                      | 10.35        | 8.0316          | 0.7764    
7176-92135-0018.wav                      | 8.94         | 6.9556          | 0.7780    
7176-92135-0015.wav                      | 6.75         | 5.4279          | 0.8035    
7176-92135-0044.wav                      | 5.17         | 4.1861          | 0.8089    
7176-92135-0041.wav                      | 4.94         | 4.0497          | 0.8198    
7176-92135-0045.wav                      | 5.23         | 4.4374          | 0.8485    
7176-92135-0017.wav                      | 7.17         | 5.6436          | 0.7871    
7176-92135-0023.wav                      | 6.21         | 5.1136          | 0.8228    
7729-102255-0034.wav                     | 2.71         | 1.9621          | 0.7240    
7729-102255-0013.wav                     | 2.67         | 2.0019          | 0.7484    
7729-102255-0025.wav                     | 5.49         | 4.1642          | 0.7592    
7176-92135-0031.wav                      | 9.64         | 8.2464          | 0.8554    
5639-40744-0027.wav                      | 23.26        | 22.0386         | 0.9475    
7176-92135-0022.wav                      | 8.23         | 7.0514          | 0.8568    
5639-40744-0030.wav                      | 22.29        | 22.6310         | 1.0155    
7729-102255-0045.wav                     | 6.80         | 5.5979          | 0.8226    
7729-102255-0039.wav                     | 6.82         | 5.4190          | 0.7952    
7729-102255-0001.wav                     | 3.45         | 2.5449          | 0.7377    
7176-92135-0016.wav                      | 7.54         | 6.3969          | 0.8478    
7729-102255-0027.wav                     | 5.91         | 4.6246          | 0.7832    
7176-92135-0006.wav                      | 7.79         | 6.6972          | 0.8592    
7176-88083-0007.wav                      | 14.30        | 11.7378         | 0.8208    
7176-88083-0001.wav                      | 16.57        | 14.2350         | 0.8588    
7729-102255-0030.wav                     | 7.25         | 6.0687          | 0.8371    
7176-92135-0038.wav                      | 9.21         | 7.3065          | 0.7938    
7176-92135-0000.wav                      | 14.44        | 11.3241         | 0.7842    
7729-102255-0021.wav                     | 7.93         | 6.5821          | 0.8300    
7729-102255-0005.wav                     | 5.18         | 4.2471          | 0.8199    
5639-40744-0003.wav                      | 27.12        | 26.6596         | 0.9830    
7729-102255-0035.wav                     | 5.62         | 4.7530          | 0.8450    
7729-102255-0031.wav                     | 6.75         | 5.4767          | 0.8114    
7729-102255-0033.wav                     | 6.78         | 5.6158          | 0.8289    
7729-102255-0010.wav                     | 8.54         | 6.7683          | 0.7925    
7176-92135-0043.wav                      | 13.28        | 11.0155         | 0.8295    
7729-102255-0043.wav                     | 11.04        | 9.1137          | 0.8259    
7729-102255-0000.wav                     | 3.29         | 2.8295          | 0.8613    
7729-102255-0012.wav                     | 4.08         | 3.2985          | 0.8094    
121-121726-0005.wav                      | 3.10         | 2.3904          | 0.7711    
7729-102255-0007.wav                     | 11.53        | 9.3386          | 0.8099    
7176-92135-0025.wav                      | 15.74        | 12.8274         | 0.8150    
7729-102255-0014.wav                     | 5.29         | 4.5866          | 0.8662    
7729-102255-0023.wav                     | 5.50         | 4.9771          | 0.9049    
7729-102255-0020.wav                     | 10.97        | 8.4586          | 0.7707    
121-121726-0013.wav                      | 2.49         | 2.0464          | 0.8218    
7729-102255-0018.wav                     | 11.35        | 9.3244          | 0.8215    
121-121726-0014.wav                      | 3.17         | 2.0757          | 0.6558    
121-121726-0002.wav                      | 4.41         | 4.0433          | 0.9168    
7729-102255-0016.wav                     | 11.61        | 9.5116          | 0.8193    
7729-102255-0029.wav                     | 7.06         | 5.6851          | 0.8052    
7729-102255-0002.wav                     | 8.30         | 6.8222          | 0.8220    
121-127105-0004.wav                      | 2.11         | 1.7745          | 0.8410    
121-127105-0014.wav                      | 2.25         | 1.6119          | 0.7148    
121-121726-0004.wav                      | 4.02         | 2.9911          | 0.7440    
7729-102255-0028.wav                     | 9.60         | 7.6700          | 0.7990    
7729-102255-0036.wav                     | 7.71         | 6.3767          | 0.8276    
121-127105-0009.wav                      | 2.29         | 1.5941          | 0.6961    
7729-102255-0038.wav                     | 7.92         | 6.7492          | 0.8522    
121-121726-0012.wav                      | 4.04         | 3.2615          | 0.8063    
121-121726-0006.wav                      | 3.90         | 3.2200          | 0.8267    
121-121726-0011.wav                      | 4.04         | 3.4550          | 0.8563    
7729-102255-0024.wav                     | 10.23        | 8.6428          | 0.8449    
7176-92135-0012.wav                      | 16.40        | 13.6127         | 0.8300    
121-121726-0008.wav                      | 4.99         | 3.9667          | 0.7949    
121-127105-0018.wav                      | 2.77         | 2.2469          | 0.8112    
7729-102255-0019.wav                     | 8.93         | 7.4933          | 0.8391    
121-127105-0006.wav                      | 4.72         | 3.7909          | 0.8023    
7176-92135-0014.wav                      | 16.02        | 14.2993         | 0.8926    
121-121726-0001.wav                      | 5.92         | 5.0959          | 0.8601    
121-127105-0017.wav                      | 2.69         | 2.0887          | 0.7750    
7729-102255-0042.wav                     | 9.22         | 8.1486          | 0.8833    
121-127105-0032.wav                      | 3.17         | 2.4872          | 0.7846    
121-121726-0009.wav                      | 7.26         | 5.9294          | 0.8167    
7729-102255-0037.wav                     | 11.02        | 9.4538          | 0.8579    
121-121726-0000.wav                      | 8.46         | 7.1579          | 0.8461    
121-127105-0010.wav                      | 2.85         | 2.0856          | 0.7318    
5639-40744-0031.wav                      | 28.42        | 29.5149         | 1.0385    
7729-102255-0022.wav                     | 11.79        | 9.6937          | 0.8218    
121-127105-0015.wav                      | 2.96         | 2.5565          | 0.8637    
121-127105-0012.wav                      | 4.83         | 3.5596          | 0.7370    
7729-102255-0015.wav                     | 14.99        | 12.5575         | 0.8377    
121-121726-0003.wav                      | 6.75         | 5.9837          | 0.8858    
121-121726-0007.wav                      | 6.73         | 5.9282          | 0.8809    
121-127105-0033.wav                      | 2.35         | 1.7163          | 0.7288    
121-127105-0016.wav                      | 2.03         | 1.7072          | 0.8410    
7729-102255-0040.wav                     | 11.76        | 9.6877          | 0.8238    
121-127105-0030.wav                      | 2.17         | 1.9142          | 0.8801    
7729-102255-0044.wav                     | 17.11        | 14.9024         | 0.8712    
121-127105-0021.wav                      | 2.00         | 1.8839          | 0.9419    
121-127105-0008.wav                      | 2.76         | 1.9119          | 0.6927    
121-127105-0019.wav                      | 3.52         | 2.9113          | 0.8259    
7729-102255-0041.wav                     | 12.41        | 10.3563         | 0.8342    
121-127105-0013.wav                      | 5.89         | 4.1821          | 0.7094    
7729-102255-0006.wav                     | 17.00        | 14.1910         | 0.8345    
7729-102255-0026.wav                     | 15.06        | 13.1181         | 0.8711    
121-123852-0001.wav                      | 1.87         | 1.3869          | 0.7417    
121-127105-0036.wav                      | 4.15         | 3.3455          | 0.8061    
121-121726-0010.wav                      | 9.81         | 8.6072          | 0.8774    
121-127105-0028.wav                      | 6.75         | 5.4334          | 0.8049    
121-127105-0005.wav                      | 5.82         | 4.6030          | 0.7909    
7729-102255-0046.wav                     | 19.95        | 16.8055         | 0.8426    
121-127105-0022.wav                      | 5.08         | 4.0911          | 0.8061    
121-127105-0002.wav                      | 7.50         | 6.8709          | 0.9167    
121-127105-0001.wav                      | 5.03         | 4.2940          | 0.8545    
8463-287645-0009.wav                     | 3.71         | 2.5375          | 0.6840    
121-127105-0029.wav                      | 7.31         | 5.8754          | 0.8037    
7729-102255-0003.wav                     | 19.81        | 16.0639         | 0.8111    
8463-287645-0008.wav                     | 3.33         | 2.7774          | 0.8353    
8463-287645-0014.wav                     | 3.02         | 2.3785          | 0.7876    
7729-102255-0017.wav                     | 15.11        | 13.0715         | 0.8651    
121-127105-0003.wav                      | 7.72         | 6.3520          | 0.8223    
121-127105-0011.wav                      | 5.78         | 5.3471          | 0.9251    
7729-102255-0032.wav                     | 20.28        | 16.0661         | 0.7922    
121-127105-0031.wav                      | 10.77        | 9.0390          | 0.8397    
121-127105-0007.wav                      | 5.79         | 4.7207          | 0.8153    
121-127105-0034.wav                      | 7.41         | 6.2080          | 0.8378    
7729-102255-0009.wav                     | 18.56        | 15.7044         | 0.8461    
121-127105-0026.wav                      | 7.53         | 6.6373          | 0.8814    
8463-287645-0010.wav                     | 4.33         | 3.3090          | 0.7651    
8463-294825-0014.wav                     | 2.42         | 1.6393          | 0.6788    
8463-287645-0001.wav                     | 3.54         | 2.8266          | 0.7974    
8463-294825-0011.wav                     | 2.18         | 1.8513          | 0.8493    
8463-287645-0000.wav                     | 4.73         | 3.6879          | 0.7797    
8463-287645-0012.wav                     | 5.42         | 4.5975          | 0.8475    
7729-102255-0004.wav                     | 20.16        | 16.3423         | 0.8108    
8463-294825-0015.wav                     | 3.25         | 2.5168          | 0.7744    
8463-294825-0018.wav                     | 2.94         | 1.8532          | 0.6314    
8463-287645-0013.wav                     | 6.67         | 5.0832          | 0.7627    
121-127105-0024.wav                      | 14.45        | 11.7447         | 0.8128    
