nohup: ignoring input
------------------------------------------------------------------------------------------
TTFT 压力测试初始化 (并发数 Workers=46)...
Device set to use cuda:0
/project/sherpa-onnx/csrc/session.cc:GetSessionOptionsImpl:181 Please compile with -DSHERPA_ONNX_ENABLE_GPU=ON. Available providers: CPUExecutionProvider, . Fallback to cpu!
模型加载完成。
待处理文件数: 2620
算法逻辑: TTFT = max(音频传输耗时, 系统当前时刻) + 解码耗时 + NLP耗时
------------------------------------------------------------------------------------------
文件名                                      | TTFT(s)    | 首字内容 (前30字符)
7021-79730-0009.wav                      | 1.2434     | it.
1995-1837-0009.wav                       | 1.3068     | the.
7021-79730-0001.wav                      | 1.3221     | to.
7021-85628-0010.wav                      | 2.9544     | on.
1995-1837-0025.wav                       | 1.4298     | she.
7021-79730-0000.wav                      | 1.7083     | the.
1995-1837-0006.wav                       | 1.7470     | the.
7021-79730-0008.wav                      | 1.9448     | but,
1995-1837-0011.wav                       | 1.7819     | he.
7021-79759-0001.wav                      | 3.4675     | that.
7021-79740-0007.wav                      | 3.8101     | then,
7021-79730-0007.wav                      | 2.2750     | if.
7021-79740-0011.wav                      | 3.8206     | so.
1995-1837-0027.wav                       | 2.2036     | on.
1995-1837-0010.wav                       | 2.0777     | perhaps.
1995-1837-0028.wav                       | 1.8360     | the.
1995-1837-0023.wav                       | 2.2610     | the ne.
7021-79730-0002.wav                      | 2.3877     | by.
7021-79759-0004.wav                      | 3.8035     | without.
1995-1837-0001.wav                       | 1.7982     | it was.
7021-79759-0003.wav                      | 2.6783     | vast.
7021-85628-0002.wav                      | 4.1166     | he.
1995-1837-0003.wav                       | 2.0806     | the reve.
7021-85628-0013.wav                      | 4.1371     | the.
1995-1837-0005.wav                       | 1.6138     | she.
1995-1837-0013.wav                       | 1.9660     | then,
1995-1837-0004.wav                       | 1.7869     | he.
1995-1837-0007.wav                       | 2.0825     | then,
1995-1837-0015.wav                       | 1.9743     | the.
7021-85628-0027.wav                      | 3.9531     | if.
7021-85628-0025.wav                      | 3.9772     | but,
7021-85628-0012.wav                      | 3.9714     | but,
1995-1837-0016.wav                       | 2.0087     | for.
7021-85628-0020.wav                      | 3.9816     | he dar.
7021-85628-0014.wav                      | 3.9929     | he.
7021-85628-0015.wav                      | 4.2789     | well.
1995-1837-0002.wav                       | 2.2070     | ah.
7021-85628-0005.wav                      | 4.0119     | seeing.
7021-79759-0002.wav                      | 4.0162     | they are.
1995-1837-0024.wav                       | 2.2169     | for a while.
7021-85628-0018.wav                      | 4.0417     | and it.
7021-85628-0009.wav                      | 4.3150     | at.
7021-85628-0006.wav                      | 4.3424     | i am.
7021-79740-0008.wav                      | 4.3806     | for.
7021-85628-0008.wav                      | 4.3584     | for.
7021-79740-0000.wav                      | 4.4277     | to.
7021-85628-0007.wav                      | 4.0998     | and she.
7021-85628-0024.wav                      | 4.3887     | anders.
1995-1837-0026.wav                       | 1.9072     | she.
7021-85628-0016.wav                      | 4.4279     | that.
1995-1837-0000.wav                       | 1.9080     | he.
1995-1837-0029.wav                       | 1.9329     | he.
1995-1837-0008.wav                       | 1.6409     | where.
1995-1837-0018.wav                       | 1.9704     | he.
1995-1837-0020.wav                       | 2.1430     | the.
1995-1837-0017.wav                       | 1.9409     | he.
1995-1837-0021.wav                       | 1.9350     | the.
1995-1837-0014.wav                       | 1.9938     | he.
1995-1837-0012.wav                       | 2.2871     | he splash.
1995-1836-0002.wav                       | 1.9789     | why,
1995-1836-0008.wav                       | 2.2262     | i believe,
1995-1836-0006.wav                       | 1.9015     | she was.
1995-1836-0009.wav                       | 1.8966     | but,
1995-1836-0011.wav                       | 2.1471     | posit.
1995-1836-0003.wav                       | 1.8894     | she.
1995-1836-0005.wav                       | 1.9231     | missus.
1995-1836-0010.wav                       | 1.9416     | the.
1995-1836-0007.wav                       | 2.1204     | do you believe?
1995-1836-0013.wav                       | 2.1811     | mary ta.
1995-1826-0005.wav                       | 2.0424     | but,
1995-1826-0009.wav                       | 2.1351     | you.
1995-1826-0010.wav                       | 1.8239     | at.
1995-1836-0004.wav                       | 2.2029     | as she.
1995-1826-0016.wav                       | 1.7731     | the.
1995-1826-0022.wav                       | 1.8880     | i.
1995-1826-0013.wav                       | 1.8679     | so.
1995-1826-0020.wav                       | 1.9687     | miss ta.
1995-1826-0001.wav                       | 2.1472     | the so.
1995-1836-0001.wav                       | 2.2268     | at last.
1995-1836-0014.wav                       | 2.2575     | fortun.
1995-1836-0012.wav                       | 2.2859     | but,
1995-1826-0012.wav                       | 1.8712     | she.
1995-1826-0003.wav                       | 2.2107     | better.
1995-1826-0000.wav                       | 1.9009     | in the.
1995-1836-0000.wav                       | 2.2690     | the.
1995-1826-0021.wav                       | 2.3361     | don't know.
1995-1826-0008.wav                       | 1.8681     | some.
1995-1826-0026.wav                       | 2.0949     | now.
1995-1826-0014.wav                       | 2.1389     | co.
1995-1826-0023.wav                       | 2.4627     | googles.
1995-1826-0007.wav                       | 2.1970     | find.
1995-1826-0025.wav                       | 2.4520     | some.
1995-1826-0004.wav                       | 2.2579     | might.
1995-1826-0018.wav                       | 2.2556     | her re.
1995-1826-0017.wav                       | 2.2919     | there might.
1995-1826-0015.wav                       | 1.9985     | she.
1995-1826-0011.wav                       | 2.2354     | here,
1995-1826-0006.wav                       | 2.2071     | been.
1995-1826-0002.wav                       | 2.2388     | john.
3570-5696-0004.wav                       | 1.7862     | the.
1995-1826-0019.wav                       | 2.1847     | cott.
1995-1826-0024.wav                       | 2.0161     | the.
3570-5696-0003.wav                       | 2.2183     | a recon.
3570-5696-0000.wav                       | 1.8887     | under.
3570-5696-0002.wav                       | 1.8595     | other.
3570-5696-0006.wav                       | 1.9881     | as.
3570-5696-0001.wav                       | 1.9557     | but,
3570-5696-0008.wav                       | 1.9724     | but it.
3570-5696-0009.wav                       | 2.2626     | in stric.
3570-5696-0007.wav                       | 1.9617     | the us.
3570-5694-0003.wav                       | 1.9321     | with.
3570-5694-0019.wav                       | 1.8879     | but,
3570-5696-0005.wav                       | 2.2433     | throughout.
3570-5694-0012.wav                       | 1.9298     | there is.
3570-5694-0000.wav                       | 2.0922     | but a.
3570-5696-0010.wav                       | 2.2193     | an article.
3570-5694-0020.wav                       | 2.5240     | so.
3570-5694-0011.wav                       | 1.9673     | the cu.
3570-5694-0010.wav                       | 2.0095     | the.
3570-5694-0013.wav                       | 2.2890     | this diff.
3570-5694-0001.wav                       | 2.1602     | the.
3570-5694-0016.wav                       | 1.9927     | man.
3570-5694-0007.wav                       | 1.9159     | it.
3570-5695-0010.wav                       | 1.8468     | the.
3570-5694-0021.wav                       | 2.1851     | whenever.
3570-5694-0014.wav                       | 1.9396     | man.
3570-5694-0017.wav                       | 1.9849     | the.
3570-5694-0005.wav                       | 2.3512     | under.
3570-5694-0006.wav                       | 2.3639     | drun.
3570-5695-0002.wav                       | 1.9305     | but,
3570-5695-0008.wav                       | 2.0143     | the.
3570-5694-0018.wav                       | 2.0965     | the.
3570-5694-0022.wav                       | 2.3516     | the li.
3570-5694-0009.wav                       | 2.3075     | with.
3570-5694-0002.wav                       | 2.2994     | such.
3570-5694-0015.wav                       | 2.3080     | so man.
3570-5695-0011.wav                       | 2.0057     | it.
3570-5694-0004.wav                       | 2.3220     | in the.
3570-5695-0015.wav                       | 1.9359     | the.
3570-5694-0008.wav                       | 2.3874     | the con.
3570-5695-0012.wav                       | 2.0496     | it.
3570-5695-0007.wav                       | 2.0457     | there.
3570-5695-0013.wav                       | 2.3931     | consum.
3570-5695-0001.wav                       | 2.3556     | the.
3570-5695-0009.wav                       | 2.4362     | each.
3570-5695-0014.wav                       | 2.0957     | among.
3570-5695-0000.wav                       | 2.4284     | in a gen.
3570-5695-0005.wav                       | 2.3494     | the man.
3570-5695-0004.wav                       | 2.1211     | if.
3570-5695-0003.wav                       | 2.0320     | in.
3570-5695-0006.wav                       | 2.3125     | very much.
5639-40744-0009.wav                      | 2.0811     | mother.
5639-40744-0017.wav                      | 2.3315     | chok.
5639-40744-0005.wav                      | 2.3539     | finally.
5639-40744-0018.wav                      | 2.2627     | that would.
5639-40744-0028.wav                      | 2.0531     | i.
5639-40744-0033.wav                      | 2.2570     | her.
5639-40744-0001.wav                      | 2.2208     | se.
5639-40744-0007.wav                      | 2.1892     | mean.
5639-40744-0034.wav                      | 2.4115     | all.
5639-40744-0021.wav                      | 2.3703     | she mean.
5639-40744-0016.wav                      | 2.3087     | on the con.
5639-40744-0000.wav                      | 2.6137     | eleven o.
5639-40744-0015.wav                      | 2.1412     | this:
5639-40744-0004.wav                      | 2.3226     | they.
5639-40744-0003.wav                      | 2.2688     | in.
5639-40744-0036.wav                      | 2.0571     | his.
5639-40744-0002.wav                      | 2.0507     | ru
5639-40744-0040.wav                      | 2.0325     | this:
5639-40744-0011.wav                      | 1.8911     | she.
5639-40744-0032.wav                      | 2.0700     | for.
5639-40744-0038.wav                      | 2.5609     | just.
5639-40744-0020.wav                      | 2.6947     | thus:
5639-40744-0041.wav                      | 2.2545     | nor.
5639-40744-0022.wav                      | 2.1978     | time.
5639-40744-0030.wav                      | 2.2535     | just.
5639-40744-0014.wav                      | 1.9562     | among.
5639-40744-0024.wav                      | 2.3139     | one.
5639-40744-0039.wav                      | 1.9175     | when.
5639-40744-0029.wav                      | 1.9859     | this:
5639-40744-0006.wav                      | 2.6448     | rodolp.
5639-40744-0035.wav                      | 2.0684     | she.
5639-40744-0019.wav                      | 2.3630     | what.
5639-40744-0025.wav                      | 2.3717     | the.
5639-40744-0031.wav                      | 2.2192     | so.
5639-40744-0037.wav                      | 2.3083     | know, then
5639-40744-0027.wav                      | 2.6936     | thus saying:
5639-40744-0026.wav                      | 2.2998     | lou.
5639-40744-0012.wav                      | 2.0736     | she.
5639-40744-0010.wav                      | 2.0657     | it is.
5639-40744-0008.wav                      | 2.4242     | who touch?
5639-40744-0013.wav                      | 2.3298     | she.
5639-40744-0023.wav                      | 2.2682     | when.
7176-88083-0021.wav                      | 2.0077     | but,
7176-88083-0008.wav                      | 2.3030     | in desp.
7176-88083-0019.wav                      | 1.9205     | as.
7176-88083-0009.wav                      | 2.1171     | the.
7176-88083-0013.wav                      | 2.0538     | like.
7176-88083-0018.wav                      | 1.9687     | but,
7176-88083-0005.wav                      | 2.4038     | once.
7176-88083-0011.wav                      | 1.9413     | in.
7176-88083-0002.wav                      | 1.9807     | his.
7176-88083-0014.wav                      | 2.2275     | the.
7176-88083-0003.wav                      | 1.9536     | but,
7176-88083-0001.wav                      | 2.2113     | the merg.
7176-88083-0020.wav                      | 2.2650     | where the.
7176-88083-0010.wav                      | 2.0176     | the.
7176-88083-0024.wav                      | 2.3582     | the.
7176-88083-0026.wav                      | 2.4027     | the dra.
7176-88083-0007.wav                      | 1.9448     | but,
7176-88083-0023.wav                      | 2.0432     | he had.
7176-88083-0006.wav                      | 1.9609     | and.
7176-88083-0000.wav                      | 2.2929     | all.
7176-88083-0027.wav                      | 2.2720     | than the.
7176-88083-0012.wav                      | 2.0289     | the.
7176-88083-0022.wav                      | 1.9547     | the.
7176-88083-0004.wav                      | 2.2745     | but,
7176-92135-0033.wav                      | 1.9553     | rela.
7176-88083-0015.wav                      | 2.2810     | almost in.
7176-88083-0017.wav                      | 1.7456     | but,
7176-88083-0025.wav                      | 2.2944     | at the.
7176-92135-0040.wav                      | 2.2078     | hostes.
7176-92135-0029.wav                      | 1.9066     | i.
7176-92135-0005.wav                      | 2.0886     | but,
7176-92135-0028.wav                      | 2.2887     | larks.
7176-92135-0000.wav                      | 2.0550     | he is.
7176-92135-0010.wav                      | 1.8834     | him.
7176-88083-0016.wav                      | 2.4315     | straight.
7176-92135-0034.wav                      | 2.0949     | the.
7176-92135-0007.wav                      | 2.2930     | anyhow.
7176-92135-0024.wav                      | 2.3205     | to.
7176-92135-0027.wav                      | 2.3389     | lady lar.
7176-92135-0026.wav                      | 2.7222     | enter hamlet.
7176-92135-0001.wav                      | 2.4272     | in short.
7176-92135-0025.wav                      | 2.0826     | it is.
7176-92135-0035.wav                      | 2.2697     | then,
7176-92135-0021.wav                      | 2.4178     | i say i:
7176-92135-0020.wav                      | 2.3059     | double.
7176-92135-0031.wav                      | 2.3563     | and.
7176-92135-0011.wav                      | 1.6633     | now.
7176-92135-0023.wav                      | 1.5299     | you gave.
7176-92135-0037.wav                      | 2.3606     | then is:
7176-92135-0018.wav                      | 2.4497     | in the mo.
7176-92135-0009.wav                      | 2.0212     | and.
7176-92135-0004.wav                      | 1.9978     | frank.
7176-92135-0002.wav                      | 2.3435     | but even.
7176-92135-0042.wav                      | 2.3348     | in novel.
7176-92135-0030.wav                      | 2.6742     | enter lo.
7176-92135-0036.wav                      | 2.3752     | the.
7176-92135-0043.wav                      | 2.0974     | two.
7176-92135-0006.wav                      | 1.9858     | i've.
7176-92135-0032.wav                      | 2.3657     | how you.
7176-92135-0022.wav                      | 2.4490     | to be.
7176-92135-0017.wav                      | 2.3652     | in the.
7176-92135-0015.wav                      | 2.3963     | and so.
7176-92135-0019.wav                      | 1.8932     | i.
7176-92135-0016.wav                      | 2.0539     | this would.
7176-92135-0014.wav                      | 2.1130     | if it.
7176-92135-0008.wav                      | 2.4754     | lend me your.
7176-92135-0039.wav                      | 2.3346     | tea.
7176-92135-0012.wav                      | 2.0419     | in.
7176-92135-0044.wav                      | 2.0294     | but,
7176-92135-0045.wav                      | 2.3156     | lord.
7176-92135-0003.wav                      | 2.4549     | your play.
7176-92135-0038.wav                      | 2.1235     | a.
7176-92135-0013.wav                      | 2.1195     | we.
7729-102255-0043.wav                     | 2.0523     | in a.
7729-102255-0044.wav                     | 2.2115     | here,
7729-102255-0045.wav                     | 2.0796     | ca.
7729-102255-0021.wav                     | 2.0589     | but,
7729-102255-0007.wav                     | 2.3366     | his.
7176-92135-0041.wav                      | 2.1650     | re.
7729-102255-0025.wav                     | 2.2766     | their.
7729-102255-0030.wav                     | 2.3385     | he su.
7729-102255-0039.wav                     | 2.4217     | the in.
7729-102255-0016.wav                     | 2.0111     | the.
7729-102255-0027.wav                     | 2.6554     | footn.
7729-102255-0020.wav                     | 2.3701     | the inci.
7729-102255-0018.wav                     | 2.4290     | little by.
7729-102255-0046.wav                     | 2.4816     | in the.
7729-102255-0010.wav                     | 2.1164     | of the.
7729-102255-0006.wav                     | 2.3784     | com.
7729-102255-0003.wav                     | 2.3538     | for.
7729-102255-0033.wav                     | 2.2017     | as he.
7729-102255-0015.wav                     | 2.2909     | one of.
7729-102255-0034.wav                     | 2.0542     | to.
7729-102255-0032.wav                     | 2.0397     | the.
7729-102255-0001.wav                     | 2.1425     | this:
7729-102255-0031.wav                     | 2.0999     | he.
7729-102255-0013.wav                     | 2.1814     | it.
7729-102255-0005.wav                     | 2.0039     | this:
7729-102255-0035.wav                     | 2.0943     | the.
7729-102255-0026.wav                     | 2.4296     | in the.
7729-102255-0009.wav                     | 2.3684     | all.
7729-102255-0024.wav                     | 2.0465     | the.
7729-102255-0008.wav                     | 1.6738     | all.
7729-102255-0028.wav                     | 2.3232     | pri.
7729-102255-0004.wav                     | 2.0243     | the.
7729-102255-0037.wav                     | 2.3638     | half an.
7729-102255-0002.wav                     | 2.3706     | that.
7729-102255-0011.wav                     | 2.1375     | the.
7729-102255-0023.wav                     | 2.3453     | their.
7729-102255-0022.wav                     | 2.1013     | from.
7729-102255-0017.wav                     | 2.3138     | sheriff.
7729-102255-0041.wav                     | 2.0201     | the.
7729-102255-0036.wav                     | 2.0994     | he.
7729-102255-0014.wav                     | 2.1648     | the.
7729-102255-0040.wav                     | 2.2882     | in this.
7729-102255-0042.wav                     | 2.3971     | re.
7729-102255-0000.wav                     | 2.0123     | the.
7729-102255-0038.wav                     | 2.6633     | atchis.
7729-102255-0012.wav                     | 2.0657     | sever.
7729-102255-0019.wav                     | 2.4556     | to emb.
7729-102255-0029.wav                     | 2.7487     | ten.
121-121726-0013.wav                      | 2.3580     | tid.
121-121726-0000.wav                      | 2.4013     | also.
121-121726-0005.wav                      | 2.7260     | hed.
121-121726-0011.wav                      | 2.5277     | husb.
121-121726-0010.wav                      | 2.6280     | house.
121-121726-0002.wav                      | 2.5453     | anger.
121-121726-0001.wav                      | 2.7328     | hur.
121-121726-0009.wav                      | 3.0338     | hotel.
121-121726-0014.wav                      | 2.3869     | hypo.
121-121726-0004.wav                      | 2.6900     | heaven.
121-121726-0003.wav                      | 2.6162     | hey.
121-121726-0012.wav                      | 2.2026     | hus.
121-121726-0008.wav                      | 2.7929     | hose.
121-121726-0006.wav                      | 2.7089     | heredity.
121-127105-0006.wav                      | 2.0792     | the.
121-121726-0007.wav                      | 2.9255     | horse.
121-127105-0014.wav                      | 2.3819     | you.
121-127105-0024.wav                      | 2.4474     | poor dou.
121-127105-0004.wav                      | 2.6625     | the.
121-127105-0018.wav                      | 2.0739     | cried.
121-127105-0009.wav                      | 2.1148     | she.
121-127105-0031.wav                      | 2.1654     | she.
121-127105-0035.wav                      | 2.3831     | she.
121-127105-0012.wav                      | 2.0698     | twas.
121-127105-0017.wav                      | 2.0570     | it was.
121-127105-0025.wav                      | 2.0262     | the.
121-127105-0032.wav                      | 2.4360     | yes.
121-127105-0002.wav                      | 2.1949     | cried.
121-127105-0020.wav                      | 2.6785     | who was.
121-127105-0027.wav                      | 2.1797     | he.
121-127105-0013.wav                      | 2.0896     | you.
121-127105-0015.wav                      | 2.0806     | he.
121-127105-0023.wav                      | 2.3951     | let me.
121-127105-0028.wav                      | 2.7004     | the awk.
121-127105-0010.wav                      | 2.1279     | she.
121-127105-0019.wav                      | 2.0345     | mrs.
121-127105-0016.wav                      | 1.9535     | proba.
121-127105-0029.wav                      | 2.4172     | there were plent.
121-127105-0034.wav                      | 2.1198     | it.
121-127105-0026.wav                      | 2.1447     | the.
121-127105-0030.wav                      | 2.3485     | i.
121-127105-0003.wav                      | 2.2430     | there.
121-127105-0036.wav                      | 2.3977     | but,
121-127105-0005.wav                      | 2.4274     | i.
121-127105-0011.wav                      | 2.1016     | she.
121-127105-0033.wav                      | 2.7222     | it was.
121-127105-0001.wav                      | 2.0915     | someone.
121-127105-0008.wav                      | 2.0778     | he.
121-127105-0000.wav                      | 2.3316     | it was.
121-127105-0021.wav                      | 2.4460     | won't.
121-127105-0022.wav                      | 2.7596     | well.
121-127105-0007.wav                      | 2.1307     | to.
121-123859-0003.wav                      | 2.3461     | love.
121-123859-0000.wav                      | 2.7183     | you.
121-123859-0001.wav                      | 2.7367     | o.
121-123852-0004.wav                      | 2.3722     | my.
121-123859-0002.wav                      | 2.4544     | but re.
121-123859-0004.wav                      | 2.4691     | so.
121-123852-0002.wav                      | 2.5666     | no.
121-123852-0000.wav                      | 2.5924     | those.
8463-287645-0008.wav                     | 2.2692     | as us.
8463-287645-0013.wav                     | 2.2547     | as.
121-123852-0003.wav                      | 2.4415     | thought.
8463-287645-0012.wav                     | 1.9452     | su.
121-123852-0001.wav                      | 2.6545     | i.
8463-287645-0009.wav                     | 2.0914     | i.
8463-287645-0014.wav                     | 2.2523     | of star.
8463-287645-0005.wav                     | 2.3982     | a few.
8463-287645-0002.wav                     | 2.2983     | from the.
8463-287645-0010.wav                     | 2.1246     | he.
8463-287645-0001.wav                     | 1.9829     | it is.
8463-287645-0000.wav                     | 2.1267     | this:
8463-287645-0004.wav                     | 2.0012     | jo.
8463-287645-0007.wav                     | 2.2453     | another.
8463-287645-0006.wav                     | 2.3453     | the doc.
8463-287645-0003.wav                     | 2.2806     | of.
8463-287645-0011.wav                     | 1.9792     | she.
8463-294825-0002.wav                     | 2.2376     | first:
8463-294825-0010.wav                     | 1.9900     | and.
8463-294825-0014.wav                     | 2.2379     | fa.
8463-294825-0011.wav                     | 2.4920     | he's swi.
8463-294825-0015.wav                     | 2.2834     | gra
8463-294825-0007.wav                     | 2.2637     | even.
8463-294825-0006.wav                     | 2.3300     | his spe.
8463-294825-0005.wav                     | 2.2128     | other.
8463-294825-0001.wav                     | 2.2302     | this:
8463-294825-0008.wav                     | 2.3082     | but,
8463-294825-0003.wav                     | 2.3316     | nemo.
8463-294825-0012.wav                     | 2.0021     | the.
8463-294825-0018.wav                     | 2.2816     | meter.
8463-294825-0004.wav                     | 2.2422     | in all.
8463-294825-0019.wav                     | 2.2957     | millim.
8463-294825-0013.wav                     | 2.2695     | for.
8463-294825-0000.wav                     | 2.2132     | it's.
8463-294825-0016.wav                     | 2.4061     | millig.
8463-294828-0007.wav                     | 1.9495     | cla.
8463-294825-0009.wav                     | 2.6383     | this compul.
8463-294828-0036.wav                     | 2.3291     | the.
8463-294825-0017.wav                     | 2.3513     | lead.
8463-294828-0026.wav                     | 1.9714     | we have.
8463-294828-0030.wav                     | 1.9783     | i.
8463-294828-0001.wav                     | 2.6395     | three sec.
8463-294828-0010.wav                     | 2.0063     | never,
8463-294828-0028.wav                     | 2.0647     | i.
8463-294828-0017.wav                     | 2.2196     | pack as.
8463-294828-0032.wav                     | 2.3870     | in.
8463-294828-0029.wav                     | 2.3435     | our.
8463-294828-0004.wav                     | 2.0510     | but,
8463-294828-0027.wav                     | 2.0079     | i.
8463-294828-0000.wav                     | 2.0219     | cha.
8463-294828-0020.wav                     | 2.3736     | ye.
8463-294828-0034.wav                     | 2.6706     | will be.
8463-294828-0008.wav                     | 1.8937     | and.
8463-294828-0021.wav                     | 2.3415     | a ro.
8463-294828-0035.wav                     | 2.2760     | and so.
8463-294828-0002.wav                     | 2.3483     | even so.
8463-294828-0011.wav                     | 1.9926     | he.
8463-294828-0037.wav                     | 2.3396     | departing.
8463-294828-0019.wav                     | 2.3874     | anyhow.
8463-294828-0018.wav                     | 2.3631     | we'll de.
8463-294828-0033.wav                     | 1.9669     | i.
8463-294828-0009.wav                     | 2.2623     | not
8463-294828-0013.wav                     | 2.0604     | he.
8463-294828-0006.wav                     | 2.3150     | from.
8463-294828-0003.wav                     | 1.9589     | i.
8463-294828-0014.wav                     | 2.3070     | there was.
8463-294828-0038.wav                     | 2.3562     | thousand.
8463-294828-0024.wav                     | 2.0587     | we.
8463-294828-0016.wav                     | 2.3543     | dead.
8463-294828-0012.wav                     | 2.2670     | please.
8463-294828-0015.wav                     | 2.6025     | conse.
8463-294828-0025.wav                     | 2.0786     | but,
8463-294828-0005.wav                     | 2.3142     | conse.
8230-279154-0009.wav                     | 2.4121     | our.
8230-279154-0004.wav                     | 2.2988     | there.
8463-294828-0022.wav                     | 2.3560     | we're leav.
8230-279154-0000.wav                     | 1.9970     | the.
8230-279154-0037.wav                     | 2.2760     | rec.
8463-294828-0023.wav                     | 2.4597     | you.
8463-294828-0031.wav                     | 2.4533     | one of the.
8230-279154-0033.wav                     | 1.9914     | it.
8230-279154-0025.wav                     | 2.0640     | we.
8230-279154-0034.wav                     | 1.9880     | when.
8230-279154-0028.wav                     | 1.9874     | i.
8230-279154-0016.wav                     | 2.5959     | in act.
8230-279154-0031.wav                     | 2.0135     | they.
8230-279154-0008.wav                     | 1.9411     | but,
8230-279154-0010.wav                     | 2.0500     | we.
8230-279154-0032.wav                     | 2.0479     | it.
8230-279154-0022.wav                     | 2.5757     | some.
8230-279154-0023.wav                     | 2.0049     | in.
8230-279154-0015.wav                     | 2.0183     | they.
8230-279154-0011.wav                     | 2.3577     | some.
8230-279154-0001.wav                     | 2.3282     | what is?
8230-279154-0021.wav                     | 1.9289     | reme.
8230-279154-0041.wav                     | 2.3103     | the.
8230-279154-0006.wav                     | 1.9818     | the be.
8230-279154-0040.wav                     | 2.6384     | there.
8230-279154-0019.wav                     | 1.9313     | it.
8230-279154-0024.wav                     | 2.6990     | the.
8230-279154-0035.wav                     | 2.6676     | thus:
8230-279154-0030.wav                     | 2.7212     | smond.
8230-279154-0005.wav                     | 2.0157     | all.
8230-279154-0012.wav                     | 2.2612     | famil.
8230-279154-0027.wav                     | 2.1937     | a.
8230-279154-0036.wav                     | 2.4074     | a.
8230-279154-0014.wav                     | 2.3873     | i.
8230-279154-0026.wav                     | 2.2812     | this:
8230-279154-0029.wav                     | 2.1294     | the.
8230-279154-0013.wav                     | 2.4267     | in an i.
8230-279154-0039.wav                     | 2.2697     | this know.
8230-279154-0038.wav                     | 2.3140     | we are.
8230-279154-0017.wav                     | 2.0281     | there.
8230-279154-0018.wav                     | 2.3433     | there.
8230-279154-0003.wav                     | 2.0339     | and.
8230-279154-0002.wav                     | 2.3222     | whether.
8230-279154-0007.wav                     | 2.2961     | hab.
8230-279154-0020.wav                     | 2.3027     | if we.
8230-279154-0043.wav                     | 2.3180     | of.
8230-279154-0042.wav                     | 2.4226     | thus:
5105-28241-0006.wav                      | 2.3407     | the lo.
5105-28241-0018.wav                      | 2.3047     | its.
5105-28241-0017.wav                      | 2.4037     | after.
5105-28241-0014.wav                      | 2.3605     | another.
5105-28241-0012.wav                      | 2.3256     | is.
5105-28241-0003.wav                      | 2.6661     | steam.
5105-28241-0007.wav                      | 1.9764     | there.
5105-28241-0001.wav                      | 2.3542     | after.
5105-28241-0010.wav                      | 2.3229     | oce.
5105-28241-0011.wav                      | 2.3204     | all the.
5105-28241-0019.wav                      | 2.3965     | nothing.
5105-28241-0000.wav                      | 2.3200     | her.
5105-28241-0008.wav                      | 2.3582     | if the ear.
5105-28241-0002.wav                      | 2.4341     | the.
5105-28241-0005.wav                      | 2.3825     | for a.
5105-28241-0004.wav                      | 2.4758     | altho.
5105-28241-0015.wav                      | 2.4586     | to the.
5105-28233-0009.wav                      | 2.0335     | the.
5105-28241-0016.wav                      | 2.3525     | you.
5105-28241-0009.wav                      | 2.3325     | and.
5105-28233-0010.wav                      | 2.3136     | unli.
5105-28233-0001.wav                      | 2.3353     | he.
5105-28241-0013.wav                      | 2.6928     | would not.
5105-28233-0006.wav                      | 2.3612     | no ca.
