nohup: ignoring input
--------------------------------------------------
正在加载模型 medium.en (RTF 专项测试)...
模型加载完成。
--------------------------------------------------
File ID                   | ProcTime(s)  | Audio(s)   | RTF     
1995-1836-0006            | 0.8389       | 7.71       | 0.1087  
1995-1836-0007            | 0.4073       | 3.44       | 0.1186  
1995-1836-0008            | 0.7290       | 6.99       | 0.1044  
1995-1836-0009            | 0.7305       | 6.71       | 0.1089  
1995-1836-0010            | 2.5496       | 24.45      | 0.1043  
1995-1836-0011            | 1.5568       | 4.71       | 0.3309  
1995-1836-0012            | 0.4045       | 3.69       | 0.1095  
1995-1836-0013            | 0.6330       | 5.30       | 0.1194  
1995-1836-0014            | 0.9359       | 9.04       | 0.1035  
1995-1826-0000            | 0.9561       | 9.48       | 0.1008  
1995-1826-0001            | 1.0253       | 10.17      | 0.1008  
1995-1826-0002            | 0.5178       | 4.61       | 0.1124  
1995-1826-0003            | 0.3079       | 3.09       | 0.0996  
1995-1826-0004            | 0.3074       | 3.04       | 0.1013  
1995-1826-0005            | 0.4977       | 5.12       | 0.0971  
1995-1826-0006            | 0.2924       | 2.46       | 0.1191  
1995-1826-0007            | 0.7387       | 7.06       | 0.1046  
1995-1826-0008            | 0.3000       | 2.90       | 0.1036  
1995-1826-0009            | 0.8460       | 7.57       | 0.1118  
1995-1826-0010            | 0.2144       | 2.44       | 0.0877  
1995-1826-0011            | 0.9549       | 8.94       | 0.1068  
1995-1826-0012            | 0.6852       | 6.18       | 0.1109  
1995-1826-0013            | 0.9855       | 8.77       | 0.1124  
1995-1826-0014            | 0.2892       | 2.50       | 0.1157  
1995-1826-0015            | 0.4447       | 3.55       | 0.1253  
1995-1826-0016            | 0.6235       | 5.90       | 0.1057  
1995-1826-0017            | 0.6281       | 6.14       | 0.1022  
1995-1826-0018            | 0.5423       | 5.01       | 0.1083  
1995-1826-0019            | 0.5420       | 5.25       | 0.1032  
1995-1826-0020            | 0.6198       | 6.12       | 0.1013  
1995-1826-0021            | 1.3113       | 11.41      | 0.1149  
1995-1826-0022            | 0.5284       | 4.75       | 0.1114  
1995-1826-0023            | 1.0523       | 8.14       | 0.1293  
1995-1826-0024            | 0.5148       | 5.09       | 0.1010  
1995-1826-0025            | 0.3255       | 3.29       | 0.0988  
1995-1826-0026            | 1.7416       | 15.45      | 0.1127  
3570-5696-0000            | 1.2459       | 11.41      | 0.1091  
3570-5696-0001            | 1.8170       | 16.73      | 0.1086  
3570-5696-0002            | 0.8304       | 7.51       | 0.1106  
3570-5696-0003            | 3.7589       | 25.11      | 0.1497  
3570-5696-0004            | 0.5220       | 4.70       | 0.1111  
3570-5696-0005            | 1.3810       | 13.03      | 0.1060  
3570-5696-0006            | 0.4556       | 4.16       | 0.1095  
3570-5696-0007            | 0.9758       | 9.50       | 0.1027  
3570-5696-0008            | 0.7722       | 7.26       | 0.1064  
3570-5696-0009            | 0.9754       | 8.86       | 0.1101  
3570-5696-0010            | 0.8795       | 7.57       | 0.1162  
3570-5694-0000            | 1.2785       | 12.09      | 0.1058  
3570-5694-0001            | 0.6576       | 5.67       | 0.1159  
3570-5694-0002            | 2.1417       | 10.62      | 0.2018  
3570-5694-0003            | 2.0180       | 19.02      | 0.1061  
3570-5694-0004            | 1.6402       | 5.33       | 0.3077  
3570-5694-0005            | 0.8458       | 8.40       | 0.1006  
3570-5694-0006            | 1.5494       | 14.51      | 0.1068  
3570-5694-0007            | 1.0527       | 10.54      | 0.0998  
3570-5694-0008            | 1.0450       | 9.49       | 0.1101  
3570-5694-0009            | 1.3713       | 12.61      | 0.1088  
3570-5694-0010            | 1.3579       | 13.01      | 0.1044  
3570-5694-0011            | 1.2314       | 11.03      | 0.1116  
3570-5694-0012            | 0.3157       | 3.21       | 0.0985  
3570-5694-0013            | 0.6259       | 5.61       | 0.1116  
3570-5694-0014            | 1.2001       | 11.26      | 0.1066  
3570-5694-0015            | 0.9536       | 8.44       | 0.1131  
3570-5694-0016            | 1.6966       | 14.15      | 0.1199  
3570-5694-0017            | 0.8692       | 8.34       | 0.1043  
3570-5694-0018            | 0.8689       | 7.82       | 0.1112  
3570-5694-0019            | 0.4109       | 3.75       | 0.1094  
3570-5694-0020            | 1.4728       | 14.04      | 0.1049  
3570-5694-0021            | 1.1600       | 10.55      | 0.1099  
3570-5694-0022            | 0.4194       | 4.29       | 0.0977  
3570-5695-0000            | 0.5142       | 4.83       | 0.1065  
3570-5695-0001            | 1.5849       | 14.71      | 0.1077  
3570-5695-0002            | 0.9248       | 7.80       | 0.1185  
3570-5695-0003            | 0.5306       | 5.36       | 0.0991  
3570-5695-0004            | 1.1936       | 10.60      | 0.1126  
3570-5695-0005            | 2.1562       | 20.03      | 0.1077  
3570-5695-0006            | 0.8557       | 7.47       | 0.1146  
3570-5695-0007            | 1.0436       | 9.76       | 0.1070  
3570-5695-0008            | 0.7467       | 6.84       | 0.1091  
3570-5695-0009            | 0.5357       | 5.03       | 0.1066  
3570-5695-0010            | 0.5045       | 4.67       | 0.1082  
3570-5695-0011            | 0.8566       | 8.26       | 0.1037  
3570-5695-0012            | 1.6814       | 14.76      | 0.1139  
3570-5695-0013            | 0.5497       | 4.64       | 0.1185  
3570-5695-0014            | 1.2181       | 10.54      | 0.1156  
3570-5695-0015            | 0.8650       | 7.95       | 0.1088  
5639-40744-0000           | 2.7760       | 15.77      | 0.1760  
5639-40744-0001           | 2.2945       | 12.44      | 0.1844  
5639-40744-0002           | 0.8821       | 8.91       | 0.0990  
5639-40744-0003           | 3.7645       | 27.12      | 0.1388  
5639-40744-0004           | 1.2781       | 12.47      | 0.1025  
5639-40744-0005           | 0.5375       | 5.64       | 0.0952  
5639-40744-0006           | 0.8218       | 8.04       | 0.1021  
5639-40744-0007           | 0.6027       | 5.83       | 0.1035  
5639-40744-0008           | 0.2123       | 2.21       | 0.0958  
5639-40744-0009           | 0.2339       | 2.38       | 0.0985  
5639-40744-0010           | 0.4537       | 4.12       | 0.1101  
5639-40744-0011           | 0.2163       | 2.67       | 0.0812  
5639-40744-0012           | 0.8455       | 8.60       | 0.0984  
5639-40744-0013           | 0.7474       | 6.87       | 0.1089  
5639-40744-0014           | 0.8770       | 7.72       | 0.1136  
5639-40744-0015           | 1.1968       | 11.02      | 0.1086  
5639-40744-0016           | 1.1131       | 9.49       | 0.1173  
5639-40744-0017           | 0.7243       | 5.88       | 0.1232  
5639-40744-0018           | 1.6563       | 15.41      | 0.1074  
5639-40744-0019           | 1.2126       | 12.06      | 0.1005  
5639-40744-0020           | 0.9424       | 9.82       | 0.0960  
5639-40744-0021           | 2.2249       | 10.98      | 0.2026  
5639-40744-0022           | 3.1197       | 13.64      | 0.2286  
5639-40744-0023           | 1.4505       | 13.92      | 0.1042  
5639-40744-0024           | 1.0271       | 8.85       | 0.1161  
5639-40744-0025           | 0.9550       | 8.79       | 0.1087  
5639-40744-0026           | 2.4752       | 14.50      | 0.1707  
5639-40744-0027           | 3.5465       | 23.26      | 0.1525  
5639-40744-0028           | 1.1624       | 12.25      | 0.0949  
5639-40744-0029           | 0.6654       | 7.30       | 0.0911  
5639-40744-0030           | 2.4980       | 22.29      | 0.1121  
5639-40744-0031           | 5.1335       | 28.42      | 0.1806  
5639-40744-0032           | 1.8210       | 17.43      | 0.1045  
5639-40744-0033           | 1.9856       | 9.15       | 0.2170  
5639-40744-0034           | 1.3579       | 13.05      | 0.1040  
5639-40744-0035           | 1.9325       | 17.52      | 0.1103  
5639-40744-0036           | 1.1747       | 11.54      | 0.1018  
5639-40744-0037           | 2.2392       | 11.45      | 0.1956  
5639-40744-0038           | 1.4702       | 13.80      | 0.1065  
5639-40744-0039           | 1.3737       | 14.38      | 0.0956  
5639-40744-0040           | 2.2557       | 12.51      | 0.1803  
5639-40744-0041           | 1.8251       | 17.20      | 0.1061  
7176-88083-0000           | 0.6119       | 5.70       | 0.1074  
7176-88083-0001           | 1.9505       | 16.57      | 0.1177  
7176-88083-0002           | 0.8305       | 7.51       | 0.1106  
7176-88083-0003           | 0.8569       | 7.60       | 0.1128  
7176-88083-0004           | 0.8293       | 7.50       | 0.1106  
7176-88083-0005           | 0.5391       | 4.70       | 0.1147  
7176-88083-0006           | 0.4443       | 4.29       | 0.1035  
7176-88083-0007           | 1.4919       | 14.30      | 0.1043  
7176-88083-0008           | 0.4283       | 3.28       | 0.1306  
7176-88083-0009           | 0.4256       | 4.04       | 0.1052  
7176-88083-0010           | 0.6380       | 6.74       | 0.0947  
7176-88083-0011           | 1.0672       | 10.06      | 0.1061  
7176-88083-0012           | 0.5287       | 5.04       | 0.1048  
7176-88083-0013           | 1.5755       | 15.00      | 0.1050  
7176-88083-0014           | 0.5223       | 4.67       | 0.1118  
7176-88083-0015           | 0.3070       | 2.33       | 0.1315  
7176-88083-0016           | 0.4256       | 3.92       | 0.1086  
7176-88083-0017           | 0.4411       | 3.66       | 0.1205  
7176-88083-0018           | 1.1601       | 10.45      | 0.1110  
7176-88083-0019           | 0.6193       | 5.81       | 0.1066  
7176-88083-0020           | 0.6167       | 5.42       | 0.1139  
7176-88083-0021           | 1.3116       | 12.61      | 0.1041  
7176-88083-0022           | 1.0678       | 9.48       | 0.1126  
7176-88083-0023           | 1.1032       | 9.64       | 0.1144  
7176-88083-0024           | 1.8865       | 8.20       | 0.2302  
7176-88083-0025           | 0.8557       | 7.38       | 0.1160  
7176-88083-0026           | 0.6388       | 5.53       | 0.1155  
7176-88083-0027           | 0.3120       | 2.13       | 0.1465  
7176-92135-0000           | 2.6669       | 14.44      | 0.1847  
7176-92135-0001           | 0.8439       | 7.56       | 0.1116  
7176-92135-0002           | 0.3936       | 3.42       | 0.1153  
7176-92135-0003           | 0.4090       | 3.96       | 0.1034  
7176-92135-0004           | 0.2191       | 2.42       | 0.0904  
7176-92135-0005           | 0.6388       | 5.47       | 0.1168  
7176-92135-0006           | 0.8545       | 7.79       | 0.1096  
7176-92135-0007           | 0.4140       | 3.27       | 0.1264  
7176-92135-0008           | 0.5413       | 4.43       | 0.1222  
7176-92135-0009           | 0.5451       | 4.38       | 0.1244  
7176-92135-0010           | 0.2202       | 2.16       | 0.1020  
7176-92135-0011           | 0.3149       | 2.88       | 0.1091  
7176-92135-0012           | 2.0867       | 16.40      | 0.1272  
7176-92135-0013           | 0.3165       | 3.15       | 0.1005  
7176-92135-0014           | 1.7106       | 16.02      | 0.1068  
7176-92135-0015           | 0.7540       | 6.75       | 0.1116  
7176-92135-0016           | 0.8767       | 7.54       | 0.1162  
7176-92135-0017           | 0.7370       | 7.17       | 0.1028  
7176-92135-0018           | 0.9448       | 8.94       | 0.1057  
7176-92135-0019           | 0.2877       | 2.40       | 0.1196  
7176-92135-0020           | 0.7159       | 7.17       | 0.0999  
7176-92135-0021           | 0.3198       | 2.56       | 0.1247  
7176-92135-0022           | 0.8632       | 8.23       | 0.1049  
7176-92135-0023           | 0.6350       | 6.21       | 0.1022  
7176-92135-0024           | 0.4464       | 4.10       | 0.1089  
7176-92135-0025           | 1.7173       | 15.74      | 0.1091  
7176-92135-0026           | 0.3174       | 2.95       | 0.1076  
7176-92135-0027           | 0.3116       | 2.83       | 0.1099  
7176-92135-0028           | 0.4206       | 3.35       | 0.1257  
7176-92135-0029           | 0.3144       | 2.98       | 0.1053  
7176-92135-0030           | 0.2233       | 2.23       | 0.0999  
7176-92135-0031           | 1.0427       | 9.64       | 0.1082  
7176-92135-0032           | 0.3158       | 3.31       | 0.0953  
7176-92135-0033           | 0.3214       | 2.23       | 0.1441  
7176-92135-0034           | 0.5456       | 4.46       | 0.1222  
7176-92135-0035           | 0.3224       | 3.38       | 0.0954  
7176-92135-0036           | 0.7721       | 6.47       | 0.1193  
7176-92135-0037           | 0.3236       | 2.86       | 0.1132  
7176-92135-0038           | 0.9921       | 9.21       | 0.1078  
7176-92135-0039           | 0.3179       | 3.12       | 0.1017  
7176-92135-0040           | 1.9507       | 10.35      | 0.1886  
7176-92135-0041           | 0.5688       | 4.94       | 0.1151  
7176-92135-0042           | 0.8607       | 7.27       | 0.1184  
7176-92135-0043           | 1.4128       | 13.28      | 0.1064  
7176-92135-0044           | 0.5288       | 5.17       | 0.1022  
7176-92135-0045           | 0.5100       | 5.23       | 0.0975  
7729-102255-0000          | 0.2904       | 3.29       | 0.0884  
7729-102255-0001          | 0.5706       | 3.45       | 0.1654  
7729-102255-0002          | 0.8082       | 8.30       | 0.0974  
7729-102255-0003          | 3.1595       | 19.81      | 0.1595  
7729-102255-0004          | 2.0071       | 20.16      | 0.0996  
7729-102255-0005          | 1.5572       | 5.18       | 0.3006  
7729-102255-0006          | 2.2656       | 17.00      | 0.1332  
7729-102255-0007          | 1.2278       | 11.53      | 0.1065  
7729-102255-0008          | 1.9494       | 19.07      | 0.1023  
7729-102255-0009          | 1.9686       | 18.56      | 0.1061  
7729-102255-0010          | 0.9862       | 8.54       | 0.1155  
7729-102255-0011          | 2.0762       | 20.36      | 0.1020  
7729-102255-0012          | 0.4171       | 4.08       | 0.1024  
7729-102255-0013          | 0.3243       | 2.67       | 0.1212  
7729-102255-0014          | 0.7165       | 5.29       | 0.1353  
7729-102255-0015          | 2.6491       | 14.99      | 0.1767  
7729-102255-0016          | 2.3850       | 11.61      | 0.2054  
7729-102255-0017          | 1.5519       | 15.11      | 0.1027  
7729-102255-0018          | 1.2488       | 11.35      | 0.1100  
7729-102255-0019          | 2.0096       | 8.93       | 0.2250  
7729-102255-0020          | 1.5948       | 10.97      | 0.1453  
7729-102255-0021          | 0.8499       | 7.93       | 0.1072  
7729-102255-0022          | 1.3297       | 11.79      | 0.1127  
7729-102255-0023          | 0.6058       | 5.50       | 0.1101  
7729-102255-0024          | 1.0731       | 10.23      | 0.1049  
7729-102255-0025          | 0.6097       | 5.49       | 0.1112  
7729-102255-0026          | 1.5468       | 15.06      | 0.1027  
7729-102255-0027          | 0.5971       | 5.91       | 0.1011  
7729-102255-0028          | 0.9372       | 9.60       | 0.0976  
7729-102255-0029          | 0.7027       | 7.06       | 0.0995  
7729-102255-0030          | 0.7198       | 7.25       | 0.0993  
7729-102255-0031          | 0.7251       | 6.75       | 0.1074  
7729-102255-0032          | 2.0371       | 20.28      | 0.1004  
7729-102255-0033          | 0.7367       | 6.78       | 0.1087  
7729-102255-0034          | 0.3094       | 2.71       | 0.1142  
7729-102255-0035          | 0.6075       | 5.62       | 0.1080  
7729-102255-0036          | 0.8162       | 7.71       | 0.1059  
7729-102255-0037          | 1.1596       | 11.02      | 0.1052  
7729-102255-0038          | 0.8371       | 7.92       | 0.1057  
7729-102255-0039          | 0.7114       | 6.82       | 0.1044  
7729-102255-0040          | 1.2917       | 11.76      | 0.1098  
7729-102255-0041          | 1.3529       | 12.41      | 0.1090  
7729-102255-0042          | 1.0133       | 9.22       | 0.1098  
7729-102255-0043          | 1.1409       | 11.04      | 0.1034  
7729-102255-0044          | 1.7646       | 17.11      | 0.1032  
7729-102255-0045          | 0.7403       | 6.80       | 0.1088  
7729-102255-0046          | 2.9399       | 19.95      | 0.1474  
121-121726-0000           | 0.8096       | 8.46       | 0.0957  
121-121726-0001           | 1.6466       | 5.92       | 0.2779  
121-121726-0002           | 0.3962       | 4.41       | 0.0898  
121-121726-0003           | 0.7136       | 6.75       | 0.1056  
121-121726-0004           | 0.4029       | 4.02       | 0.1002  
121-121726-0005           | 0.2775       | 3.10       | 0.0895  
121-121726-0006           | 1.0319       | 3.90       | 0.2649  
121-121726-0007           | 0.6008       | 6.73       | 0.0893  
121-121726-0008           | 0.4937       | 4.99       | 0.0989  
121-121726-0009           | 0.6920       | 7.26       | 0.0953  
121-121726-0010           | 0.9990       | 9.81       | 0.1018  
121-121726-0011           | 0.3996       | 4.04       | 0.0990  
121-121726-0012           | 0.3770       | 4.04       | 0.0932  
121-121726-0013           | 0.2039       | 2.49       | 0.0819  
121-121726-0014           | 0.2984       | 3.17       | 0.0943  
121-127105-0000           | 1.0346       | 9.88       | 0.1048  
121-127105-0001           | 0.5224       | 5.03       | 0.1040  
121-127105-0002           | 1.9303       | 7.50       | 0.2575  
121-127105-0003           | 0.8843       | 7.72       | 0.1145  
121-127105-0004           | 0.1903       | 2.11       | 0.0902  
121-127105-0005           | 0.6218       | 5.82       | 0.1068  
121-127105-0006           | 0.5333       | 4.72       | 0.1129  
121-127105-0007           | 0.6434       | 5.79       | 0.1111  
121-127105-0008           | 0.3215       | 2.76       | 0.1165  
121-127105-0009           | 0.2163       | 2.29       | 0.0944  
121-127105-0010           | 0.3202       | 2.85       | 0.1123  
121-127105-0011           | 1.7580       | 5.78       | 0.3041  
121-127105-0012           | 0.5601       | 4.83       | 0.1160  
121-127105-0013           | 0.6666       | 5.89       | 0.1131  
121-127105-0014           | 0.1938       | 2.25       | 0.0859  
121-127105-0015           | 0.3242       | 2.96       | 0.1095  
121-127105-0016           | 0.2125       | 2.03       | 0.1047  
121-127105-0017           | 0.3612       | 2.69       | 0.1340  
121-127105-0018           | 0.3106       | 2.77       | 0.1121  
121-127105-0019           | 0.3411       | 3.52       | 0.0968  
121-127105-0020           | 1.6128       | 14.36      | 0.1124  
121-127105-0021           | 0.2115       | 2.00       | 0.1057  
121-127105-0022           | 0.5283       | 5.08       | 0.1041  
121-127105-0023           | 1.1650       | 10.91      | 0.1068  
121-127105-0024           | 1.5876       | 14.45      | 0.1099  
121-127105-0025           | 1.6541       | 16.07      | 0.1030  
121-127105-0026           | 0.8432       | 7.53       | 0.1120  
121-127105-0027           | 2.1702       | 13.87      | 0.1565  
121-127105-0028           | 0.7366       | 6.75       | 0.1091  
121-127105-0029           | 0.8308       | 7.31       | 0.1137  
121-127105-0030           | 0.1993       | 2.17       | 0.0917  
121-127105-0031           | 2.1962       | 10.77      | 0.2040  
121-127105-0032           | 0.3240       | 3.17       | 0.1022  
121-127105-0033           | 0.2103       | 2.35       | 0.0893  
121-127105-0034           | 0.8769       | 7.41       | 0.1183  
121-127105-0035           | 1.4308       | 14.15      | 0.1011  
121-127105-0036           | 0.4128       | 4.15       | 0.0995  
121-123859-0000           | 1.7747       | 17.39      | 0.1021  
121-123859-0001           | 2.4012       | 25.39      | 0.0946  
121-123859-0002           | 3.0202       | 30.04      | 0.1005  
121-123859-0003           | 2.0917       | 10.82      | 0.1932  
121-123859-0004           | 0.8837       | 9.51       | 0.0930  
121-123852-0000           | 1.6628       | 17.70      | 0.0940  
121-123852-0001           | 0.1888       | 1.87       | 0.1010  
121-123852-0002           | 1.7517       | 17.29      | 0.1013  
121-123852-0003           | 3.1669       | 23.50      | 0.1347  
121-123852-0004           | 1.6063       | 16.29      | 0.0986  
8463-287645-0000          | 0.5116       | 4.73       | 0.1082  
8463-287645-0001          | 0.4222       | 3.54       | 0.1191  
8463-287645-0002          | 1.3794       | 12.92      | 0.1068  
8463-287645-0003          | 0.8812       | 7.91       | 0.1115  
8463-287645-0004          | 0.5693       | 6.10       | 0.0933  
8463-287645-0005          | 1.6109       | 15.97      | 0.1008  
8463-287645-0006          | 0.8353       | 7.71       | 0.1083  
8463-287645-0007          | 2.2863       | 21.50      | 0.1063  
8463-287645-0008          | 0.3164       | 3.33       | 0.0951  
8463-287645-0009          | 0.4017       | 3.71       | 0.1083  
8463-287645-0010          | 0.4425       | 4.33       | 0.1023  
8463-287645-0011          | 0.7241       | 6.38       | 0.1135  
8463-287645-0012          | 0.5131       | 5.42       | 0.0946  
8463-287645-0013          | 0.7485       | 6.67       | 0.1123  
8463-287645-0014          | 0.3013       | 3.02       | 0.0998  
8463-294825-0000          | 0.3059       | 2.69       | 0.1135  
8463-294825-0001          | 0.7985       | 7.80       | 0.1023  
8463-294825-0002          | 1.8763       | 10.56      | 0.1777  
8463-294825-0003          | 0.9963       | 9.94       | 0.1003  
8463-294825-0004          | 0.4243       | 3.68       | 0.1153  
8463-294825-0005          | 0.7917       | 7.70       | 0.1028  
8463-294825-0006          | 1.1570       | 11.13      | 0.1039  
8463-294825-0007          | 2.1280       | 21.05      | 0.1011  
8463-294825-0008          | 0.4108       | 3.98       | 0.1032  
8463-294825-0009          | 2.0309       | 20.00      | 0.1015  
8463-294825-0010          | 0.5150       | 4.58       | 0.1124  
8463-294825-0011          | 0.2037       | 2.18       | 0.0935  
8463-294825-0012          | 0.6047       | 5.97       | 0.1014  
8463-294825-0013          | 1.8438       | 17.64      | 0.1045  
8463-294825-0014          | 0.1980       | 2.42       | 0.0820  
8463-294825-0015          | 0.2935       | 3.25       | 0.0903  
8463-294825-0016          | 0.4053       | 4.47       | 0.0906  
8463-294825-0017          | 0.2053       | 2.35       | 0.0874  
8463-294825-0018          | 0.3130       | 2.94       | 0.1067  
8463-294825-0019          | 0.3080       | 3.39       | 0.0908  
8463-294828-0000          | 0.2892       | 3.62       | 0.0800  
8463-294828-0001          | 0.9436       | 9.19       | 0.1027  
8463-294828-0002          | 0.6335       | 6.19       | 0.1023  
8463-294828-0003          | 0.9413       | 9.34       | 0.1008  
8463-294828-0004          | 0.2149       | 2.34       | 0.0918  
8463-294828-0005          | 0.3206       | 2.44       | 0.1314  
8463-294828-0006          | 0.7592       | 7.32       | 0.1037  
8463-294828-0007          | 1.3857       | 12.96      | 0.1069  
8463-294828-0008          | 0.3149       | 2.65       | 0.1188  
8463-294828-0009          | 0.4236       | 4.17       | 0.1016  
8463-294828-0010          | 0.8314       | 8.34       | 0.0997  
8463-294828-0011          | 0.4154       | 3.91       | 0.1062  
8463-294828-0012          | 0.5166       | 4.91       | 0.1053  
8463-294828-0013          | 0.7496       | 7.20       | 0.1041  
8463-294828-0014          | 0.6027       | 5.72       | 0.1053  
8463-294828-0015          | 0.4997       | 4.88       | 0.1024  
8463-294828-0016          | 0.3094       | 3.29       | 0.0939  
8463-294828-0017          | 0.9821       | 9.30       | 0.1056  
8463-294828-0018          | 0.2991       | 2.94       | 0.1015  
8463-294828-0019          | 0.4221       | 4.53       | 0.0932  
8463-294828-0020          | 0.6870       | 5.92       | 0.1161  
