nohup: ignoring input
------------------------------------------------------------
初始化并发系统 (Workers=49)...
Loading NLP Model: oliverguhr/fullstop-punctuation-multilang-large ...
Device set to use cuda:0
模型加载完成。
------------------------------------------------------------
找到 2620 个音频文件。
开始并行处理...
文件名                                      | 音频时长(s)      | 完整生成耗时(s)       | 实时率(RTF)  
7021-79730-0000.wav                      | 2.44         | 1.7121          | 0.7017    
7021-79740-0006.wav                      | 5.96         | 5.3480          | 0.8966    
7021-79740-0004.wav                      | 6.46         | 5.6303          | 0.8709    
7021-85628-0005.wav                      | 5.01         | 5.9747          | 1.1914    
7021-79740-0013.wav                      | 7.37         | 6.4971          | 0.8822    
7021-85628-0010.wav                      | 8.02         | 6.4773          | 0.8082    
7021-85628-0002.wav                      | 6.46         | 6.5302          | 1.0117    
1995-1837-0028.wav                       | 2.34         | 1.7959          | 0.7675    
1995-1837-0022.wav                       | 3.42         | 2.9631          | 0.8677    
1995-1837-0009.wav                       | 3.76         | 3.3033          | 0.8785    
7021-79740-0007.wav                      | 6.99         | 7.1501          | 1.0229    
7021-85628-0018.wav                      | 8.22         | 7.1012          | 0.8639    
1995-1837-0013.wav                       | 3.19         | 2.2980          | 0.7193    
1995-1837-0010.wav                       | 3.48         | 2.7364          | 0.7863    
1995-1837-0006.wav                       | 2.96         | 2.6281          | 0.8894    
7021-85628-0023.wav                      | 9.03         | 7.1832          | 0.7955    
1995-1837-0011.wav                       | 3.38         | 2.7285          | 0.8084    
7021-85628-0008.wav                      | 7.12         | 7.5508          | 1.0598    
1995-1837-0002.wav                       | 2.79         | 2.4936          | 0.8937    
7021-79730-0005.wav                      | 8.01         | 6.4615          | 0.8067    
1995-1837-0008.wav                       | 1.96         | 1.7953          | 0.9183    
1995-1837-0005.wav                       | 2.63         | 2.4566          | 0.9323    
1995-1837-0019.wav                       | 5.38         | 5.4419          | 1.0115    
1995-1837-0015.wav                       | 4.49         | 4.5102          | 1.0056    
7021-85628-0011.wav                      | 8.99         | 9.6393          | 1.0716    
7021-79740-0011.wav                      | 10.31        | 9.7371          | 0.9440    
7021-79740-0002.wav                      | 9.22         | 9.7604          | 1.0580    
7021-85628-0009.wav                      | 8.54         | 10.0691         | 1.1790    
1995-1837-0021.wav                       | 3.09         | 2.9445          | 0.9529    
1995-1836-0002.wav                       | 2.31         | 3.3414          | 1.4434    
1995-1837-0020.wav                       | 3.21         | 3.6647          | 1.1417    
1995-1837-0027.wav                       | 6.71         | 6.3232          | 0.9431    
1995-1837-0017.wav                       | 3.10         | 3.8404          | 1.2388    
7021-85628-0001.wav                      | 11.33        | 11.4060         | 1.0067    
7021-79759-0005.wav                      | 13.02        | 11.2036         | 0.8605    
7021-85628-0013.wav                      | 12.13        | 11.9947         | 0.9888    
7021-85628-0027.wav                      | 8.50         | 11.9789         | 1.4093    
1995-1837-0024.wav                       | 5.38         | 6.1281          | 1.1380    
1995-1837-0000.wav                       | 3.87         | 5.3859          | 1.3935    
1995-1837-0016.wav                       | 7.19         | 7.1097          | 0.9888    
7021-79740-0000.wav                      | 11.12        | 12.7300         | 1.1443    
7021-85628-0015.wav                      | 11.54        | 12.7430         | 1.1038    
1995-1837-0003.wav                       | 7.36         | 8.0162          | 1.0892    
7021-79730-0006.wav                      | 11.34        | 11.5302         | 1.0168    
1995-1836-0012.wav                       | 3.69         | 4.5121          | 1.2211    
1995-1837-0004.wav                       | 6.36         | 7.7559          | 1.2195    
1995-1837-0029.wav                       | 5.58         | 7.6709          | 1.3747    
1995-1826-0003.wav                       | 3.09         | 3.6200          | 1.1715    
7021-79740-0010.wav                      | 12.03        | 14.6448         | 1.2179    
1995-1836-0011.wav                       | 4.71         | 5.8370          | 1.2406    
1995-1836-0007.wav                       | 3.44         | 4.8760          | 1.4195    
1995-1837-0007.wav                       | 8.80         | 10.2086         | 1.1601    
1995-1826-0010.wav                       | 2.44         | 3.6632          | 1.4982    
1995-1837-0026.wav                       | 8.10         | 9.5452          | 1.1792    
1995-1836-0008.wav                       | 6.99         | 8.6904          | 1.2441    
7021-79740-0014.wav                      | 14.18        | 16.4578         | 1.1610    
1995-1837-0001.wav                       | 8.73         | 11.2463         | 1.2882    
7021-79730-0001.wav                      | 11.49        | 13.6671         | 1.1895    
1995-1836-0006.wav                       | 7.71         | 9.6418          | 1.2497    
7021-79730-0008.wav                      | 11.77        | 13.5183         | 1.1490    
1995-1836-0013.wav                       | 5.30         | 7.6383          | 1.4412    
1995-1837-0025.wav                       | 9.51         | 12.5702         | 1.3225    
7021-79730-0007.wav                      | 12.46        | 14.9627         | 1.2013    
1995-1826-0004.wav                       | 3.04         | 4.7843          | 1.5764    
1995-1826-0014.wav                       | 2.50         | 3.4239          | 1.3696    
7021-79730-0009.wav                      | 12.59        | 14.1407         | 1.1236    
1995-1836-0009.wav                       | 6.71         | 9.1410          | 1.3623    
1995-1826-0008.wav                       | 2.90         | 3.6299          | 1.2539    
1995-1826-0025.wav                       | 3.29         | 3.7005          | 1.1231    
1995-1826-0022.wav                       | 4.75         | 6.9341          | 1.4614    
1995-1826-0005.wav                       | 5.12         | 6.8825          | 1.3429    
1995-1836-0001.wav                       | 6.00         | 7.5781          | 1.2630    
1995-1837-0012.wav                       | 8.24         | 11.2575         | 1.3654    
7021-85628-0007.wav                      | 16.68        | 18.8285         | 1.1291    
7021-85628-0003.wav                      | 15.29        | 18.8812         | 1.2349    
1995-1826-0006.wav                       | 2.46         | 2.6349          | 1.0733    
1995-1836-0003.wav                       | 7.96         | 9.6645          | 1.2134    
1995-1826-0015.wav                       | 3.55         | 3.4702          | 0.9775    
1995-1826-0009.wav                       | 7.57         | 8.5957          | 1.1355    
1995-1836-0000.wav                       | 8.96         | 9.7677          | 1.0908    
1995-1826-0007.wav                       | 7.06         | 7.5925          | 1.0754    
1995-1837-0014.wav                       | 12.46        | 13.0263         | 1.0454    
1995-1826-0018.wav                       | 5.01         | 4.7939          | 0.9569    
1995-1826-0016.wav                       | 5.90         | 7.4848          | 1.2686    
7021-79730-0004.wav                      | 17.95        | 18.6452         | 1.0390    
1995-1826-0012.wav                       | 6.18         | 7.1514          | 1.1572    
1995-1826-0002.wav                       | 4.61         | 4.2518          | 0.9233    
1995-1826-0020.wav                       | 6.12         | 5.9409          | 0.9707    
3570-5696-0006.wav                       | 4.16         | 3.5214          | 0.8465    
7021-79740-0008.wav                      | 18.41        | 21.0474         | 1.1429    
3570-5694-0012.wav                       | 3.21         | 2.7724          | 0.8650    
1995-1826-0017.wav                       | 6.14         | 6.2887          | 1.0234    
1995-1826-0013.wav                       | 8.77         | 9.0110          | 1.0275    
1995-1826-0024.wav                       | 5.09         | 4.1557          | 0.8157    
1995-1826-0019.wav                       | 5.25         | 4.5046          | 0.8580    
3570-5696-0004.wav                       | 4.70         | 4.1047          | 0.8733    
1995-1836-0014.wav                       | 9.04         | 10.7668         | 1.1904    
1995-1837-0023.wav                       | 16.96        | 17.7942         | 1.0489    
1995-1836-0005.wav                       | 10.90        | 13.0482         | 1.1971    
1995-1837-0018.wav                       | 12.82        | 14.9164         | 1.1631    
1995-1826-0001.wav                       | 10.17        | 9.9406          | 0.9774    
1995-1826-0023.wav                       | 8.14         | 10.1290         | 1.2443    
3570-5694-0019.wav                       | 3.75         | 3.2848          | 0.8748    
1995-1826-0000.wav                       | 9.48         | 9.5771          | 1.0097    
3570-5694-0013.wav                       | 5.61         | 4.6315          | 0.8256    
1995-1826-0011.wav                       | 8.94         | 7.5069          | 0.8397    
3570-5694-0022.wav                       | 4.29         | 3.6280          | 0.8447    
3570-5696-0008.wav                       | 7.26         | 6.3149          | 0.8698    
3570-5696-0002.wav                       | 7.51         | 6.7324          | 0.8965    
3570-5696-0010.wav                       | 7.57         | 6.2283          | 0.8228    
3570-5694-0004.wav                       | 5.33         | 4.0435          | 0.7586    
3570-5695-0010.wav                       | 4.67         | 3.6549          | 0.7835    
3570-5694-0001.wav                       | 5.67         | 4.7164          | 0.8311    
1995-1826-0021.wav                       | 11.41        | 10.7776         | 0.9446    
7021-79759-0004.wav                      | 24.47        | 25.1976         | 1.0297    
3570-5696-0007.wav                       | 9.50         | 7.6862          | 0.8091    
3570-5696-0009.wav                       | 8.86         | 7.9521          | 0.8975    
5639-40744-0009.wav                      | 2.38         | 1.8569          | 0.7819    
3570-5695-0013.wav                       | 4.64         | 4.1281          | 0.8897    
3570-5695-0000.wav                       | 4.83         | 3.8352          | 0.7940    
3570-5694-0005.wav                       | 8.40         | 7.4467          | 0.8860    
3570-5695-0009.wav                       | 5.03         | 4.3868          | 0.8730    
3570-5694-0018.wav                       | 7.82         | 6.5620          | 0.8397    
3570-5696-0000.wav                       | 11.41        | 9.5934          | 0.8404    
3570-5694-0017.wav                       | 8.34         | 7.2056          | 0.8645    
3570-5694-0015.wav                       | 8.44         | 6.7071          | 0.7951    
3570-5695-0008.wav                       | 6.84         | 6.3589          | 0.9290    
3570-5694-0011.wav                       | 11.03        | 8.6860          | 0.7875    
3570-5695-0002.wav                       | 7.80         | 6.4938          | 0.8320    
3570-5695-0003.wav                       | 5.36         | 4.2311          | 0.7901    
3570-5695-0011.wav                       | 8.26         | 6.7532          | 0.8176    
3570-5695-0015.wav                       | 7.95         | 7.0803          | 0.8906    
3570-5694-0010.wav                       | 13.01        | 10.4231         | 0.8015    
3570-5694-0007.wav                       | 10.54        | 8.8103          | 0.8355    
3570-5694-0021.wav                       | 10.55        | 8.7983          | 0.8336    
3570-5694-0008.wav                       | 9.49         | 8.3864          | 0.8832    
5639-40744-0005.wav                      | 5.64         | 5.5553          | 0.9841    
3570-5696-0005.wav                       | 13.03        | 11.9401         | 0.9167    
1995-1826-0026.wav                       | 15.45        | 15.2370         | 0.9862    
5639-40744-0017.wav                      | 5.88         | 5.0888          | 0.8654    
3570-5695-0006.wav                       | 7.47         | 6.6883          | 0.8954    
3570-5694-0002.wav                       | 10.62        | 9.3283          | 0.8788    
3570-5694-0000.wav                       | 12.09        | 11.1379         | 0.9216    
3570-5694-0014.wav                       | 11.26        | 9.6168          | 0.8545    
3570-5694-0020.wav                       | 14.04        | 12.4891         | 0.8899    
3570-5695-0007.wav                       | 9.76         | 8.8642          | 0.9087    
3570-5694-0009.wav                       | 12.61        | 10.6658         | 0.8462    
3570-5694-0016.wav                       | 14.15        | 11.5251         | 0.8145    
3570-5695-0014.wav                       | 10.54        | 9.3713          | 0.8891    
5639-40744-0007.wav                      | 5.83         | 5.4420          | 0.9343    
5639-40744-0011.wav                      | 2.67         | 2.3075          | 0.8658    
3570-5694-0006.wav                       | 14.51        | 13.3893         | 0.9231    
5639-40744-0008.wav                      | 2.21         | 1.6795          | 0.7582    
3570-5696-0001.wav                       | 16.73        | 15.4697         | 0.9244    
5639-40744-0033.wav                      | 9.15         | 7.7504          | 0.8470    
3570-5695-0004.wav                       | 10.60        | 9.8506          | 0.9293    
3570-5694-0003.wav                       | 19.02        | 15.5458         | 0.8171    
1995-1836-0010.wav                       | 24.45        | 24.4105         | 0.9984    
5639-40744-0010.wav                      | 4.12         | 2.9191          | 0.7085    
5639-40744-0020.wav                      | 9.82         | 8.1323          | 0.8281    
5639-40744-0002.wav                      | 8.91         | 7.8587          | 0.8820    
3570-5695-0012.wav                       | 14.76        | 13.4074         | 0.9084    
3570-5695-0001.wav                       | 14.71        | 12.8100         | 0.8705    
5639-40744-0006.wav                      | 8.04         | 7.0342          | 0.8744    
5639-40744-0016.wav                      | 9.49         | 8.9650          | 0.9447    
7176-88083-0008.wav                      | 3.28         | 3.0548          | 0.9313    
5639-40744-0024.wav                      | 8.85         | 7.8261          | 0.8848    
5639-40744-0021.wav                      | 10.98        | 10.3440         | 0.9421    
5639-40744-0029.wav                      | 7.30         | 6.3315          | 0.8667    
7021-79730-0003.wav                      | 32.88        | 33.7108         | 1.0253    
5639-40744-0014.wav                      | 7.72         | 7.5176          | 0.9738    
5639-40744-0034.wav                      | 13.05        | 12.2288         | 0.9367    
5639-40744-0028.wav                      | 12.25        | 12.1863         | 0.9948    
5639-40744-0001.wav                      | 12.44        | 11.4694         | 0.9220    
5639-40744-0036.wav                      | 11.54        | 11.2508         | 0.9754    
5639-40744-0025.wav                      | 8.79         | 9.1778          | 1.0447    
5639-40744-0004.wav                      | 12.47        | 12.5123         | 1.0030    
5639-40744-0013.wav                      | 6.87         | 7.2164          | 1.0512    
5639-40744-0012.wav                      | 8.60         | 7.9211          | 0.9216    
7176-88083-0009.wav                      | 4.04         | 6.2262          | 1.5392    
7176-88083-0027.wav                      | 2.13         | 2.6899          | 1.2629    
7176-88083-0005.wav                      | 4.70         | 7.0230          | 1.4942    
7176-88083-0015.wav                      | 2.33         | 3.2861          | 1.4073    
5639-40744-0018.wav                      | 15.41        | 15.1392         | 0.9821    
5639-40744-0040.wav                      | 12.51        | 12.6980         | 1.0150    
7176-88083-0019.wav                      | 5.81         | 7.1366          | 1.2283    
5639-40744-0015.wav                      | 11.02        | 12.5759         | 1.1412    
5639-40744-0038.wav                      | 13.80        | 13.1787         | 0.9550    
7176-88083-0014.wav                      | 4.67         | 6.5361          | 1.3996    
7176-92135-0033.wav                      | 2.23         | 2.2778          | 1.0214    
7176-88083-0020.wav                      | 5.42         | 7.0467          | 1.3013    
5639-40744-0019.wav                      | 12.06        | 12.6820         | 1.0516    
7176-88083-0026.wav                      | 5.53         | 8.5937          | 1.5540    
7176-88083-0006.wav                      | 4.29         | 5.9373          | 1.3824    
5639-40744-0000.wav                      | 15.77        | 17.3961         | 1.1031    
7176-88083-0017.wav                      | 3.66         | 5.0243          | 1.3728    
7176-88083-0016.wav                      | 3.92         | 5.1837          | 1.3224    
7176-88083-0010.wav                      | 6.74         | 8.7116          | 1.2925    
7176-92135-0028.wav                      | 3.35         | 5.0399          | 1.5067    
7176-92135-0026.wav                      | 2.95         | 3.6828          | 1.2484    
7176-88083-0012.wav                      | 5.04         | 7.3305          | 1.4530    
7176-92135-0027.wav                      | 2.83         | 3.3836          | 1.1935    
7176-88083-0002.wav                      | 7.51         | 9.5605          | 1.2730    
3570-5696-0003.wav                       | 25.11        | 26.9481         | 1.0730    
7176-92135-0010.wav                      | 2.16         | 2.4346          | 1.1271    
3570-5695-0005.wav                       | 20.03        | 21.4205         | 1.0694    
7176-88083-0000.wav                      | 5.70         | 8.7117          | 1.5297    
5639-40744-0022.wav                      | 13.64        | 14.8599         | 1.0890    
1995-1836-0004.wav                       | 33.91        | 35.3098         | 1.0413    
7176-92135-0007.wav                      | 3.27         | 3.5745          | 1.0914    
7176-92135-0029.wav                      | 2.98         | 3.7557          | 1.2582    
7176-88083-0024.wav                      | 8.20         | 11.1181         | 1.3567    
7176-92135-0034.wav                      | 4.46         | 4.6327          | 1.0376    
7176-92135-0024.wav                      | 4.10         | 4.5408          | 1.1075    
7176-88083-0003.wav                      | 7.60         | 10.1149         | 1.3309    
7176-92135-0030.wav                      | 2.23         | 1.5459          | 0.6917    
5639-40744-0032.wav                      | 17.43        | 17.8189         | 1.0223    
7176-92135-0021.wav                      | 2.56         | 2.4579          | 0.9583    
5639-40744-0037.wav                      | 11.45        | 15.0445         | 1.3139    
7176-92135-0005.wav                      | 5.47         | 6.2257          | 1.1382    
7176-92135-0037.wav                      | 2.86         | 2.1444          | 0.7498    
5639-40744-0039.wav                      | 14.38        | 15.5407         | 1.0811    
7176-92135-0004.wav                      | 2.42         | 2.1261          | 0.8768    
5639-40744-0026.wav                      | 14.50        | 15.5012         | 1.0691    
7176-88083-0025.wav                      | 7.38         | 8.2636          | 1.1197    
7176-88083-0018.wav                      | 10.45        | 12.5830         | 1.2041    
7176-92135-0035.wav                      | 3.38         | 3.3359          | 0.9869    
7176-88083-0004.wav                      | 7.50         | 9.3796          | 1.2506    
7176-92135-0002.wav                      | 3.42         | 2.6986          | 0.7902    
5639-40744-0041.wav                      | 17.20        | 18.2550         | 1.0613    
7176-92135-0032.wav                      | 3.31         | 2.5771          | 0.7774    
5639-40744-0023.wav                      | 13.92        | 15.3629         | 1.1037    
7176-92135-0019.wav                      | 2.40         | 2.0351          | 0.8462    
7176-88083-0023.wav                      | 9.64         | 11.7684         | 1.2202    
7176-92135-0009.wav                      | 4.38         | 3.6804          | 0.8403    
7176-88083-0011.wav                      | 10.06        | 12.9434         | 1.2866    
7176-92135-0011.wav                      | 2.88         | 2.4218          | 0.8395    
7176-88083-0021.wav                      | 12.61        | 15.4216         | 1.2235    
7176-92135-0001.wav                      | 7.56         | 7.3995          | 0.9788    
7176-92135-0039.wav                      | 3.12         | 2.4681          | 0.7898    
7176-92135-0013.wav                      | 3.15         | 1.9172          | 0.6086    
7176-92135-0008.wav                      | 4.43         | 3.4525          | 0.7793    
7176-92135-0003.wav                      | 3.96         | 3.3994          | 0.8595    
7176-88083-0022.wav                      | 9.48         | 10.3959         | 1.0960    
7176-88083-0013.wav                      | 15.00        | 16.0296         | 1.0686    
7176-92135-0020.wav                      | 7.17         | 5.6475          | 0.7882    
5639-40744-0035.wav                      | 17.52        | 19.9705         | 1.1399    
7176-92135-0036.wav                      | 6.47         | 5.8539          | 0.9048    
7176-92135-0044.wav                      | 5.17         | 4.1374          | 0.7995    
7176-92135-0015.wav                      | 6.75         | 5.4185          | 0.8022    
7176-92135-0042.wav                      | 7.27         | 6.0932          | 0.8381    
7176-92135-0041.wav                      | 4.94         | 4.1701          | 0.8442    
7176-92135-0040.wav                      | 10.35        | 10.2330         | 0.9892    
7176-92135-0045.wav                      | 5.23         | 4.5647          | 0.8728    
7176-92135-0017.wav                      | 7.17         | 5.8084          | 0.8101    
7729-102255-0034.wav                     | 2.71         | 2.3167          | 0.8549    
7176-92135-0018.wav                      | 8.94         | 7.2658          | 0.8127    
7176-92135-0023.wav                      | 6.21         | 5.5978          | 0.9007    
7729-102255-0013.wav                     | 2.67         | 2.6099          | 0.9757    
7176-92135-0031.wav                      | 9.64         | 8.1045          | 0.8407    
7729-102255-0001.wav                     | 3.45         | 2.6025          | 0.7543    
7176-92135-0022.wav                      | 8.23         | 7.2242          | 0.8778    
7729-102255-0025.wav                     | 5.49         | 4.8569          | 0.8855    
5639-40744-0027.wav                      | 23.26        | 22.2510         | 0.9566    
7176-92135-0006.wav                      | 7.79         | 6.9943          | 0.8973    
7176-92135-0016.wav                      | 7.54         | 6.8741          | 0.9111    
7729-102255-0030.wav                     | 7.25         | 5.7598          | 0.7945    
7729-102255-0039.wav                     | 6.82         | 5.7738          | 0.8472    
5639-40744-0030.wav                      | 22.29        | 23.4188         | 1.0509    
7729-102255-0045.wav                     | 6.80         | 6.2953          | 0.9251    
7176-88083-0007.wav                      | 14.30        | 15.3236         | 1.0716    
7729-102255-0027.wav                     | 5.91         | 5.5910          | 0.9468    
7729-102255-0021.wav                     | 7.93         | 6.4682          | 0.8157    
7176-88083-0001.wav                      | 16.57        | 18.8485         | 1.1372    
7176-92135-0038.wav                      | 9.21         | 8.2536          | 0.8966    
7729-102255-0005.wav                     | 5.18         | 4.0482          | 0.7815    
5639-40744-0003.wav                      | 27.12        | 27.1519         | 1.0012    
7729-102255-0035.wav                     | 5.62         | 4.6039          | 0.8185    
7729-102255-0033.wav                     | 6.78         | 5.5507          | 0.8193    
7176-92135-0000.wav                      | 14.44        | 14.5547         | 1.0079    
7729-102255-0031.wav                     | 6.75         | 5.8709          | 0.8698    
7729-102255-0014.wav                     | 5.29         | 4.3702          | 0.8253    
7729-102255-0023.wav                     | 5.50         | 4.8160          | 0.8756    
7729-102255-0010.wav                     | 8.54         | 8.0649          | 0.9444    
7729-102255-0000.wav                     | 3.29         | 3.0752          | 0.9361    
7176-92135-0025.wav                      | 15.74        | 13.8229         | 0.8782    
7729-102255-0012.wav                     | 4.08         | 3.2603          | 0.8001    
121-121726-0005.wav                      | 3.10         | 3.1276          | 1.0089    
121-121726-0013.wav                      | 2.49         | 2.1067          | 0.8461    
7176-92135-0043.wav                      | 13.28        | 11.9490         | 0.8998    
7729-102255-0007.wav                     | 11.53        | 9.9999          | 0.8673    
7729-102255-0043.wav                     | 11.04        | 10.2466         | 0.9286    
121-121726-0002.wav                      | 4.41         | 3.8184          | 0.8659    
7729-102255-0016.wav                     | 11.61        | 10.0136         | 0.8625    
121-127105-0004.wav                      | 2.11         | 1.3684          | 0.6485    
121-121726-0014.wav                      | 3.17         | 2.6039          | 0.8227    
7729-102255-0018.wav                     | 11.35        | 10.1865         | 0.8975    
7729-102255-0002.wav                     | 8.30         | 6.8005          | 0.8193    
121-127105-0014.wav                      | 2.25         | 1.5260          | 0.6767    
7729-102255-0029.wav                     | 7.06         | 5.7274          | 0.8113    
7729-102255-0020.wav                     | 10.97        | 10.7823         | 0.9824    
121-121726-0004.wav                      | 4.02         | 3.4665          | 0.8623    
121-127105-0009.wav                      | 2.29         | 1.7738          | 0.7746    
7729-102255-0038.wav                     | 7.92         | 6.8518          | 0.8651    
7729-102255-0036.wav                     | 7.71         | 6.6586          | 0.8642    
121-121726-0006.wav                      | 3.90         | 2.9685          | 0.7621    
121-121726-0011.wav                      | 4.04         | 3.4283          | 0.8496    
121-121726-0012.wav                      | 4.04         | 3.4542          | 0.8539    
5639-40744-0031.wav                      | 28.42        | 28.4623         | 1.0015    
7176-92135-0014.wav                      | 16.02        | 13.8204         | 0.8627    
121-121726-0001.wav                      | 5.92         | 4.6250          | 0.7806    
7729-102255-0028.wav                     | 9.60         | 8.7007          | 0.9063    
7729-102255-0042.wav                     | 9.22         | 7.9270          | 0.8593    
121-127105-0018.wav                      | 2.77         | 2.3900          | 0.8628    
121-121726-0008.wav                      | 4.99         | 4.1967          | 0.8410    
7729-102255-0037.wav                     | 11.02        | 9.3676          | 0.8501    
121-127105-0017.wav                      | 2.69         | 2.5290          | 0.9384    
121-127105-0006.wav                      | 4.72         | 4.0671          | 0.8608    
7729-102255-0019.wav                     | 8.93         | 8.0632          | 0.9029    
121-121726-0009.wav                      | 7.26         | 6.4456          | 0.8878    
7729-102255-0024.wav                     | 10.23        | 9.9169          | 0.9694    
121-127105-0032.wav                      | 3.17         | 2.9072          | 0.9171    
7176-92135-0012.wav                      | 16.40        | 15.0618         | 0.9184    
121-127105-0015.wav                      | 2.96         | 2.2995          | 0.7769    
7729-102255-0015.wav                     | 14.99        | 13.2327         | 0.8828    
121-127105-0010.wav                      | 2.85         | 2.5757          | 0.9037    
121-121726-0000.wav                      | 8.46         | 7.6498          | 0.9042    
7729-102255-0044.wav                     | 17.11        | 14.6079         | 0.8540    
121-121726-0007.wav                      | 6.73         | 5.8048          | 0.8625    
121-121726-0003.wav                      | 6.75         | 5.8968          | 0.8730    
121-127105-0021.wav                      | 2.00         | 1.5152          | 0.7576    
121-127105-0030.wav                      | 2.17         | 1.8106          | 0.8325    
7729-102255-0022.wav                     | 11.79        | 10.6743         | 0.9050    
121-127105-0012.wav                      | 4.83         | 4.3259          | 0.8956    
121-127105-0016.wav                      | 2.03         | 1.6986          | 0.8367    
121-127105-0033.wav                      | 2.35         | 2.1739          | 0.9231    
121-127105-0019.wav                      | 3.52         | 3.1269          | 0.8871    
121-127105-0008.wav                      | 2.76         | 2.1331          | 0.7729    
7729-102255-0040.wav                     | 11.76        | 10.2100         | 0.8682    
121-121726-0010.wav                      | 9.81         | 7.9367          | 0.8090    
7729-102255-0006.wav                     | 17.00        | 14.9705         | 0.8804    
7729-102255-0041.wav                     | 12.41        | 10.6614         | 0.8588    
121-127105-0036.wav                      | 4.15         | 3.2949          | 0.7939    
121-123852-0001.wav                      | 1.87         | 1.3623          | 0.7285    
121-127105-0013.wav                      | 5.89         | 5.4691          | 0.9277    
121-127105-0028.wav                      | 6.75         | 5.6126          | 0.8315    
121-127105-0005.wav                      | 5.82         | 4.9960          | 0.8584    
7729-102255-0026.wav                     | 15.06        | 14.1829         | 0.9418    
121-127105-0002.wav                      | 7.50         | 6.6118          | 0.8822    
121-127105-0022.wav                      | 5.08         | 4.0458          | 0.7972    
7729-102255-0017.wav                     | 15.11        | 12.6872         | 0.8397    
8463-287645-0008.wav                     | 3.33         | 2.5765          | 0.7749    
121-127105-0001.wav                      | 5.03         | 4.1904          | 0.8339    
7729-102255-0003.wav                     | 19.81        | 16.6882         | 0.8426    
121-127105-0011.wav                      | 5.78         | 4.5759          | 0.7917    
8463-287645-0014.wav                     | 3.02         | 2.1618          | 0.7158    
121-127105-0007.wav                      | 5.79         | 4.3731          | 0.7553    
8463-287645-0009.wav                     | 3.71         | 3.1799          | 0.8571    
121-127105-0034.wav                      | 7.41         | 5.9469          | 0.8025    
121-127105-0003.wav                      | 7.72         | 6.4053          | 0.8292    
7729-102255-0046.wav                     | 19.95        | 18.4159         | 0.9233    
121-127105-0029.wav                      | 7.31         | 6.5440          | 0.8952    
121-127105-0031.wav                      | 10.77        | 9.4389          | 0.8768    
8463-287645-0001.wav                     | 3.54         | 2.7969          | 0.7890    
121-127105-0026.wav                      | 7.53         | 6.9329          | 0.9207    
7729-102255-0009.wav                     | 18.56        | 15.8703         | 0.8551    
8463-287645-0010.wav                     | 4.33         | 3.3976          | 0.7856    
8463-294825-0011.wav                     | 2.18         | 1.7611          | 0.8079    
8463-294825-0014.wav                     | 2.42         | 1.9840          | 0.8215    
8463-287645-0012.wav                     | 5.42         | 4.3271          | 0.7976    
8463-287645-0000.wav                     | 4.73         | 4.0994          | 0.8667    
8463-294825-0015.wav                     | 3.25         | 2.3741          | 0.7305    
7729-102255-0032.wav                     | 20.28        | 17.8796         | 0.8816    
8463-294825-0018.wav                     | 2.94         | 2.1081          | 0.7182    
7729-102255-0004.wav                     | 20.16        | 17.0041         | 0.8437    
8463-287645-0013.wav                     | 6.67         | 6.0616          | 0.9095    
8463-294825-0017.wav                     | 2.35         | 1.9841          | 0.8443    
