nohup: ignoring input
------------------------------------------------------------
模式: 并行评测 (线程数: 6)
模型: medium.en | Device: cuda
模型加载完成。
正在扫描数据集...
共找到 2620 个 wav 文件。
------------------------------------------------------------
Filename                       | Audio(s) | Cost(s)  | RTF   
1995-1826-0002.wav             | 4.61     | 4.3761   | 0.9503
1995-1826-0026.wav             | 15.45    | 12.5158  | 0.8101
1995-1826-0011.wav             | 8.94     | 8.1702   | 0.9139
1995-1826-0019.wav             | 5.25     | 4.8818   | 0.9299
3570-5696-0004.wav             | 4.70     | 4.3824   | 0.9324
1995-1826-0024.wav             | 5.09     | 7.1781   | 1.4088
3570-5696-0006.wav             | 4.16     | 5.7355   | 1.3787
3570-5696-0002.wav             | 7.51     | 7.1251   | 0.9488
3570-5696-0008.wav             | 7.26     | 7.1360   | 0.9829
3570-5696-0000.wav             | 11.41    | 10.1478  | 0.8890
3570-5696-0009.wav             | 8.86     | 7.5284   | 0.8497
3570-5696-0007.wav             | 9.50     | 7.6717   | 0.8075
3570-5696-0001.wav             | 16.73    | 13.0479  | 0.7797
3570-5696-0010.wav             | 7.57     | 6.1230   | 0.8089
3570-5696-0003.wav             | 25.11    | 21.7596  | 0.8664
3570-5694-0012.wav             | 3.21     | 3.2751   | 1.0219
3570-5696-0005.wav             | 13.03    | 10.1406  | 0.7785
3570-5694-0013.wav             | 5.61     | 4.6721   | 0.8328
3570-5694-0019.wav             | 3.75     | 3.2963   | 0.8778
3570-5694-0020.wav             | 14.04    | 10.8249  | 0.7713
3570-5694-0003.wav             | 19.02    | 14.0320  | 0.7376
3570-5694-0005.wav             | 8.40     | 6.6629   | 0.7927
3570-5694-0010.wav             | 13.01    | 10.1574  | 0.7810
3570-5694-0011.wav             | 11.03    | 8.7086   | 0.7895
3570-5694-0022.wav             | 4.29     | 4.0566   | 0.9445
3570-5694-0006.wav             | 14.51    | 10.5273  | 0.7258
3570-5694-0018.wav             | 7.82     | 7.4567   | 0.9541
3570-5694-0001.wav             | 5.67     | 6.5808   | 1.1596
3570-5694-0017.wav             | 8.34     | 9.4269   | 1.1310
3570-5694-0000.wav             | 12.09    | 14.3372  | 1.1864
3570-5694-0016.wav             | 14.15    | 15.7122  | 1.1104
3570-5694-0007.wav             | 10.54    | 12.1227  | 1.1496
3570-5694-0004.wav             | 5.33     | 6.5851   | 1.2355
3570-5694-0021.wav             | 10.55    | 10.6573  | 1.0097
3570-5694-0015.wav             | 8.44     | 8.3219   | 0.9866
3570-5694-0009.wav             | 12.61    | 12.0472  | 0.9557
3570-5694-0014.wav             | 11.26    | 9.1911   | 0.8166
3570-5694-0002.wav             | 10.62    | 8.5593   | 0.8063
3570-5695-0010.wav             | 4.67     | 5.6518   | 1.2115
3570-5695-0008.wav             | 6.84     | 6.8861   | 1.0060
3570-5694-0008.wav             | 9.49     | 9.0052   | 0.9484
3570-5695-0011.wav             | 8.26     | 8.3731   | 1.0137
3570-5695-0013.wav             | 4.64     | 4.1381   | 0.8918
3570-5695-0002.wav             | 7.80     | 8.6039   | 1.1024
3570-5695-0015.wav             | 7.95     | 6.1166   | 0.7694
3570-5695-0009.wav             | 5.03     | 4.5972   | 0.9149
3570-5695-0007.wav             | 9.76     | 7.4450   | 0.7632
3570-5695-0012.wav             | 14.76    | 11.6752  | 0.7910
3570-5695-0000.wav             | 4.83     | 3.9466   | 0.8171
3570-5695-0014.wav             | 10.54    | 8.1199   | 0.7704
3570-5695-0003.wav             | 5.36     | 7.7111   | 1.4400
3570-5695-0001.wav             | 14.71    | 13.6481  | 0.9275
5639-40744-0009.wav            | 2.38     | 4.8287   | 2.0331
3570-5695-0006.wav             | 7.47     | 8.9600   | 1.1995
3570-5695-0004.wav             | 10.60    | 10.9430  | 1.0324
5639-40744-0017.wav            | 5.88     | 3.9438   | 0.6707
5639-40744-0005.wav            | 5.64     | 5.6745   | 1.0052
3570-5695-0005.wav             | 20.03    | 25.1139  | 1.2538
5639-40744-0034.wav            | 13.05    | 15.7522  | 1.2066
5639-40744-0028.wav            | 12.25    | 16.3964  | 1.3385
5639-40744-0021.wav            | 10.98    | 19.9586  | 1.8177
5639-40744-0033.wav            | 9.15     | 18.8802  | 2.0634
5639-40744-0018.wav            | 15.41    | 24.6486  | 1.5990
5639-40744-0007.wav            | 5.83     | 6.9503   | 1.1932
5639-40744-0001.wav            | 12.44    | 16.7336  | 1.3451
5639-40744-0016.wav            | 9.49     | 16.7678  | 1.7669
5639-40744-0000.wav            | 15.77    | 20.1429  | 1.2773
5639-40744-0004.wav            | 12.47    | 11.8471  | 0.9497
5639-40744-0020.wav            | 9.82     | 9.3549   | 0.9526
5639-40744-0002.wav            | 8.91     | 7.4186   | 0.8326
5639-40744-0036.wav            | 11.54    | 11.8797  | 1.0299
5639-40744-0024.wav            | 8.85     | 9.1538   | 1.0349
5639-40744-0038.wav            | 13.80    | 14.1272  | 1.0237
5639-40744-0040.wav            | 12.51    | 13.6245  | 1.0891
5639-40744-0032.wav            | 17.43    | 23.8964  | 1.3710
5639-40744-0006.wav            | 8.04     | 14.8704  | 1.8484
5639-40744-0003.wav            | 27.12    | 31.3684  | 1.1567
5639-40744-0015.wav            | 11.02    | 17.7654  | 1.6121
5639-40744-0025.wav            | 8.79     | 7.2277   | 0.8227
5639-40744-0019.wav            | 12.06    | 12.4764  | 1.0345
5639-40744-0041.wav            | 17.20    | 24.9452  | 1.4503
5639-40744-0014.wav            | 7.72     | 11.9017  | 1.5417
5639-40744-0011.wav            | 2.67     | 5.5157   | 2.0697
5639-40744-0030.wav            | 22.29    | 30.6041  | 1.3733
5639-40744-0029.wav            | 7.30     | 6.5709   | 0.8995
5639-40744-0035.wav            | 17.52    | 27.0663  | 1.5449
5639-40744-0022.wav            | 13.64    | 21.5246  | 1.5775
5639-40744-0037.wav            | 11.45    | 18.4735  | 1.6134
5639-40744-0027.wav            | 23.26    | 32.1070  | 1.3804
5639-40744-0008.wav            | 2.21     | 2.0805   | 0.9393
5639-40744-0039.wav            | 14.38    | 18.9355  | 1.3173
5639-40744-0010.wav            | 4.12     | 4.1056   | 0.9965
5639-40744-0012.wav            | 8.60     | 6.9367   | 0.8071
5639-40744-0013.wav            | 6.87     | 5.5124   | 0.8030
7176-88083-0008.wav            | 3.28     | 3.4863   | 1.0629
5639-40744-0026.wav            | 14.50    | 11.9820  | 0.8263
7176-88083-0009.wav            | 4.04     | 4.2504   | 1.0508
5639-40744-0023.wav            | 13.92    | 10.3365  | 0.7426
7176-88083-0005.wav            | 4.70     | 4.4147   | 0.9393
7176-88083-0021.wav            | 12.61    | 10.2202  | 0.8108
7176-88083-0019.wav            | 5.81     | 5.1490   | 0.8862
5639-40744-0031.wav            | 28.42    | 29.4833  | 1.0374
7176-88083-0024.wav            | 8.20     | 7.0939   | 0.8656
7176-88083-0026.wav            | 5.53     | 5.1460   | 0.9306
7176-88083-0018.wav            | 10.45    | 8.9592   | 0.8573
7176-88083-0013.wav            | 15.00    | 14.4191  | 0.9613
7176-88083-0002.wav            | 7.51     | 7.5888   | 1.0105
7176-88083-0011.wav            | 10.06    | 9.6561   | 0.9598
7176-88083-0010.wav            | 6.74     | 5.1271   | 0.7607
7176-88083-0014.wav            | 4.67     | 6.6153   | 1.4165
7176-88083-0020.wav            | 5.42     | 5.8432   | 1.0791
7176-88083-0027.wav            | 2.13     | 6.0355   | 2.8336
7176-88083-0003.wav            | 7.60     | 10.0042  | 1.3163
7176-88083-0000.wav            | 5.70     | 8.5769   | 1.5060
7176-88083-0012.wav            | 5.04     | 8.6464   | 1.7139
7176-88083-0015.wav            | 2.33     | 2.1458   | 0.9190
7176-88083-0023.wav            | 9.64     | 11.6607  | 1.2090
7176-88083-0004.wav            | 7.50     | 6.6042   | 0.8806
7176-88083-0006.wav            | 4.29     | 4.4341   | 1.0324
7176-88083-0001.wav            | 16.57    | 17.4291  | 1.0515
7176-88083-0016.wav            | 3.92     | 3.4115   | 0.8703
7176-88083-0025.wav            | 7.38     | 6.4446   | 0.8732
7176-88083-0017.wav            | 3.66     | 3.6956   | 1.0097
7176-92135-0033.wav            | 2.23     | 2.2901   | 1.0270
7176-92135-0028.wav            | 3.35     | 3.5930   | 1.0741
7176-92135-0026.wav            | 2.95     | 2.5340   | 0.8590
7176-88083-0007.wav            | 14.30    | 11.4801  | 0.8028
7176-88083-0022.wav            | 9.48     | 7.9655   | 0.8398
7176-92135-0005.wav            | 5.47     | 4.8616   | 0.8888
7176-92135-0001.wav            | 7.56     | 6.1208   | 0.8096
7176-92135-0024.wav            | 4.10     | 2.7800   | 0.6781
7176-92135-0027.wav            | 2.83     | 2.7911   | 0.9845
7176-92135-0034.wav            | 4.46     | 4.1073   | 0.9199
7176-92135-0010.wav            | 2.16     | 1.3479   | 0.6240
7176-92135-0029.wav            | 2.98     | 2.7890   | 0.9343
7176-92135-0007.wav            | 3.27     | 4.3288   | 1.3218
7176-92135-0040.wav            | 10.35    | 9.3836   | 0.9071
7176-92135-0021.wav            | 2.56     | 3.7505   | 1.4622
7176-92135-0035.wav            | 3.38     | 4.2947   | 1.2706
7176-92135-0000.wav            | 14.44    | 12.5020  | 0.8658
7176-92135-0037.wav            | 2.86     | 2.7399   | 0.9580
7176-92135-0030.wav            | 2.23     | 2.8797   | 1.2884
7176-92135-0020.wav            | 7.17     | 5.8402   | 0.8151
7176-92135-0018.wav            | 8.94     | 6.7190   | 0.7516
7176-92135-0031.wav            | 9.64     | 7.5064   | 0.7787
7176-92135-0002.wav            | 3.42     | 3.2239   | 0.9440
7176-92135-0009.wav            | 4.38     | 3.9524   | 0.9024
7176-92135-0025.wav            | 15.74    | 12.3675  | 0.7857
7176-92135-0004.wav            | 2.42     | 2.6505   | 1.0930
7176-92135-0042.wav            | 7.27     | 5.3453   | 0.7353
7176-92135-0032.wav            | 3.31     | 3.4088   | 1.0283
7176-92135-0036.wav            | 6.47     | 5.3770   | 0.8311
7176-92135-0011.wav            | 2.88     | 2.7348   | 0.9479
7176-92135-0015.wav            | 6.75     | 5.4420   | 0.8056
7176-92135-0022.wav            | 8.23     | 6.8015   | 0.8264
7176-92135-0008.wav            | 4.43     | 4.0155   | 0.9064
7176-92135-0019.wav            | 2.40     | 2.5120   | 1.0445
7176-92135-0017.wav            | 7.17     | 6.0190   | 0.8395
7176-92135-0043.wav            | 13.28    | 10.1359  | 0.7632
7176-92135-0003.wav            | 3.96     | 3.2614   | 0.8246
7176-92135-0006.wav            | 7.79     | 6.1545   | 0.7895
7176-92135-0039.wav            | 3.12     | 3.5317   | 1.1301
7176-92135-0016.wav            | 7.54     | 6.3956   | 0.8477
7176-92135-0023.wav            | 6.21     | 5.7837   | 0.9306
7176-92135-0013.wav            | 3.15     | 2.6092   | 0.8283
7176-92135-0044.wav            | 5.17     | 4.8150   | 0.9304
7176-92135-0045.wav            | 5.23     | 4.7138   | 0.9013
7176-92135-0038.wav            | 9.21     | 7.5941   | 0.8250
7176-92135-0014.wav            | 16.02    | 12.4060  | 0.7744
7176-92135-0041.wav            | 4.94     | 4.0997   | 0.8299
7176-92135-0012.wav            | 16.40    | 12.4694  | 0.7603
7729-102255-0045.wav           | 6.80     | 6.4396   | 0.9463
7729-102255-0043.wav           | 11.04    | 9.2507   | 0.8383
7729-102255-0030.wav           | 7.25     | 6.4596   | 0.8910
7729-102255-0039.wav           | 6.82     | 5.9431   | 0.8721
7729-102255-0021.wav           | 7.93     | 6.4544   | 0.8139
7729-102255-0007.wav           | 11.53    | 9.0408   | 0.7841
7729-102255-0025.wav           | 5.49     | 8.5974   | 1.5674
7729-102255-0027.wav           | 5.91     | 8.6595   | 1.4665
7729-102255-0020.wav           | 10.97    | 12.8129  | 1.1675
7729-102255-0018.wav           | 11.35    | 14.6268  | 1.2887
7729-102255-0010.wav           | 8.54     | 7.7662   | 0.9094
7729-102255-0044.wav           | 17.11    | 17.5098  | 1.0237
7729-102255-0016.wav           | 11.61    | 9.3726   | 0.8073
7729-102255-0046.wav           | 19.95    | 19.8948  | 0.9975
7729-102255-0034.wav           | 2.71     | 2.6341   | 0.9720
7729-102255-0013.wav           | 2.67     | 2.6125   | 0.9766
7729-102255-0001.wav           | 3.45     | 3.3685   | 0.9764
7729-102255-0033.wav           | 6.78     | 11.0062  | 1.6245
7729-102255-0031.wav           | 6.75     | 12.3266  | 1.8262
7729-102255-0015.wav           | 14.99    | 18.8471  | 1.2573
7729-102255-0006.wav           | 17.00    | 20.7686  | 1.2213
7729-102255-0003.wav           | 19.81    | 23.3479  | 1.1789
7729-102255-0005.wav           | 5.18     | 10.3520  | 1.9985
7729-102255-0035.wav           | 5.62     | 11.6883  | 2.0779
7729-102255-0032.wav           | 20.28    | 27.9696  | 1.3792
7729-102255-0026.wav           | 15.06    | 18.4138  | 1.2227
7729-102255-0024.wav           | 10.23    | 13.6191  | 1.3313
7729-102255-0028.wav           | 9.60     | 11.0945  | 1.1557
7729-102255-0009.wav           | 18.56    | 22.9041  | 1.2341
7729-102255-0023.wav           | 5.50     | 5.9463   | 1.0812
7729-102255-0002.wav           | 8.30     | 10.4355  | 1.2573
7729-102255-0037.wav           | 11.02    | 12.9142  | 1.1719
7729-102255-0004.wav           | 20.16    | 26.1535  | 1.2976
7729-102255-0038.wav           | 7.92     | 13.4801  | 1.7020
7729-102255-0014.wav           | 5.29     | 14.3473  | 2.7096
7729-102255-0022.wav           | 11.79    | 17.4152  | 1.4765
7729-102255-0011.wav           | 20.36    | 24.4024  | 1.1988
7729-102255-0029.wav           | 7.06     | 9.1169   | 1.2913
7729-102255-0017.wav           | 15.11    | 22.2723  | 1.4740
7729-102255-0036.wav           | 7.71     | 9.5004   | 1.2330
7729-102255-0042.wav           | 9.22     | 10.2600  | 1.1122
7729-102255-0019.wav           | 8.93     | 11.0110  | 1.2330
7729-102255-0012.wav           | 4.08     | 5.8927   | 1.4461
7729-102255-0000.wav           | 3.29     | 5.2860   | 1.6091
121-121726-0005.wav            | 3.10     | 7.5431   | 2.4333
7729-102255-0041.wav           | 12.41    | 14.3953  | 1.1595
121-121726-0002.wav            | 4.41     | 7.3536   | 1.6675
121-121726-0013.wav            | 2.49     | 2.9979   | 1.2040
7729-102255-0040.wav           | 11.76    | 16.5256  | 1.4052
121-121726-0000.wav            | 8.46     | 11.0770  | 1.3093
121-121726-0009.wav            | 7.26     | 6.7844   | 0.9345
121-121726-0001.wav            | 5.92     | 5.4161   | 0.9141
7729-102255-0008.wav           | 19.07    | 20.5431  | 1.0775
121-121726-0014.wav            | 3.17     | 3.8225   | 1.2078
121-121726-0004.wav            | 4.02     | 5.1458   | 1.2801
121-121726-0012.wav            | 4.04     | 4.1932   | 1.0366
121-121726-0011.wav            | 4.04     | 4.1279   | 1.0230
121-121726-0010.wav            | 9.81     | 11.4069  | 1.1628
121-121726-0008.wav            | 4.99     | 6.5850   | 1.3196
121-121726-0006.wav            | 3.90     | 6.4416   | 1.6538
121-121726-0003.wav            | 6.75     | 7.8028   | 1.1551
121-127105-0004.wav            | 2.11     | 2.6660   | 1.2635
121-127105-0014.wav            | 2.25     | 2.6403   | 1.1709
121-121726-0007.wav            | 6.73     | 7.9268   | 1.1778
121-127105-0006.wav            | 4.72     | 3.9457   | 0.8351
121-127105-0009.wav            | 2.29     | 2.6530   | 1.1585
121-127105-0018.wav            | 2.77     | 2.6414   | 0.9536
121-127105-0012.wav            | 4.83     | 4.0200   | 0.8323
121-127105-0031.wav            | 10.77    | 7.7846   | 0.7231
121-127105-0024.wav            | 14.45    | 13.2247  | 0.9152
121-127105-0032.wav            | 3.17     | 3.3964   | 1.0714
121-127105-0017.wav            | 2.69     | 2.6793   | 0.9942
121-127105-0002.wav            | 7.50     | 6.0993   | 0.8138
121-127105-0035.wav            | 14.15    | 10.8429  | 0.7663
121-127105-0028.wav            | 6.75     | 5.8250   | 0.8630
121-127105-0015.wav            | 2.96     | 4.5089   | 1.5233
121-127105-0013.wav            | 5.89     | 6.5986   | 1.1194
121-127105-0020.wav            | 14.36    | 12.0379  | 0.8386
121-127105-0027.wav            | 13.87    | 12.5137  | 0.9022
121-127105-0023.wav            | 10.91    | 10.0189  | 0.9183
121-127105-0025.wav            | 16.07    | 14.1383  | 0.8801
121-127105-0010.wav            | 2.85     | 2.6834   | 0.9415
121-127105-0019.wav            | 3.52     | 3.5659   | 1.0116
121-127105-0029.wav            | 7.31     | 6.1473   | 0.8409
121-127105-0003.wav            | 7.72     | 6.2458   | 0.8085
121-127105-0005.wav            | 5.82     | 5.2949   | 0.9098
121-127105-0026.wav            | 7.53     | 6.1412   | 0.8156
121-127105-0033.wav            | 2.35     | 1.9359   | 0.8221
121-127105-0030.wav            | 2.17     | 2.5739   | 1.1834
121-127105-0034.wav            | 7.41     | 6.5119   | 0.8788
121-127105-0016.wav            | 2.03     | 3.6793   | 1.8125
121-127105-0036.wav            | 4.15     | 6.5209   | 1.5713
121-127105-0021.wav            | 2.00     | 7.7278   | 3.8639
121-127105-0011.wav            | 5.78     | 10.8520  | 1.8775
121-127105-0008.wav            | 2.76     | 7.9725   | 2.8886
121-127105-0022.wav            | 5.08     | 10.3589  | 2.0412
121-127105-0001.wav            | 5.03     | 10.4535  | 2.0803
121-127105-0007.wav            | 5.79     | 4.6816   | 0.8086
121-127105-0000.wav            | 9.88     | 10.6556  | 1.0791
121-123859-0003.wav            | 10.82    | 8.1711   | 0.7548
121-123859-0004.wav            | 9.51     | 7.3349   | 0.7717
121-123859-0000.wav            | 17.39    | 12.8924  | 0.7414
121-123852-0001.wav            | 1.87     | 4.2524   | 2.2740
121-123852-0004.wav            | 16.29    | 14.7106  | 0.9030
121-123859-0001.wav            | 25.39    | 23.9258  | 0.9421
8463-287645-0008.wav           | 3.33     | 5.1422   | 1.5465
121-123852-0002.wav            | 17.29    | 16.8941  | 0.9774
8463-287645-0009.wav           | 3.71     | 3.6399   | 0.9811
121-123859-0002.wav            | 30.04    | 26.9337  | 0.8966
121-123852-0003.wav            | 23.50    | 20.8826  | 0.8884
8463-287645-0014.wav           | 3.02     | 2.4395   | 0.8078
121-123852-0000.wav            | 17.70    | 15.1557  | 0.8565
8463-287645-0013.wav           | 6.67     | 7.1065   | 1.0662
8463-287645-0012.wav           | 5.42     | 4.7080   | 0.8678
8463-287645-0010.wav           | 4.33     | 4.0860   | 0.9448
8463-287645-0000.wav           | 4.73     | 4.0024   | 0.8462
8463-287645-0001.wav           | 3.54     | 3.4207   | 0.9649
8463-287645-0004.wav           | 6.10     | 5.3850   | 0.8828
8463-287645-0005.wav           | 15.97    | 13.4863  | 0.8442
8463-287645-0006.wav           | 7.71     | 9.6492   | 1.2515
8463-287645-0003.wav           | 7.91     | 10.2379  | 1.2951
8463-287645-0002.wav           | 12.92    | 14.6393  | 1.1331
8463-287645-0011.wav           | 6.38     | 9.5467   | 1.4963
8463-294825-0010.wav           | 4.58     | 4.5616   | 0.9960
8463-294825-0014.wav           | 2.42     | 2.6210   | 1.0853
8463-294825-0011.wav           | 2.18     | 2.6019   | 1.1936
8463-294825-0015.wav           | 3.25     | 3.1974   | 0.9838
8463-294825-0002.wav           | 10.56    | 9.9728   | 0.9444
8463-294825-0008.wav           | 3.98     | 3.2236   | 0.8100
8463-287645-0007.wav           | 21.50    | 19.2808  | 0.8968
8463-294825-0018.wav           | 2.94     | 2.5434   | 0.8666
8463-294825-0005.wav           | 7.70     | 5.8788   | 0.7635
8463-294825-0006.wav           | 11.13    | 8.4051   | 0.7548
8463-294825-0003.wav           | 9.94     | 7.1539   | 0.7201
