nohup: ignoring input
------------------------------------------------------------
正在初始化 AI 引擎 (ASR + NLP)...
正在加载标点模型: oliverguhr/fullstop-punctuation-multilang-large ...
Device set to use cuda:0
所有模型加载完成。
------------------------------------------------------------
开始遍历数据集: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean
文件名                                      | 音频时长(s)      | 完整生成耗时(s)       | 实时率(RTF)  
7021-79730-0006.wav                      | 11.34        | 1.1714          | 0.1033    
7021-79730-0004.wav                      | 17.95        | 1.8760          | 0.1045    
7021-79730-0005.wav                      | 8.01         | 0.7988          | 0.0997    
7021-79730-0007.wav                      | 12.46        | 1.2710          | 0.1020    
7021-79730-0002.wav                      | 2.69         | 0.2706          | 0.1006    
7021-79730-0003.wav                      | 32.88        | 3.3677          | 0.1024    
7021-79730-0001.wav                      | 11.49        | 1.1970          | 0.1042    
7021-79730-0000.wav                      | 2.44         | 0.2507          | 0.1027    
7021-79730-0009.wav                      | 12.59        | 1.3100          | 0.1041    
7021-79730-0008.wav                      | 11.77        | 1.2002          | 0.1020    
1995-1837-0009.wav                       | 3.76         | 0.3764          | 0.1001    
1995-1837-0019.wav                       | 5.38         | 0.5467          | 0.1016    
1995-1837-0023.wav                       | 16.96        | 1.7376          | 0.1024    
1995-1837-0022.wav                       | 3.42         | 0.3417          | 0.1001    
1995-1837-0010.wav                       | 3.48         | 0.3503          | 0.1007    
1995-1837-0027.wav                       | 6.71         | 0.6688          | 0.0998    
1995-1837-0006.wav                       | 2.96         | 0.3163          | 0.1070    
1995-1837-0011.wav                       | 3.38         | 0.3463          | 0.1026    
1995-1837-0025.wav                       | 9.51         | 0.9763          | 0.1027    
1995-1837-0003.wav                       | 7.36         | 0.7376          | 0.1002    
1995-1837-0028.wav                       | 2.34         | 0.2411          | 0.1030    
1995-1837-0013.wav                       | 3.19         | 0.3165          | 0.0991    
1995-1837-0015.wav                       | 4.49         | 0.4491          | 0.1001    
1995-1837-0002.wav                       | 2.79         | 0.2903          | 0.1041    
1995-1837-0007.wav                       | 8.80         | 0.8772          | 0.0997    
1995-1837-0016.wav                       | 7.19         | 0.7327          | 0.1019    
1995-1837-0001.wav                       | 8.73         | 0.9035          | 0.1035    
1995-1837-0024.wav                       | 5.38         | 0.5361          | 0.0996    
1995-1837-0004.wav                       | 6.36         | 0.6221          | 0.0978    
1995-1837-0005.wav                       | 2.63         | 0.2747          | 0.1043    
1995-1837-0026.wav                       | 8.10         | 0.8276          | 0.1022    
1995-1837-0029.wav                       | 5.58         | 0.5783          | 0.1036    
1995-1837-0000.wav                       | 3.87         | 0.3763          | 0.0974    
1995-1837-0018.wav                       | 12.82        | 1.3055          | 0.1018    
1995-1837-0017.wav                       | 3.10         | 0.3040          | 0.0981    
1995-1837-0020.wav                       | 3.21         | 0.3052          | 0.0951    
1995-1837-0008.wav                       | 1.96         | 0.1772          | 0.0906    
1995-1837-0014.wav                       | 12.46        | 1.3136          | 0.1054    
1995-1837-0012.wav                       | 8.24         | 0.8312          | 0.1008    
1995-1837-0021.wav                       | 3.09         | 0.3035          | 0.0982    
1995-1836-0002.wav                       | 2.31         | 0.2371          | 0.1024    
1995-1836-0008.wav                       | 6.99         | 0.7223          | 0.1034    
1995-1836-0006.wav                       | 7.71         | 0.7650          | 0.0992    
1995-1836-0009.wav                       | 6.71         | 0.6876          | 0.1025    
1995-1836-0005.wav                       | 10.90        | 1.0780          | 0.0989    
1995-1836-0011.wav                       | 4.71         | 0.4671          | 0.0993    
1995-1836-0003.wav                       | 7.96         | 0.7753          | 0.0973    
1995-1836-0010.wav                       | 24.45        | 2.4521          | 0.1003    
1995-1836-0013.wav                       | 5.30         | 0.5308          | 0.1001    
1995-1836-0012.wav                       | 3.69         | 0.3676          | 0.0995    
1995-1836-0004.wav                       | 33.91        | 3.4369          | 0.1014    
1995-1836-0007.wav                       | 3.44         | 0.3438          | 0.1001    
1995-1836-0000.wav                       | 8.96         | 0.8976          | 0.1002    
1995-1836-0014.wav                       | 9.04         | 0.9634          | 0.1065    
1995-1836-0001.wav                       | 6.00         | 0.6218          | 0.1036    
1995-1826-0009.wav                       | 7.57         | 0.7834          | 0.1035    
1995-1826-0003.wav                       | 3.09         | 0.3235          | 0.1047    
1995-1826-0022.wav                       | 4.75         | 0.4954          | 0.1044    
1995-1826-0005.wav                       | 5.12         | 0.5149          | 0.1005    
1995-1826-0010.wav                       | 2.44         | 0.2444          | 0.0999    
1995-1826-0023.wav                       | 8.14         | 0.8674          | 0.1066    
1995-1826-0001.wav                       | 10.17        | 1.0801          | 0.1062    
1995-1826-0013.wav                       | 8.77         | 0.9228          | 0.1052    
1995-1826-0007.wav                       | 7.06         | 0.7163          | 0.1015    
1995-1826-0004.wav                       | 3.04         | 0.3026          | 0.0997    
1995-1826-0000.wav                       | 9.48         | 0.9711          | 0.1024    
1995-1826-0016.wav                       | 5.90         | 0.5965          | 0.1011    
1995-1826-0012.wav                       | 6.18         | 0.6349          | 0.1027    
1995-1826-0014.wav                       | 2.50         | 0.2424          | 0.0970    
1995-1826-0008.wav                       | 2.90         | 0.2856          | 0.0986    
1995-1826-0025.wav                       | 3.29         | 0.3540          | 0.1074    
1995-1826-0021.wav                       | 11.41        | 1.1657          | 0.1022    
1995-1826-0026.wav                       | 15.45        | 1.5933          | 0.1031    
1995-1826-0020.wav                       | 6.12         | 0.6001          | 0.0981    
1995-1826-0017.wav                       | 6.14         | 0.5926          | 0.0964    
1995-1826-0018.wav                       | 5.01         | 0.5028          | 0.1004    
1995-1826-0015.wav                       | 3.55         | 0.3368          | 0.0949    
1995-1826-0011.wav                       | 8.94         | 0.8962          | 0.1002    
1995-1826-0006.wav                       | 2.46         | 0.2359          | 0.0961    
1995-1826-0002.wav                       | 4.61         | 0.4664          | 0.1013    
1995-1826-0019.wav                       | 5.25         | 0.5679          | 0.1082    
1995-1826-0024.wav                       | 5.09         | 0.5418          | 0.1063    
3570-5696-0003.wav                       | 25.11        | 2.6014          | 0.1036    
3570-5696-0004.wav                       | 4.70         | 0.4729          | 0.1006    
3570-5696-0006.wav                       | 4.16         | 0.4102          | 0.0986    
3570-5696-0000.wav                       | 11.41        | 1.1799          | 0.1034    
3570-5696-0002.wav                       | 7.51         | 0.7502          | 0.0999    
3570-5696-0008.wav                       | 7.26         | 0.7388          | 0.1018    
3570-5696-0001.wav                       | 16.73        | 1.7014          | 0.1017    
3570-5696-0009.wav                       | 8.86         | 0.9002          | 0.1016    
3570-5696-0007.wav                       | 9.50         | 0.9570          | 0.1007    
3570-5696-0005.wav                       | 13.03        | 1.3225          | 0.1015    
3570-5696-0010.wav                       | 7.57         | 0.7631          | 0.1008    
3570-5694-0003.wav                       | 19.02        | 1.9029          | 0.1000    
3570-5694-0020.wav                       | 14.04        | 1.4235          | 0.1014    
3570-5694-0012.wav                       | 3.21         | 0.3181          | 0.0993    
3570-5694-0013.wav                       | 5.61         | 0.5737          | 0.1023    
3570-5694-0019.wav                       | 3.75         | 0.3732          | 0.0994    
3570-5694-0010.wav                       | 13.01        | 1.3274          | 0.1021    
3570-5694-0005.wav                       | 8.40         | 0.8616          | 0.1025    
3570-5694-0006.wav                       | 14.51        | 1.4443          | 0.0996    
3570-5694-0011.wav                       | 11.03        | 1.0951          | 0.0993    
3570-5694-0000.wav                       | 12.09        | 1.1980          | 0.0991    
3570-5694-0016.wav                       | 14.15        | 1.4250          | 0.1007    
3570-5694-0022.wav                       | 4.29         | 0.4460          | 0.1038    
3570-5694-0018.wav                       | 7.82         | 0.7814          | 0.1000    
3570-5694-0001.wav                       | 5.67         | 0.5632          | 0.0992    
3570-5694-0017.wav                       | 8.34         | 0.8113          | 0.0973    
3570-5694-0007.wav                       | 10.54        | 1.0347          | 0.0981    
3570-5694-0021.wav                       | 10.55        | 1.0377          | 0.0983    
3570-5694-0009.wav                       | 12.61        | 1.2947          | 0.1027    
3570-5694-0004.wav                       | 5.33         | 0.5272          | 0.0989    
3570-5694-0015.wav                       | 8.44         | 0.8809          | 0.1044    
3570-5694-0014.wav                       | 11.26        | 1.1547          | 0.1026    
3570-5694-0002.wav                       | 10.62        | 1.0774          | 0.1015    
3570-5694-0008.wav                       | 9.49         | 0.9515          | 0.1002    
3570-5695-0008.wav                       | 6.84         | 0.7002          | 0.1023    
3570-5695-0010.wav                       | 4.67         | 0.4737          | 0.1015    
3570-5695-0011.wav                       | 8.26         | 0.8305          | 0.1005    
3570-5695-0002.wav                       | 7.80         | 0.7883          | 0.1010    
3570-5695-0012.wav                       | 14.76        | 1.4623          | 0.0991    
3570-5695-0015.wav                       | 7.95         | 0.7881          | 0.0991    
3570-5695-0013.wav                       | 4.64         | 0.4728          | 0.1019    
3570-5695-0007.wav                       | 9.76         | 1.0256          | 0.1051    
3570-5695-0009.wav                       | 5.03         | 0.5045          | 0.1004    
3570-5695-0001.wav                       | 14.71        | 1.5078          | 0.1025    
3570-5695-0014.wav                       | 10.54        | 1.1092          | 0.1052    
3570-5695-0000.wav                       | 4.83         | 0.4628          | 0.0958    
3570-5695-0005.wav                       | 20.03        | 2.0073          | 0.1002    
3570-5695-0004.wav                       | 10.60        | 1.0345          | 0.0976    
3570-5695-0006.wav                       | 7.47         | 0.7597          | 0.1017    
3570-5695-0003.wav                       | 5.36         | 0.5288          | 0.0988    
5639-40744-0009.wav                      | 2.38         | 0.2406          | 0.1013    
5639-40744-0005.wav                      | 5.64         | 0.5702          | 0.1010    
5639-40744-0017.wav                      | 5.88         | 0.6927          | 0.1178    
5639-40744-0034.wav                      | 13.05        | 1.3913          | 0.1066    
5639-40744-0028.wav                      | 12.25        | 1.2780          | 0.1043    
5639-40744-0018.wav                      | 15.41        | 1.5687          | 0.1018    
5639-40744-0021.wav                      | 10.98        | 1.1410          | 0.1039    
5639-40744-0033.wav                      | 9.15         | 0.9526          | 0.1041    
5639-40744-0000.wav                      | 15.77        | 1.6532          | 0.1048    
5639-40744-0001.wav                      | 12.44        | 1.2963          | 0.1042    
5639-40744-0016.wav                      | 9.49         | 0.9790          | 0.1032    
5639-40744-0004.wav                      | 12.47        | 1.2818          | 0.1027    
5639-40744-0007.wav                      | 5.83         | 0.5907          | 0.1014    
5639-40744-0020.wav                      | 9.82         | 0.9729          | 0.0991    
5639-40744-0002.wav                      | 8.91         | 0.8872          | 0.0996    
5639-40744-0036.wav                      | 11.54        | 1.0279          | 0.0891    
5639-40744-0003.wav                      | 27.12        | 2.7455          | 0.1012    
5639-40744-0038.wav                      | 13.80        | 1.4243          | 0.1032    
5639-40744-0032.wav                      | 17.43        | 1.8166          | 0.1042    
5639-40744-0040.wav                      | 12.51        | 1.2891          | 0.1030    
5639-40744-0024.wav                      | 8.85         | 0.9268          | 0.1048    
5639-40744-0006.wav                      | 8.04         | 0.8104          | 0.1007    
5639-40744-0015.wav                      | 11.02        | 1.1347          | 0.1030    
5639-40744-0041.wav                      | 17.20        | 1.7632          | 0.1025    
5639-40744-0030.wav                      | 22.29        | 2.2517          | 0.1010    
5639-40744-0025.wav                      | 8.79         | 0.9073          | 0.1033    
5639-40744-0019.wav                      | 12.06        | 1.2278          | 0.1018    
5639-40744-0014.wav                      | 7.72         | 0.7684          | 0.0995    
5639-40744-0027.wav                      | 23.26        | 2.3818          | 0.1024    
5639-40744-0035.wav                      | 17.52        | 1.8106          | 0.1033    
5639-40744-0011.wav                      | 2.67         | 0.2769          | 0.1039    
5639-40744-0022.wav                      | 13.64        | 1.3906          | 0.1019    
5639-40744-0029.wav                      | 7.30         | 0.7350          | 0.1006    
5639-40744-0037.wav                      | 11.45        | 1.1651          | 0.1018    
5639-40744-0039.wav                      | 14.38        | 1.4313          | 0.0996    
5639-40744-0031.wav                      | 28.42        | 2.9072          | 0.1023    
5639-40744-0026.wav                      | 14.50        | 1.4573          | 0.1005    
5639-40744-0012.wav                      | 8.60         | 0.8568          | 0.0997    
5639-40744-0008.wav                      | 2.21         | 0.2076          | 0.0937    
5639-40744-0010.wav                      | 4.12         | 0.4031          | 0.0978    
5639-40744-0013.wav                      | 6.87         | 0.6880          | 0.1002    
5639-40744-0023.wav                      | 13.92        | 1.3996          | 0.1005    
7176-88083-0008.wav                      | 3.28         | 0.3394          | 0.1035    
7176-88083-0021.wav                      | 12.61        | 1.2878          | 0.1022    
7176-88083-0009.wav                      | 4.04         | 0.4152          | 0.1027    
7176-88083-0005.wav                      | 4.70         | 0.4793          | 0.1020    
7176-88083-0013.wav                      | 15.00        | 1.5201          | 0.1013    
7176-88083-0019.wav                      | 5.81         | 0.5713          | 0.0983    
7176-88083-0018.wav                      | 10.45        | 1.0369          | 0.0992    
7176-88083-0024.wav                      | 8.20         | 0.8062          | 0.0984    
7176-88083-0026.wav                      | 5.53         | 0.5583          | 0.1010    
7176-88083-0011.wav                      | 10.06        | 1.0102          | 0.1004    
7176-88083-0002.wav                      | 7.51         | 0.7528          | 0.1002    
7176-88083-0014.wav                      | 4.67         | 0.4648          | 0.0995    
7176-88083-0020.wav                      | 5.42         | 0.5211          | 0.0962    
7176-88083-0010.wav                      | 6.74         | 0.6564          | 0.0974    
7176-88083-0001.wav                      | 16.57        | 1.7196          | 0.1037    
7176-88083-0003.wav                      | 7.60         | 0.7726          | 0.1017    
7176-88083-0023.wav                      | 9.64         | 0.9650          | 0.1001    
7176-88083-0000.wav                      | 5.70         | 0.5732          | 0.1006    
7176-88083-0012.wav                      | 5.04         | 0.5055          | 0.1002    
7176-88083-0027.wav                      | 2.13         | 0.2143          | 0.1006    
7176-88083-0004.wav                      | 7.50         | 0.7847          | 0.1046    
7176-88083-0015.wav                      | 2.33         | 0.2437          | 0.1044    
7176-88083-0006.wav                      | 4.29         | 0.4376          | 0.1019    
7176-88083-0007.wav                      | 14.30        | 1.4822          | 0.1036    
7176-88083-0025.wav                      | 7.38         | 0.7507          | 0.1017    
7176-88083-0016.wav                      | 3.92         | 0.4145          | 0.1058    
7176-88083-0022.wav                      | 9.48         | 0.9845          | 0.1038    
7176-88083-0017.wav                      | 3.66         | 0.3841          | 0.1049    
7176-92135-0028.wav                      | 3.35         | 0.3440          | 0.1028    
7176-92135-0033.wav                      | 2.23         | 0.2150          | 0.0964    
7176-92135-0005.wav                      | 5.47         | 0.5438          | 0.0994    
7176-92135-0026.wav                      | 2.95         | 0.3062          | 0.1038    
7176-92135-0001.wav                      | 7.56         | 0.7976          | 0.1055    
7176-92135-0000.wav                      | 14.44        | 1.5063          | 0.1043    
7176-92135-0040.wav                      | 10.35        | 1.0900          | 0.1054    
7176-92135-0034.wav                      | 4.46         | 0.4913          | 0.1100    
7176-92135-0024.wav                      | 4.10         | 0.4084          | 0.0996    
7176-92135-0027.wav                      | 2.83         | 0.2891          | 0.1020    
7176-92135-0029.wav                      | 2.98         | 0.3086          | 0.1034    
7176-92135-0007.wav                      | 3.27         | 0.3415          | 0.1043    
7176-92135-0010.wav                      | 2.16         | 0.2161          | 0.1001    
7176-92135-0025.wav                      | 15.74        | 1.6638          | 0.1057    
7176-92135-0021.wav                      | 2.56         | 0.2502          | 0.0976    
7176-92135-0035.wav                      | 3.38         | 0.3559          | 0.1053    
7176-92135-0031.wav                      | 9.64         | 1.0207          | 0.1059    
7176-92135-0018.wav                      | 8.94         | 0.9435          | 0.1055    
7176-92135-0020.wav                      | 7.17         | 0.7568          | 0.1056    
7176-92135-0037.wav                      | 2.86         | 0.2817          | 0.0985    
7176-92135-0030.wav                      | 2.23         | 0.2180          | 0.0975    
7176-92135-0009.wav                      | 4.38         | 0.4488          | 0.1025    
7176-92135-0002.wav                      | 3.42         | 0.3467          | 0.1015    
7176-92135-0042.wav                      | 7.27         | 0.7442          | 0.1024    
7176-92135-0004.wav                      | 2.42         | 0.2464          | 0.1016    
7176-92135-0036.wav                      | 6.47         | 0.6426          | 0.0993    
7176-92135-0043.wav                      | 13.28        | 1.3640          | 0.1027    
7176-92135-0022.wav                      | 8.23         | 0.8530          | 0.1036    
7176-92135-0032.wav                      | 3.31         | 0.3427          | 0.1034    
7176-92135-0015.wav                      | 6.75         | 0.6694          | 0.0991    
7176-92135-0017.wav                      | 7.17         | 0.7336          | 0.1023    
7176-92135-0011.wav                      | 2.88         | 0.2790          | 0.0967    
7176-92135-0008.wav                      | 4.43         | 0.4388          | 0.0991    
7176-92135-0019.wav                      | 2.40         | 0.2429          | 0.1010    
7176-92135-0006.wav                      | 7.79         | 0.8034          | 0.1031    
7176-92135-0003.wav                      | 3.96         | 0.4507          | 0.1140    
7176-92135-0014.wav                      | 16.02        | 1.6318          | 0.1019    
7176-92135-0016.wav                      | 7.54         | 0.7632          | 0.1012    
7176-92135-0039.wav                      | 3.12         | 0.3081          | 0.0986    
7176-92135-0023.wav                      | 6.21         | 0.6364          | 0.1024    
7176-92135-0012.wav                      | 16.40        | 1.6701          | 0.1018    
7176-92135-0038.wav                      | 9.21         | 0.9210          | 0.1001    
7176-92135-0044.wav                      | 5.17         | 0.5042          | 0.0974    
7176-92135-0013.wav                      | 3.15         | 0.3173          | 0.1007    
7176-92135-0045.wav                      | 5.23         | 0.5344          | 0.1022    
7176-92135-0041.wav                      | 4.94         | 0.4941          | 0.1000    
7729-102255-0043.wav                     | 11.04        | 1.1048          | 0.1001    
7729-102255-0045.wav                     | 6.80         | 0.6858          | 0.1008    
7729-102255-0007.wav                     | 11.53        | 1.1508          | 0.0998    
7729-102255-0030.wav                     | 7.25         | 0.7472          | 0.1031    
7729-102255-0039.wav                     | 6.82         | 0.7097          | 0.1041    
7729-102255-0021.wav                     | 7.93         | 0.7954          | 0.1003    
7729-102255-0044.wav                     | 17.11        | 1.7735          | 0.1037    
7729-102255-0025.wav                     | 5.49         | 0.5445          | 0.0993    
7729-102255-0046.wav                     | 19.95        | 2.0631          | 0.1034    
7729-102255-0027.wav                     | 5.91         | 0.6619          | 0.1121    
7729-102255-0018.wav                     | 11.35        | 1.1566          | 0.1019    
7729-102255-0020.wav                     | 10.97        | 1.1137          | 0.1015    
7729-102255-0016.wav                     | 11.61        | 1.2449          | 0.1072    
7729-102255-0010.wav                     | 8.54         | 0.9040          | 0.1059    
7729-102255-0006.wav                     | 17.00        | 1.7291          | 0.1017    
7729-102255-0003.wav                     | 19.81        | 2.1419          | 0.1081    
7729-102255-0015.wav                     | 14.99        | 1.5086          | 0.1006    
7729-102255-0034.wav                     | 2.71         | 0.2709          | 0.1000    
7729-102255-0013.wav                     | 2.67         | 0.2664          | 0.0996    
7729-102255-0001.wav                     | 3.45         | 0.3354          | 0.0972    
7729-102255-0032.wav                     | 20.28        | 2.0453          | 0.1009    
7729-102255-0033.wav                     | 6.78         | 0.6511          | 0.0961    
7729-102255-0031.wav                     | 6.75         | 0.6528          | 0.0967    
7729-102255-0026.wav                     | 15.06        | 1.4901          | 0.0989    
7729-102255-0005.wav                     | 5.18         | 0.5053          | 0.0975    
7729-102255-0035.wav                     | 5.62         | 0.5650          | 0.1004    
7729-102255-0009.wav                     | 18.56        | 1.8644          | 0.1004    
7729-102255-0024.wav                     | 10.23        | 1.0582          | 0.1034    
7729-102255-0028.wav                     | 9.60         | 0.9848          | 0.1026    
7729-102255-0004.wav                     | 20.16        | 2.0693          | 0.1027    
7729-102255-0037.wav                     | 11.02        | 1.1183          | 0.1015    
7729-102255-0002.wav                     | 8.30         | 0.8258          | 0.0995    
7729-102255-0023.wav                     | 5.50         | 0.5392          | 0.0980    
7729-102255-0011.wav                     | 20.36        | 2.0370          | 0.1001    
7729-102255-0022.wav                     | 11.79        | 1.1957          | 0.1014    
7729-102255-0014.wav                     | 5.29         | 0.5402          | 0.1020    
7729-102255-0038.wav                     | 7.92         | 0.8186          | 0.1034    
7729-102255-0017.wav                     | 15.11        | 1.5304          | 0.1013    
7729-102255-0042.wav                     | 9.22         | 0.9357          | 0.1014    
7729-102255-0036.wav                     | 7.71         | 0.7646          | 0.0992    
7729-102255-0029.wav                     | 7.06         | 0.6912          | 0.0979    
7729-102255-0019.wav                     | 8.93         | 0.8950          | 0.1002    
7729-102255-0041.wav                     | 12.41        | 1.2491          | 0.1006    
7729-102255-0040.wav                     | 11.76        | 1.2017          | 0.1022    
7729-102255-0008.wav                     | 19.07        | 1.9203          | 0.1007    
7729-102255-0012.wav                     | 4.08         | 0.4088          | 0.1003    
7729-102255-0000.wav                     | 3.29         | 0.3407          | 0.1037    
121-121726-0005.wav                      | 3.10         | 0.2966          | 0.0957    
121-121726-0002.wav                      | 4.41         | 0.4422          | 0.1003    
121-121726-0000.wav                      | 8.46         | 0.8372          | 0.0990    
121-121726-0009.wav                      | 7.26         | 0.7290          | 0.1004    
121-121726-0013.wav                      | 2.49         | 0.2346          | 0.0942    
121-121726-0001.wav                      | 5.92         | 0.5929          | 0.1001    
121-121726-0010.wav                      | 9.81         | 0.9988          | 0.1018    
121-121726-0004.wav                      | 4.02         | 0.4099          | 0.1020    
121-121726-0014.wav                      | 3.17         | 0.3136          | 0.0991    
121-121726-0012.wav                      | 4.04         | 0.4148          | 0.1026    
121-121726-0011.wav                      | 4.04         | 0.4126          | 0.1022    
121-121726-0003.wav                      | 6.75         | 0.6771          | 0.1002    
121-121726-0008.wav                      | 4.99         | 0.5157          | 0.1034    
121-121726-0006.wav                      | 3.90         | 0.4082          | 0.1048    
121-121726-0007.wav                      | 6.73         | 0.6794          | 0.1009    
121-127105-0024.wav                      | 14.45        | 1.5072          | 0.1043    
121-127105-0006.wav                      | 4.72         | 0.4712          | 0.0997    
121-127105-0004.wav                      | 2.11         | 0.2113          | 0.1001    
121-127105-0014.wav                      | 2.25         | 0.2106          | 0.0934    
121-127105-0031.wav                      | 10.77        | 1.1206          | 0.1041    
121-127105-0009.wav                      | 2.29         | 0.2226          | 0.0972    
121-127105-0035.wav                      | 14.15        | 1.4421          | 0.1019    
121-127105-0018.wav                      | 2.77         | 0.2773          | 0.1001    
121-127105-0012.wav                      | 4.83         | 0.4817          | 0.0997    
121-127105-0032.wav                      | 3.17         | 0.3060          | 0.0965    
121-127105-0002.wav                      | 7.50         | 0.7947          | 0.1060    
121-127105-0017.wav                      | 2.69         | 0.2845          | 0.1056    
121-127105-0020.wav                      | 14.36        | 1.4719          | 0.1025    
121-127105-0027.wav                      | 13.87        | 1.4353          | 0.1035    
121-127105-0025.wav                      | 16.07        | 1.6331          | 0.1017    
121-127105-0028.wav                      | 6.75         | 0.6599          | 0.0978    
121-127105-0023.wav                      | 10.91        | 1.0848          | 0.0994    
121-127105-0013.wav                      | 5.89         | 0.6065          | 0.1029    
121-127105-0015.wav                      | 2.96         | 0.3304          | 0.1116    
121-127105-0010.wav                      | 2.85         | 0.2808          | 0.0985    
121-127105-0029.wav                      | 7.31         | 0.7574          | 0.1036    
121-127105-0003.wav                      | 7.72         | 0.8024          | 0.1039    
121-127105-0026.wav                      | 7.53         | 0.7932          | 0.1053    
121-127105-0005.wav                      | 5.82         | 0.5799          | 0.0996    
121-127105-0019.wav                      | 3.52         | 0.3479          | 0.0987    
121-127105-0034.wav                      | 7.41         | 0.7747          | 0.1046    
121-127105-0036.wav                      | 4.15         | 0.4089          | 0.0985    
121-127105-0033.wav                      | 2.35         | 0.2498          | 0.1061    
121-127105-0030.wav                      | 2.17         | 0.2174          | 0.1000    
121-127105-0016.wav                      | 2.03         | 0.2156          | 0.1062    
121-127105-0011.wav                      | 5.78         | 0.5865          | 0.1015    
121-127105-0022.wav                      | 5.08         | 0.5154          | 0.1016    
121-127105-0021.wav                      | 2.00         | 0.2146          | 0.1073    
121-127105-0001.wav                      | 5.03         | 0.5189          | 0.1033    
121-127105-0008.wav                      | 2.76         | 0.2765          | 0.1002    
121-127105-0000.wav                      | 9.88         | 1.0079          | 0.1021    
121-127105-0007.wav                      | 5.79         | 0.5445          | 0.0940    
121-123859-0000.wav                      | 17.39        | 1.7909          | 0.1030    
121-123859-0003.wav                      | 10.82        | 1.1023          | 0.1018    
121-123859-0001.wav                      | 25.39        | 2.6340          | 0.1037    
121-123859-0002.wav                      | 30.04        | 3.1126          | 0.1036    
