--------------------------------------------------
正在加载模型 large-v3 (包含能量VAD + 字数熔断机制)...
模型加载完成。
--------------------------------------------------
开始遍历数据集: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean
File: 7021-79740-0000.wav | WER: 0.1538 | Dist: 4 | RefWords: 26
File: 1995-1826-0006.wav | WER: 0.6000 | Dist: 3 | RefWords: 5
File: 1995-1826-0007.wav | WER: 0.5714 | Dist: 8 | RefWords: 14
File: 1995-1826-0008.wav | WER: 0.1667 | Dist: 1 | RefWords: 6
File: 1995-1826-0009.wav | WER: 0.2632 | Dist: 5 | RefWords: 19
File: 1995-1826-0010.wav | WER: 0.3333 | Dist: 2 | RefWords: 6
File: 1995-1826-0011.wav | WER: 0.2381 | Dist: 5 | RefWords: 21
File: 1995-1826-0012.wav | WER: 0.3529 | Dist: 6 | RefWords: 17
File: 1995-1826-0013.wav | WER: 0.4074 | Dist: 11 | RefWords: 27
File: 1995-1826-0014.wav | WER: 0.6667 | Dist: 2 | RefWords: 3
File: 1995-1826-0015.wav | WER: 0.5000 | Dist: 6 | RefWords: 12
File: 1995-1826-0016.wav | WER: 0.1250 | Dist: 2 | RefWords: 16
File: 1995-1826-0017.wav | WER: 0.5263 | Dist: 10 | RefWords: 19
File: 1995-1826-0018.wav | WER: 0.1875 | Dist: 3 | RefWords: 16
File: 1995-1826-0019.wav | WER: 0.4615 | Dist: 6 | RefWords: 13
File: 1995-1826-0020.wav | WER: 0.1765 | Dist: 3 | RefWords: 17
File: 1995-1826-0021.wav | WER: 0.3000 | Dist: 9 | RefWords: 30
File: 1995-1826-0022.wav | WER: 0.2500 | Dist: 3 | RefWords: 12
File: 1995-1826-0023.wav | WER: 0.3333 | Dist: 6 | RefWords: 18
File: 1995-1826-0024.wav | WER: 0.5556 | Dist: 5 | RefWords: 9
File: 1995-1826-0025.wav | WER: 0.3750 | Dist: 3 | RefWords: 8
File: 1995-1826-0026.wav | WER: 0.3243 | Dist: 12 | RefWords: 37
File: 3570-5696-0000.wav | WER: 0.2727 | Dist: 9 | RefWords: 33
File: 3570-5696-0001.wav | WER: 0.1964 | Dist: 11 | RefWords: 56
File: 3570-5696-0002.wav | WER: 0.2381 | Dist: 5 | RefWords: 21
File: 3570-5696-0003.wav | WER: 0.3038 | Dist: 24 | RefWords: 79
File: 3570-5696-0004.wav | WER: 0.3077 | Dist: 4 | RefWords: 13
File: 3570-5696-0005.wav | WER: 0.2432 | Dist: 9 | RefWords: 37
File: 3570-5696-0006.wav | WER: 0.1333 | Dist: 2 | RefWords: 15
File: 3570-5696-0007.wav | WER: 0.0968 | Dist: 3 | RefWords: 31
File: 3570-5696-0008.wav | WER: 0.3077 | Dist: 8 | RefWords: 26
File: 3570-5696-0009.wav | WER: 0.1852 | Dist: 5 | RefWords: 27
File: 3570-5696-0010.wav | WER: 0.1852 | Dist: 5 | RefWords: 27
File: 3570-5694-0000.wav | WER: 0.4054 | Dist: 15 | RefWords: 37
File: 3570-5694-0001.wav | WER: 0.2941 | Dist: 5 | RefWords: 17
File: 3570-5694-0002.wav | WER: 0.2353 | Dist: 8 | RefWords: 34
File: 3570-5694-0003.wav | WER: 0.3585 | Dist: 19 | RefWords: 53
File: 3570-5694-0004.wav | WER: 0.3125 | Dist: 5 | RefWords: 16
File: 3570-5694-0005.wav | WER: 0.2000 | Dist: 4 | RefWords: 20
File: 3570-5694-0006.wav | WER: 0.1951 | Dist: 8 | RefWords: 41
File: 3570-5694-0007.wav | WER: 0.3226 | Dist: 10 | RefWords: 31
File: 3570-5694-0008.wav | WER: 0.2222 | Dist: 6 | RefWords: 27
File: 3570-5694-0009.wav | WER: 0.1471 | Dist: 5 | RefWords: 34
File: 3570-5694-0010.wav | WER: 0.1081 | Dist: 4 | RefWords: 37
File: 3570-5694-0011.wav | WER: 0.1875 | Dist: 6 | RefWords: 32
File: 3570-5694-0012.wav | WER: 0.0000 | Dist: 0 | RefWords: 12
File: 3570-5694-0013.wav | WER: 0.4667 | Dist: 7 | RefWords: 15
File: 3570-5694-0014.wav | WER: 0.4474 | Dist: 17 | RefWords: 38
File: 3570-5694-0015.wav | WER: 0.2917 | Dist: 7 | RefWords: 24
File: 3570-5694-0016.wav | WER: 0.4186 | Dist: 18 | RefWords: 43
File: 3570-5694-0017.wav | WER: 0.3846 | Dist: 10 | RefWords: 26
File: 3570-5694-0018.wav | WER: 0.2083 | Dist: 5 | RefWords: 24
File: 3570-5694-0019.wav | WER: 0.1667 | Dist: 2 | RefWords: 12
File: 3570-5694-0020.wav | WER: 0.1707 | Dist: 7 | RefWords: 41
File: 3570-5694-0021.wav | WER: 0.5000 | Dist: 15 | RefWords: 30
File: 3570-5694-0022.wav | WER: 0.2308 | Dist: 3 | RefWords: 13
File: 3570-5695-0000.wav | WER: 0.3077 | Dist: 4 | RefWords: 13
File: 3570-5695-0001.wav | WER: 0.3617 | Dist: 17 | RefWords: 47
File: 3570-5695-0002.wav | WER: 0.4800 | Dist: 12 | RefWords: 25
File: 3570-5695-0003.wav | WER: 0.0556 | Dist: 1 | RefWords: 18
File: 3570-5695-0004.wav | WER: 0.3784 | Dist: 14 | RefWords: 37
File: 3570-5695-0005.wav | WER: 0.2742 | Dist: 17 | RefWords: 62
File: 3570-5695-0006.wav | WER: 0.3043 | Dist: 7 | RefWords: 23
File: 3570-5695-0007.wav | WER: 0.1000 | Dist: 3 | RefWords: 30
File: 3570-5695-0008.wav | WER: 0.0952 | Dist: 2 | RefWords: 21
File: 3570-5695-0009.wav | WER: 0.2143 | Dist: 3 | RefWords: 14
File: 3570-5695-0010.wav | WER: 0.2143 | Dist: 3 | RefWords: 14
File: 3570-5695-0011.wav | WER: 0.1538 | Dist: 4 | RefWords: 26
File: 3570-5695-0012.wav | WER: 0.2830 | Dist: 15 | RefWords: 53
File: 3570-5695-0013.wav | WER: 0.3529 | Dist: 6 | RefWords: 17
File: 3570-5695-0014.wav | WER: 0.2727 | Dist: 9 | RefWords: 33
File: 3570-5695-0015.wav | WER: 0.1923 | Dist: 5 | RefWords: 26
File: 5639-40744-0000.wav | WER: 0.1915 | Dist: 9 | RefWords: 47
File: 5639-40744-0001.wav | WER: 0.2857 | Dist: 10 | RefWords: 35
File: 5639-40744-0002.wav | WER: 0.0417 | Dist: 1 | RefWords: 24
File: 5639-40744-0003.wav | WER: 0.2917 | Dist: 21 | RefWords: 72
File: 5639-40744-0004.wav | WER: 0.2250 | Dist: 9 | RefWords: 40
File: 5639-40744-0005.wav | WER: 0.3750 | Dist: 6 | RefWords: 16
File: 5639-40744-0006.wav | WER: 0.5556 | Dist: 10 | RefWords: 18
File: 5639-40744-0007.wav | WER: 0.0769 | Dist: 1 | RefWords: 13
File: 5639-40744-0008.wav | WER: 0.0000 | Dist: 0 | RefWords: 7
File: 5639-40744-0009.wav | WER: 0.1429 | Dist: 1 | RefWords: 7
File: 5639-40744-0010.wav | WER: 0.0625 | Dist: 1 | RefWords: 16
File: 5639-40744-0011.wav | WER: 0.2222 | Dist: 2 | RefWords: 9
File: 5639-40744-0012.wav | WER: 0.2692 | Dist: 7 | RefWords: 26
File: 5639-40744-0013.wav | WER: 0.1304 | Dist: 3 | RefWords: 23
File: 5639-40744-0014.wav | WER: 0.0870 | Dist: 2 | RefWords: 23
File: 5639-40744-0015.wav | WER: 0.2432 | Dist: 9 | RefWords: 37
File: 5639-40744-0016.wav | WER: 0.3030 | Dist: 10 | RefWords: 33
File: 5639-40744-0017.wav | WER: 0.3889 | Dist: 7 | RefWords: 18
File: 5639-40744-0018.wav | WER: 0.1552 | Dist: 9 | RefWords: 58
File: 5639-40744-0019.wav | WER: 0.0857 | Dist: 3 | RefWords: 35
File: 5639-40744-0020.wav | WER: 0.2692 | Dist: 7 | RefWords: 26
File: 5639-40744-0021.wav | WER: 0.0333 | Dist: 1 | RefWords: 30
File: 5639-40744-0022.wav | WER: 0.4359 | Dist: 17 | RefWords: 39
File: 5639-40744-0023.wav | WER: 0.2683 | Dist: 11 | RefWords: 41
File: 5639-40744-0024.wav | WER: 0.0667 | Dist: 2 | RefWords: 30
File: 5639-40744-0025.wav | WER: 0.1724 | Dist: 5 | RefWords: 29
File: 5639-40744-0026.wav | WER: 0.3191 | Dist: 15 | RefWords: 47
File: 5639-40744-0027.wav | WER: 0.2656 | Dist: 17 | RefWords: 64
File: 5639-40744-0028.wav | WER: 0.2222 | Dist: 8 | RefWords: 36
File: 5639-40744-0029.wav | WER: 0.0000 | Dist: 0 | RefWords: 24
File: 5639-40744-0030.wav | WER: 0.3333 | Dist: 19 | RefWords: 57
File: 5639-40744-0031.wav | WER: 0.3012 | Dist: 25 | RefWords: 83
File: 5639-40744-0032.wav | WER: 0.1455 | Dist: 8 | RefWords: 55
File: 5639-40744-0033.wav | WER: 0.0800 | Dist: 2 | RefWords: 25
File: 5639-40744-0034.wav | WER: 0.3056 | Dist: 11 | RefWords: 36
File: 5639-40744-0035.wav | WER: 0.2308 | Dist: 12 | RefWords: 52
File: 5639-40744-0036.wav | WER: 0.2368 | Dist: 9 | RefWords: 38
File: 5639-40744-0037.wav | WER: 0.2703 | Dist: 10 | RefWords: 37
File: 5639-40744-0038.wav | WER: 0.2857 | Dist: 10 | RefWords: 35
File: 5639-40744-0039.wav | WER: 0.2683 | Dist: 11 | RefWords: 41
File: 5639-40744-0040.wav | WER: 0.2703 | Dist: 10 | RefWords: 37
File: 5639-40744-0041.wav | WER: 0.2766 | Dist: 13 | RefWords: 47
File: 7176-88083-0000.wav | WER: 0.2000 | Dist: 3 | RefWords: 15
File: 7176-88083-0001.wav | WER: 0.2439 | Dist: 10 | RefWords: 41
File: 7176-88083-0002.wav | WER: 0.2500 | Dist: 5 | RefWords: 20
File: 7176-88083-0003.wav | WER: 0.1429 | Dist: 3 | RefWords: 21
File: 7176-88083-0004.wav | WER: 0.4000 | Dist: 8 | RefWords: 20
File: 7176-88083-0005.wav | WER: 0.0714 | Dist: 1 | RefWords: 14
File: 7176-88083-0006.wav | WER: 0.2000 | Dist: 3 | RefWords: 15
File: 7176-88083-0007.wav | WER: 0.2381 | Dist: 10 | RefWords: 42
File: 7176-88083-0008.wav | WER: 0.1250 | Dist: 1 | RefWords: 8
File: 7176-88083-0009.wav | WER: 0.1667 | Dist: 2 | RefWords: 12
File: 7176-88083-0010.wav | WER: 0.1053 | Dist: 2 | RefWords: 19
File: 7176-88083-0011.wav | WER: 0.1515 | Dist: 5 | RefWords: 33
File: 7176-88083-0012.wav | WER: 0.0000 | Dist: 0 | RefWords: 14
File: 7176-88083-0013.wav | WER: 0.2609 | Dist: 12 | RefWords: 46
File: 7176-88083-0014.wav | WER: 0.1429 | Dist: 2 | RefWords: 14
File: 7176-88083-0015.wav | WER: 0.1250 | Dist: 1 | RefWords: 8
File: 7176-88083-0016.wav | WER: 0.3636 | Dist: 4 | RefWords: 11
File: 7176-88083-0017.wav | WER: 0.0667 | Dist: 1 | RefWords: 15
File: 7176-88083-0018.wav | WER: 0.0938 | Dist: 3 | RefWords: 32
File: 7176-88083-0019.wav | WER: 0.4118 | Dist: 7 | RefWords: 17
File: 7176-88083-0020.wav | WER: 0.1875 | Dist: 3 | RefWords: 16
File: 7176-88083-0021.wav | WER: 0.2000 | Dist: 8 | RefWords: 40
File: 7176-88083-0022.wav | WER: 0.1071 | Dist: 3 | RefWords: 28
File: 7176-88083-0023.wav | WER: 0.1667 | Dist: 6 | RefWords: 36
File: 7176-88083-0024.wav | WER: 0.3043 | Dist: 7 | RefWords: 23
File: 7176-88083-0025.wav | WER: 0.2800 | Dist: 7 | RefWords: 25
File: 7176-88083-0026.wav | WER: 0.1667 | Dist: 3 | RefWords: 18
File: 7176-88083-0027.wav | WER: 0.1429 | Dist: 1 | RefWords: 7
File: 7176-92135-0000.wav | WER: 0.2553 | Dist: 12 | RefWords: 47
File: 7176-92135-0001.wav | WER: 0.2500 | Dist: 5 | RefWords: 20
File: 7176-92135-0002.wav | WER: 0.3750 | Dist: 3 | RefWords: 8
File: 7176-92135-0003.wav | WER: 0.1538 | Dist: 2 | RefWords: 13
File: 7176-92135-0004.wav | WER: 0.6000 | Dist: 3 | RefWords: 5
File: 7176-92135-0005.wav | WER: 0.1500 | Dist: 3 | RefWords: 20
File: 7176-92135-0006.wav | WER: 0.0333 | Dist: 1 | RefWords: 30
File: 7176-92135-0007.wav | WER: 0.5000 | Dist: 6 | RefWords: 12
File: 7176-92135-0008.wav | WER: 0.2667 | Dist: 4 | RefWords: 15
File: 7176-92135-0009.wav | WER: 0.5000 | Dist: 5 | RefWords: 10
File: 7176-92135-0010.wav | WER: 0.1429 | Dist: 1 | RefWords: 7
File: 7176-92135-0011.wav | WER: 0.0000 | Dist: 0 | RefWords: 8
File: 7176-92135-0012.wav | WER: 0.2857 | Dist: 14 | RefWords: 49
File: 7176-92135-0013.wav | WER: 0.1250 | Dist: 1 | RefWords: 8
File: 7176-92135-0014.wav | WER: 0.2609 | Dist: 12 | RefWords: 46
File: 7176-92135-0015.wav | WER: 0.2727 | Dist: 6 | RefWords: 22
File: 7176-92135-0016.wav | WER: 0.2000 | Dist: 6 | RefWords: 30
File: 7176-92135-0017.wav | WER: 0.4545 | Dist: 10 | RefWords: 22
File: 7176-92135-0018.wav | WER: 0.4074 | Dist: 11 | RefWords: 27
File: 7176-92135-0019.wav | WER: 0.5000 | Dist: 3 | RefWords: 6
File: 7176-92135-0020.wav | WER: 0.2667 | Dist: 4 | RefWords: 15
File: 7176-92135-0021.wav | WER: 0.0000 | Dist: 0 | RefWords: 8
File: 7176-92135-0022.wav | WER: 0.1538 | Dist: 4 | RefWords: 26
File: 7176-92135-0023.wav | WER: 0.2500 | Dist: 4 | RefWords: 16
File: 7176-92135-0024.wav | WER: 0.1538 | Dist: 2 | RefWords: 13
File: 7176-92135-0025.wav | WER: 0.3396 | Dist: 18 | RefWords: 53
File: 7176-92135-0026.wav | WER: 0.2857 | Dist: 2 | RefWords: 7
File: 7176-92135-0027.wav | WER: 0.5000 | Dist: 4 | RefWords: 8
File: 7176-92135-0028.wav | WER: 0.1000 | Dist: 1 | RefWords: 10
File: 7176-92135-0029.wav | WER: 0.1111 | Dist: 1 | RefWords: 9
File: 7176-92135-0030.wav | WER: 0.7500 | Dist: 3 | RefWords: 4
File: 7176-92135-0031.wav | WER: 0.3077 | Dist: 8 | RefWords: 26
File: 7176-92135-0032.wav | WER: 0.0909 | Dist: 1 | RefWords: 11
File: 7176-92135-0033.wav | WER: 0.6667 | Dist: 6 | RefWords: 9
File: 7176-92135-0034.wav | WER: 0.3846 | Dist: 5 | RefWords: 13
File: 7176-92135-0035.wav | WER: 0.4286 | Dist: 3 | RefWords: 7
File: 7176-92135-0036.wav | WER: 0.2857 | Dist: 6 | RefWords: 21
File: 7176-92135-0037.wav | WER: 0.0909 | Dist: 1 | RefWords: 11
File: 7176-92135-0038.wav | WER: 0.2000 | Dist: 6 | RefWords: 30
File: 7176-92135-0039.wav | WER: 0.4000 | Dist: 2 | RefWords: 5
File: 7176-92135-0040.wav | WER: 0.3548 | Dist: 11 | RefWords: 31
File: 7176-92135-0041.wav | WER: 0.5000 | Dist: 7 | RefWords: 14
File: 7176-92135-0042.wav | WER: 0.3182 | Dist: 7 | RefWords: 22
File: 7176-92135-0043.wav | WER: 0.0816 | Dist: 4 | RefWords: 49
File: 7176-92135-0044.wav | WER: 0.1111 | Dist: 2 | RefWords: 18
File: 7176-92135-0045.wav | WER: 0.1429 | Dist: 2 | RefWords: 14
File: 7729-102255-0000.wav | WER: 0.5714 | Dist: 4 | RefWords: 7
File: 7729-102255-0001.wav | WER: 0.4444 | Dist: 4 | RefWords: 9
File: 7729-102255-0002.wav | WER: 0.3158 | Dist: 6 | RefWords: 19
File: 7729-102255-0003.wav | WER: 0.2045 | Dist: 9 | RefWords: 44
File: 7729-102255-0004.wav | WER: 0.1860 | Dist: 8 | RefWords: 43
File: 7729-102255-0005.wav | WER: 0.0769 | Dist: 1 | RefWords: 13
File: 7729-102255-0006.wav | WER: 0.3590 | Dist: 14 | RefWords: 39
File: 7729-102255-0007.wav | WER: 0.3846 | Dist: 10 | RefWords: 26
File: 7729-102255-0008.wav | WER: 0.3611 | Dist: 13 | RefWords: 36
File: 7729-102255-0009.wav | WER: 0.2308 | Dist: 9 | RefWords: 39
File: 7729-102255-0010.wav | WER: 0.1200 | Dist: 3 | RefWords: 25
File: 7729-102255-0011.wav | WER: 0.1800 | Dist: 9 | RefWords: 50
File: 7729-102255-0012.wav | WER: 0.0000 | Dist: 0 | RefWords: 10
File: 7729-102255-0013.wav | WER: 0.1000 | Dist: 1 | RefWords: 10
File: 7729-102255-0014.wav | WER: 0.2143 | Dist: 3 | RefWords: 14
File: 7729-102255-0015.wav | WER: 0.1429 | Dist: 5 | RefWords: 35
File: 7729-102255-0016.wav | WER: 0.3571 | Dist: 10 | RefWords: 28
File: 7729-102255-0017.wav | WER: 0.0857 | Dist: 3 | RefWords: 35
File: 7729-102255-0018.wav | WER: 0.0714 | Dist: 2 | RefWords: 28
File: 7729-102255-0019.wav | WER: 0.4000 | Dist: 8 | RefWords: 20
File: 7729-102255-0020.wav | WER: 0.1600 | Dist: 4 | RefWords: 25
File: 7729-102255-0021.wav | WER: 0.4444 | Dist: 8 | RefWords: 18
File: 7729-102255-0022.wav | WER: 0.6818 | Dist: 15 | RefWords: 22
File: 7729-102255-0023.wav | WER: 0.1000 | Dist: 1 | RefWords: 10
File: 7729-102255-0024.wav | WER: 0.1154 | Dist: 3 | RefWords: 26
File: 7729-102255-0025.wav | WER: 0.5000 | Dist: 5 | RefWords: 10
File: 7729-102255-0026.wav | WER: 0.2571 | Dist: 9 | RefWords: 35
File: 7729-102255-0027.wav | WER: 0.6667 | Dist: 6 | RefWords: 9
File: 7729-102255-0028.wav | WER: 0.4286 | Dist: 9 | RefWords: 21
File: 7729-102255-0029.wav | WER: 0.1333 | Dist: 2 | RefWords: 15
File: 7729-102255-0030.wav | WER: 0.2500 | Dist: 4 | RefWords: 16
File: 7729-102255-0031.wav | WER: 0.0667 | Dist: 1 | RefWords: 15
File: 7729-102255-0032.wav | WER: 0.1633 | Dist: 8 | RefWords: 49
File: 7729-102255-0033.wav | WER: 0.2222 | Dist: 4 | RefWords: 18
File: 7729-102255-0034.wav | WER: 0.2857 | Dist: 2 | RefWords: 7
File: 7729-102255-0035.wav | WER: 0.3077 | Dist: 4 | RefWords: 13
File: 7729-102255-0036.wav | WER: 0.1905 | Dist: 4 | RefWords: 21
File: 7729-102255-0037.wav | WER: 0.2333 | Dist: 7 | RefWords: 30
